|dates|Gallatin_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Gallatin_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Gallatin_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Gallatin_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Gallatin_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Gallatin_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Gallatin_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Gallatin_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-12|1289.0|0|1289.0|0|41.0|0|0.0|100
0|2021-11-13|1289.0|0|1289.0|0|41.0|0|0.0|100
0|2021-11-14|1289.0|0|1289.0|0|41.0|0|0.0|100
0|2021-11-15|1299.0|0|1299.0|0|41.0|0|0.0|100
0|2021-11-16|1300.0|0|1300.0|0|41.0|0|0.0|100
0|2021-11-17|1304.0|0|1304.0|0|41.0|0|0.0|100
0|2021-11-18|1301.0|0|1301.0|0|41.0|0|0.0|100
0|2021-11-19|1300.0|0|1300.0|0|41.0|0|0.0|100
0|2021-11-20|1300.0|0|1300.0|0|41.0|0|0.0|100
0|2021-11-21|1300.0|0|1300.0|0|41.0|0|0.0|100
0|2021-11-22|1309.0|0|1309.0|0|41.0|0|0.0|100
0|2021-11-23|1316.0|0|1316.0|0|41.0|0|0.0|100
0|2021-11-24|1317.0|0|1317.0|0|41.0|0|0.0|100
0|2021-11-25|1317.0|0|1317.0|0|41.0|0|0.0|100
0|2021-11-26|1317.0|0|1317.0|0|41.0|0|0.0|100
0|2021-11-27|1317.0|0|1317.0|0|41.0|0|0.0|100
0|2021-11-28|1317.0|0|1317.0|0|41.0|0|0.0|100
0|2021-11-29|1332.0|0|1332.0|0|42.0|0|0.0|100
0|2021-11-30|1339.0|0|1339.0|0|42.0|0|0.0|100
0|2021-12-01|1346.0|0|1346.0|0|42.0|0|0.0|100
0|2021-12-02|1352.0|0|1352.0|0|42.0|0|0.0|100
0|2021-12-03|1363.0|0|1363.0|0|43.0|0|0.0|100
0|2021-12-04|1363.0|0|1363.0|0|43.0|0|0.0|100
0|2021-12-05|1363.0|0|1363.0|0|43.0|0|0.0|100
0|2021-12-06|1368.0|0|1368.0|0|43.0|0|0.0|100
0|2021-12-07|1372.0|0|1372.0|0|44.0|0|0.0|100
0|2021-12-08|1383.0|0|1383.0|0|44.0|0|0.0|100
0|2021-12-09|1387.0|0|1387.0|0|44.0|0|0.0|100
0|2021-12-10|1401.0|0|1401.0|0|44.0|0|0.0|100
0|2021-12-11|1401.0|0|1401.0|0|44.0|0|0.0|100
0|2021-12-12|1401.0|0|1401.0|0|44.0|0|0.0|100
0|2021-12-13|1410.0|0|1410.0|0|44.0|0|0.0|100
0|2021-12-14|1410.0|0|1414.0|0|44.0|0|0.0|100
0|2021-12-15|1422.0|0|1422.0|0|44.0|0|0.0|100
0|2021-12-16|1431.0|0|1431.0|0|44.0|0|0.0|100
0|2021-12-17|1433.0|0|1433.0|0|44.0|0|0.0|100
0|2021-12-18|1433.0|0|1433.0|0|44.0|0|0.0|100
0|2021-12-19|1433.0|0|1433.0|0|44.0|0|0.0|100
0|2021-12-20|1439.0|0|1439.0|0|44.0|0|0.0|100
0|2021-12-21|1439.0|0|1439.0|0|44.0|0|0.0|100
0|2021-12-22|1451.0|0|1451.0|0|44.0|0|0.0|100
0|2021-12-23|1451.0|0|1451.0|0|44.0|0|0.0|100
0|2021-12-24|1451.0|0|1451.0|0|44.0|0|0.0|100
0|2021-12-25|1451.0|0|1451.0|0|44.0|0|0.0|100
0|2021-12-26|1451.0|0|1451.0|0|44.0|0|0.0|100
0|2021-12-27|1467.0|0|1467.0|0|44.0|0|0.0|100
0|2021-12-28|1475.0|0|1475.0|0|44.0|0|0.0|100
0|2021-12-29|1492.0|0|1492.0|0|44.0|0|0.0|100
0|2021-12-30|1492.0|0|1492.0|0|44.0|0|0.0|100
0|2021-12-31|1492.0|0|1492.0|0|44.0|0|0.0|100
0|2022-01-01|1492.0|0|1492.0|0|44.0|0|0.0|100
0|2022-01-02|1492.0|0|1492.0|0|44.0|0|0.0|100
0|2022-01-03|1538.0|0|1538.0|0|44.0|0|0.0|100
0|2022-01-04|1553.0|0|1553.0|0|44.0|0|0.0|100
0|2022-01-05|1566.0|0|1566.0|0|44.0|0|0.0|100
0|2022-01-06|1584.0|0|1584.0|0|44.0|0|0.0|100
0|2022-01-07|1597.0|0|1597.0|0|44.0|0|0.0|100
0|2022-01-08|1597.0|0|1597.0|0|44.0|0|0.0|100
0|2022-01-09|1597.0|0|1597.0|0|44.0|0|0.0|100
0|2022-01-10|1632.0|0|1632.0|0|44.0|0|0.0|100
0|2022-01-11|1662.0|0|1662.0|0|44.0|0|0.0|100
0|2022-01-12|1680.0|0|1680.0|0|44.0|0|0.0|100
0|2022-01-13|1680.0|0|1717.0|0|44.0|0|0.0|100
0|2022-01-14|1740.0|0|1740.0|0|44.0|0|0.0|100
0|2022-01-15|1740.0|0|1740.0|0|44.0|0|0.0|100
0|2022-01-16|1740.0|0|1740.0|0|44.0|0|0.0|100
0|2022-01-17|1740.0|0|0.0|100|44.0|0|0.0|100
