|dates|Ashland_Ohio_UnitedStates.JHU_ConfirmedCases.data|Ashland_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Ashland_Ohio_UnitedStates.NYT_ConfirmedCases.data|Ashland_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Ashland_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Ashland_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Ashland_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Ashland_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-12|8338.0|0|8338.0|0|157.0|0|0.0|100
0|2021-12-13|8360.0|0|8360.0|0|157.0|0|0.0|100
0|2021-12-14|8360.0|0|8402.0|0|157.0|0|0.0|100
0|2021-12-15|8459.0|0|8459.0|0|160.0|0|0.0|100
0|2021-12-16|8496.0|0|8496.0|0|160.0|0|0.0|100
0|2021-12-17|8546.0|0|8546.0|0|160.0|0|0.0|100
0|2021-12-18|8579.0|0|8579.0|0|160.0|0|0.0|100
0|2021-12-19|8600.0|0|8600.0|0|160.0|0|0.0|100
0|2021-12-20|8620.0|0|8620.0|0|160.0|0|0.0|100
0|2021-12-21|8645.0|0|8645.0|0|164.0|0|0.0|100
0|2021-12-22|8707.0|0|8707.0|0|164.0|0|0.0|100
0|2021-12-23|8778.0|0|8778.0|0|164.0|0|0.0|100
0|2021-12-24|8821.0|0|8821.0|0|164.0|0|0.0|100
0|2021-12-25|8821.0|0|8821.0|0|164.0|0|0.0|100
0|2021-12-26|8909.0|0|8909.0|0|164.0|0|0.0|100
0|2021-12-27|8919.0|0|8919.0|0|164.0|0|0.0|100
0|2021-12-28|8980.0|0|8980.0|0|164.0|0|0.0|100
0|2021-12-29|9060.0|0|9060.0|0|164.0|0|0.0|100
0|2021-12-30|9140.0|0|9140.0|0|164.0|0|0.0|100
0|2021-12-31|9235.0|0|9235.0|0|165.0|0|0.0|100
0|2022-01-01|9235.0|0|9235.0|0|165.0|0|0.0|100
0|2022-01-02|9426.0|0|9426.0|0|165.0|0|0.0|100
0|2022-01-03|9498.0|0|9498.0|0|165.0|0|0.0|100
0|2022-01-04|9560.0|0|9560.0|0|166.0|0|0.0|100
0|2022-01-05|9668.0|0|9668.0|0|166.0|0|0.0|100
0|2022-01-06|9743.0|0|9743.0|0|166.0|0|0.0|100
0|2022-01-07|9820.0|0|9820.0|0|168.0|0|0.0|100
0|2022-01-08|9921.0|0|9921.0|0|168.0|0|0.0|100
0|2022-01-09|9962.0|0|9962.0|0|168.0|0|0.0|100
0|2022-01-10|10027.0|0|10027.0|0|168.0|0|0.0|100
0|2022-01-11|10094.0|0|10094.0|0|173.0|0|0.0|100
0|2022-01-12|10175.0|0|10175.0|0|173.0|0|0.0|100
0|2022-01-13|10175.0|0|10231.0|0|173.0|0|0.0|100
0|2022-01-14|10406.0|0|10406.0|0|174.0|0|0.0|100
0|2022-01-15|10602.0|0|10602.0|0|174.0|0|0.0|100
0|2022-01-16|10713.0|0|10713.0|0|174.0|0|0.0|100
0|2022-01-17|10795.0|0|0.0|100|174.0|0|0.0|100
