|dates|McPherson_Nebraska_UnitedStates.JHU_ConfirmedCases.data|McPherson_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|McPherson_Nebraska_UnitedStates.NYT_ConfirmedCases.data|McPherson_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|McPherson_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|McPherson_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|McPherson_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|McPherson_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-28|51.0|0|51.0|0|1.0|0|0.0|100
0|2021-11-29|54.0|0|54.0|0|1.0|0|0.0|100
0|2021-11-30|56.0|0|56.0|0|1.0|0|0.0|100
0|2021-12-01|56.0|0|56.0|0|1.0|0|0.0|100
0|2021-12-02|56.0|0|56.0|0|1.0|0|0.0|100
0|2021-12-03|56.0|0|56.0|0|1.0|0|0.0|100
0|2021-12-04|56.0|0|56.0|0|1.0|0|0.0|100
0|2021-12-05|56.0|0|56.0|0|1.0|0|0.0|100
0|2021-12-06|56.0|0|56.0|0|1.0|0|0.0|100
0|2021-12-07|56.0|0|56.0|0|1.0|0|0.0|100
0|2021-12-08|56.0|0|56.0|0|1.0|0|0.0|100
0|2021-12-09|56.0|0|56.0|0|1.0|0|0.0|100
0|2021-12-10|56.0|0|56.0|0|1.0|0|0.0|100
0|2021-12-11|56.0|0|56.0|0|1.0|0|0.0|100
0|2021-12-12|56.0|0|56.0|0|1.0|0|0.0|100
0|2021-12-13|56.0|0|56.0|0|1.0|0|0.0|100
0|2021-12-14|56.0|0|56.0|0|1.0|0|0.0|100
0|2021-12-15|56.0|0|56.0|0|1.0|0|0.0|100
0|2021-12-16|56.0|0|56.0|0|1.0|0|0.0|100
0|2021-12-17|56.0|0|56.0|0|1.0|0|0.0|100
0|2021-12-18|56.0|0|56.0|0|1.0|0|0.0|100
0|2021-12-19|56.0|0|56.0|0|1.0|0|0.0|100
0|2021-12-20|56.0|0|56.0|0|1.0|0|0.0|100
0|2021-12-21|56.0|0|56.0|0|1.0|0|0.0|100
0|2021-12-22|56.0|0|56.0|0|1.0|0|0.0|100
0|2021-12-23|56.0|0|56.0|0|1.0|0|0.0|100
0|2021-12-24|56.0|0|56.0|0|1.0|0|0.0|100
0|2021-12-25|56.0|0|56.0|0|1.0|0|0.0|100
0|2021-12-26|56.0|0|56.0|0|1.0|0|0.0|100
0|2021-12-27|56.0|0|56.0|0|1.0|0|0.0|100
0|2021-12-28|56.0|0|56.0|0|1.0|0|0.0|100
0|2021-12-29|57.0|0|57.0|0|1.0|0|0.0|100
0|2021-12-30|57.0|0|57.0|0|1.0|0|0.0|100
0|2021-12-31|57.0|0|57.0|0|1.0|0|0.0|100
0|2022-01-01|57.0|0|57.0|0|1.0|0|0.0|100
0|2022-01-02|57.0|0|57.0|0|1.0|0|0.0|100
0|2022-01-03|57.0|0|57.0|0|1.0|0|0.0|100
0|2022-01-04|57.0|0|57.0|0|1.0|0|0.0|100
0|2022-01-05|57.0|0|57.0|0|1.0|0|0.0|100
0|2022-01-06|57.0|0|57.0|0|1.0|0|0.0|100
0|2022-01-07|57.0|0|57.0|0|1.0|0|0.0|100
0|2022-01-08|57.0|0|57.0|0|1.0|0|0.0|100
0|2022-01-09|57.0|0|57.0|0|1.0|0|0.0|100
0|2022-01-10|57.0|0|57.0|0|1.0|0|0.0|100
0|2022-01-11|57.0|0|57.0|0|1.0|0|0.0|100
0|2022-01-12|57.0|0|57.0|0|1.0|0|0.0|100
0|2022-01-13|57.0|0|58.0|0|1.0|0|0.0|100
0|2022-01-14|59.0|0|59.0|0|1.0|0|0.0|100
0|2022-01-15|59.0|0|59.0|0|1.0|0|0.0|100
0|2022-01-16|59.0|0|59.0|0|1.0|0|0.0|100
0|2022-01-17|59.0|0|0.0|100|1.0|0|0.0|100
