|dates|Suffolk_Massachusetts_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Suffolk_Massachusetts_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Suffolk_Massachusetts_UnitedStates.Male_Total_Population.data|Suffolk_Massachusetts_UnitedStates.Male_Total_Population.missing|Suffolk_Massachusetts_UnitedStates.Female_Total_Population.data|Suffolk_Massachusetts_UnitedStates.Female_Total_Population.missing|Suffolk_Massachusetts_UnitedStates.MaleAndFemale_Under18_Population.data|Suffolk_Massachusetts_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-10|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-11-11|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-11-12|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-11-13|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-11-14|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-11-15|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-11-16|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-11-17|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-11-18|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-11-19|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-11-20|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-11-21|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-11-22|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-11-23|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-11-24|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-11-25|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-11-26|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-11-27|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-11-28|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-11-29|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-11-30|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-12-01|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-12-02|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-12-03|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-12-04|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-12-05|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-12-06|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-12-07|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-12-08|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-12-09|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-12-10|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-12-11|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-12-12|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-12-13|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-12-14|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-12-15|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-12-16|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-12-17|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-12-18|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-12-19|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-12-20|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-12-21|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-12-22|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-12-23|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-12-24|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-12-25|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-12-26|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-12-27|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-12-28|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-12-29|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-12-30|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2021-12-31|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2022-01-01|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2022-01-02|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2022-01-03|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2022-01-04|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2022-01-05|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2022-01-06|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2022-01-07|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2022-01-08|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2022-01-09|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2022-01-10|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2022-01-11|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2022-01-12|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2022-01-13|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2022-01-14|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2022-01-15|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2022-01-16|96651.0|0|390083.0|0|417169.0|0|134089.0|0
0|2022-01-17|96651.0|0|390083.0|0|417169.0|0|134089.0|0
