|dates|Ritchie_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Ritchie_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Ritchie_WestVirginia_UnitedStates.NYT_ConfirmedCases.data|Ritchie_WestVirginia_UnitedStates.NYT_ConfirmedCases.missing|Ritchie_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Ritchie_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Ritchie_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Ritchie_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-02|1568.0|0|1568.0|0|22.0|0|0.0|100
0|2021-12-03|1577.0|0|1577.0|0|22.0|0|0.0|100
0|2021-12-04|1579.0|0|1579.0|0|22.0|0|0.0|100
0|2021-12-05|1582.0|0|1582.0|0|22.0|0|0.0|100
0|2021-12-06|1586.0|0|1586.0|0|22.0|0|0.0|100
0|2021-12-07|1592.0|0|1592.0|0|22.0|0|0.0|100
0|2021-12-08|1598.0|0|1598.0|0|22.0|0|0.0|100
0|2021-12-09|1603.0|0|1603.0|0|22.0|0|0.0|100
0|2021-12-10|1610.0|0|1610.0|0|23.0|0|0.0|100
0|2021-12-11|1618.0|0|1618.0|0|23.0|0|0.0|100
0|2021-12-12|1619.0|0|1619.0|0|23.0|0|0.0|100
0|2021-12-13|1621.0|0|1621.0|0|24.0|0|0.0|100
0|2021-12-14|1621.0|0|1622.0|0|24.0|0|0.0|100
0|2021-12-15|1630.0|0|1630.0|0|24.0|0|0.0|100
0|2021-12-16|1637.0|0|1637.0|0|24.0|0|0.0|100
0|2021-12-17|1641.0|0|1641.0|0|24.0|0|0.0|100
0|2021-12-18|1646.0|0|1646.0|0|24.0|0|0.0|100
0|2021-12-19|1650.0|0|1650.0|0|24.0|0|0.0|100
0|2021-12-20|1656.0|0|1656.0|0|24.0|0|0.0|100
0|2021-12-21|1658.0|0|1658.0|0|24.0|0|0.0|100
0|2021-12-22|1666.0|0|1666.0|0|24.0|0|0.0|100
0|2021-12-23|1670.0|0|1670.0|0|24.0|0|0.0|100
0|2021-12-24|1670.0|0|1670.0|0|24.0|0|0.0|100
0|2021-12-25|1670.0|0|1670.0|0|24.0|0|0.0|100
0|2021-12-26|1670.0|0|1670.0|0|24.0|0|0.0|100
0|2021-12-27|1675.0|0|1675.0|0|24.0|0|0.0|100
0|2021-12-28|1679.0|0|1679.0|0|24.0|0|0.0|100
0|2021-12-29|1690.0|0|1690.0|0|24.0|0|0.0|100
0|2021-12-30|1696.0|0|1696.0|0|24.0|0|0.0|100
0|2021-12-31|1696.0|0|1696.0|0|24.0|0|0.0|100
0|2022-01-01|1696.0|0|1696.0|0|24.0|0|0.0|100
0|2022-01-02|1696.0|0|1696.0|0|24.0|0|0.0|100
0|2022-01-03|1725.0|0|1725.0|0|25.0|0|0.0|100
0|2022-01-04|1735.0|0|1735.0|0|25.0|0|0.0|100
0|2022-01-05|1745.0|0|1745.0|0|25.0|0|0.0|100
0|2022-01-06|1761.0|0|1761.0|0|25.0|0|0.0|100
0|2022-01-07|1767.0|0|1767.0|0|26.0|0|0.0|100
0|2022-01-08|1785.0|0|1785.0|0|26.0|0|0.0|100
0|2022-01-09|1793.0|0|1793.0|0|26.0|0|0.0|100
0|2022-01-10|1794.0|0|1794.0|0|26.0|0|0.0|100
0|2022-01-11|1794.0|0|1794.0|0|26.0|0|0.0|100
0|2022-01-12|1809.0|0|1809.0|0|26.0|0|0.0|100
0|2022-01-13|1809.0|0|1824.0|0|26.0|0|0.0|100
0|2022-01-14|1855.0|0|1855.0|0|26.0|0|0.0|100
0|2022-01-15|1887.0|0|1887.0|0|26.0|0|0.0|100
0|2022-01-16|1897.0|0|1897.0|0|26.0|0|0.0|100
0|2022-01-17|1905.0|0|0.0|100|26.0|0|0.0|100
