|dates|Worcester_Massachusetts_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Worcester_Massachusetts_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Worcester_Massachusetts_UnitedStates.Male_Total_Population.data|Worcester_Massachusetts_UnitedStates.Male_Total_Population.missing|Worcester_Massachusetts_UnitedStates.Female_Total_Population.data|Worcester_Massachusetts_UnitedStates.Female_Total_Population.missing|Worcester_Massachusetts_UnitedStates.MaleAndFemale_Under18_Population.data|Worcester_Massachusetts_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-11|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2021-12-12|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2021-12-13|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2021-12-14|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2021-12-15|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2021-12-16|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2021-12-17|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2021-12-18|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2021-12-19|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2021-12-20|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2021-12-21|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2021-12-22|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2021-12-23|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2021-12-24|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2021-12-25|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2021-12-26|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2021-12-27|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2021-12-28|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2021-12-29|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2021-12-30|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2021-12-31|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2022-01-01|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2022-01-02|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2022-01-03|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2022-01-04|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2022-01-05|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2022-01-06|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2022-01-07|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2022-01-08|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2022-01-09|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2022-01-10|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2022-01-11|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2022-01-12|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2022-01-13|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2022-01-14|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2022-01-15|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2022-01-16|129978.0|0|409671.0|0|421168.0|0|174732.0|0
0|2022-01-17|129978.0|0|409671.0|0|421168.0|0|174732.0|0
