|dates|Rush_Kansas_UnitedStates.JHU_ConfirmedCases.data|Rush_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Rush_Kansas_UnitedStates.NYT_ConfirmedCases.data|Rush_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Rush_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Rush_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Rush_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Rush_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-11|527.0|0|527.0|0|16.0|0|0.0|100
0|2021-11-12|534.0|0|534.0|0|16.0|0|0.0|100
0|2021-11-13|534.0|0|534.0|0|16.0|0|0.0|100
0|2021-11-14|534.0|0|534.0|0|16.0|0|0.0|100
0|2021-11-15|539.0|0|539.0|0|16.0|0|0.0|100
0|2021-11-16|539.0|0|539.0|0|16.0|0|0.0|100
0|2021-11-17|543.0|0|543.0|0|16.0|0|0.0|100
0|2021-11-18|543.0|0|543.0|0|16.0|0|0.0|100
0|2021-11-19|547.0|0|547.0|0|16.0|0|0.0|100
0|2021-11-20|547.0|0|547.0|0|16.0|0|0.0|100
0|2021-11-21|547.0|0|547.0|0|16.0|0|0.0|100
0|2021-11-22|549.0|0|549.0|0|16.0|0|0.0|100
0|2021-11-23|549.0|0|549.0|0|16.0|0|0.0|100
0|2021-11-24|549.0|0|555.0|0|16.0|0|0.0|100
0|2021-11-25|555.0|0|555.0|0|16.0|0|0.0|100
0|2021-11-26|555.0|0|555.0|0|16.0|0|0.0|100
0|2021-11-27|555.0|0|555.0|0|16.0|0|0.0|100
0|2021-11-28|555.0|0|555.0|0|16.0|0|0.0|100
0|2021-11-29|556.0|0|556.0|0|16.0|0|0.0|100
0|2021-11-30|556.0|0|556.0|0|16.0|0|0.0|100
0|2021-12-01|562.0|0|562.0|0|16.0|0|0.0|100
0|2021-12-02|562.0|0|562.0|0|16.0|0|0.0|100
0|2021-12-03|562.0|0|565.0|0|16.0|0|0.0|100
0|2021-12-04|565.0|0|565.0|0|16.0|0|0.0|100
0|2021-12-05|565.0|0|565.0|0|16.0|0|0.0|100
0|2021-12-06|566.0|0|566.0|0|16.0|0|0.0|100
0|2021-12-07|566.0|0|566.0|0|16.0|0|0.0|100
0|2021-12-08|573.0|0|573.0|0|16.0|0|0.0|100
0|2021-12-09|573.0|0|573.0|0|16.0|0|0.0|100
0|2021-12-10|575.0|0|575.0|0|16.0|0|0.0|100
0|2021-12-11|575.0|0|575.0|0|16.0|0|0.0|100
0|2021-12-12|575.0|0|575.0|0|16.0|0|0.0|100
0|2021-12-13|577.0|0|577.0|0|16.0|0|0.0|100
0|2021-12-14|577.0|0|577.0|0|16.0|0|0.0|100
0|2021-12-15|582.0|0|582.0|0|16.0|0|0.0|100
0|2021-12-16|582.0|0|582.0|0|16.0|0|0.0|100
0|2021-12-17|586.0|0|586.0|0|16.0|0|0.0|100
0|2021-12-18|586.0|0|586.0|0|16.0|0|0.0|100
0|2021-12-19|586.0|0|586.0|0|16.0|0|0.0|100
0|2021-12-20|589.0|0|589.0|0|16.0|0|0.0|100
0|2021-12-21|589.0|0|589.0|0|16.0|0|0.0|100
0|2021-12-22|594.0|0|594.0|0|16.0|0|0.0|100
0|2021-12-23|594.0|0|594.0|0|16.0|0|0.0|100
0|2021-12-24|594.0|0|594.0|0|16.0|0|0.0|100
0|2021-12-25|594.0|0|594.0|0|16.0|0|0.0|100
0|2021-12-26|594.0|0|594.0|0|16.0|0|0.0|100
0|2021-12-27|601.0|0|601.0|0|16.0|0|0.0|100
0|2021-12-28|601.0|0|601.0|0|16.0|0|0.0|100
0|2021-12-29|608.0|0|608.0|0|16.0|0|0.0|100
0|2021-12-30|608.0|0|608.0|0|16.0|0|0.0|100
0|2021-12-31|608.0|0|608.0|0|16.0|0|0.0|100
0|2022-01-01|608.0|0|608.0|0|16.0|0|0.0|100
0|2022-01-02|608.0|0|608.0|0|16.0|0|0.0|100
0|2022-01-03|612.0|0|612.0|0|16.0|0|0.0|100
0|2022-01-04|612.0|0|612.0|0|16.0|0|0.0|100
0|2022-01-05|619.0|0|619.0|0|16.0|0|0.0|100
0|2022-01-06|619.0|0|619.0|0|16.0|0|0.0|100
0|2022-01-07|632.0|0|632.0|0|16.0|0|0.0|100
0|2022-01-08|632.0|0|632.0|0|16.0|0|0.0|100
0|2022-01-09|632.0|0|632.0|0|16.0|0|0.0|100
0|2022-01-10|639.0|0|639.0|0|16.0|0|0.0|100
0|2022-01-11|639.0|0|639.0|0|16.0|0|0.0|100
0|2022-01-12|639.0|0|646.0|0|16.0|0|0.0|100
0|2022-01-13|639.0|0|653.0|0|16.0|0|0.0|100
0|2022-01-14|672.0|0|672.0|0|16.0|0|0.0|100
0|2022-01-15|672.0|0|672.0|0|16.0|0|0.0|100
0|2022-01-16|672.0|0|672.0|0|16.0|0|0.0|100
0|2022-01-17|672.0|0|0.0|100|16.0|0|0.0|100
