|dates|Armstrong_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Armstrong_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Armstrong_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Armstrong_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Armstrong_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Armstrong_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Armstrong_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Armstrong_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-30|11826.0|0|11826.0|0|274.0|0|0.0|100
0|2021-12-31|11890.0|0|11890.0|0|275.0|0|0.0|100
0|2022-01-01|11982.0|0|11982.0|0|275.0|0|0.0|100
0|2022-01-02|12037.0|0|12037.0|0|275.0|0|0.0|100
0|2022-01-03|12097.0|0|12097.0|0|276.0|0|0.0|100
0|2022-01-04|12171.0|0|12171.0|0|276.0|0|0.0|100
0|2022-01-05|12293.0|0|12293.0|0|277.0|0|0.0|100
0|2022-01-06|12374.0|0|12374.0|0|280.0|0|0.0|100
0|2022-01-07|12498.0|0|12498.0|0|281.0|0|0.0|100
0|2022-01-08|12624.0|0|12624.0|0|281.0|0|0.0|100
0|2022-01-09|12734.0|0|12734.0|0|281.0|0|0.0|100
0|2022-01-10|12788.0|0|12788.0|0|281.0|0|0.0|100
0|2022-01-11|12865.0|0|12865.0|0|285.0|0|0.0|100
0|2022-01-12|12995.0|0|12995.0|0|287.0|0|0.0|100
0|2022-01-13|12995.0|0|13119.0|0|287.0|0|0.0|100
0|2022-01-14|13270.0|0|13270.0|0|289.0|0|0.0|100
0|2022-01-15|13415.0|0|13415.0|0|290.0|0|0.0|100
0|2022-01-16|13574.0|0|13574.0|0|290.0|0|0.0|100
0|2022-01-17|13636.0|0|0.0|100|290.0|0|0.0|100
