|dates|Accomack_Virginia_UnitedStates.JHU_ConfirmedCases.data|Accomack_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Accomack_Virginia_UnitedStates.NYT_ConfirmedCases.data|Accomack_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Accomack_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Accomack_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Accomack_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Accomack_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-30|4507.0|0|4507.0|0|83.0|0|0.0|100
0|2021-12-31|4545.0|0|4545.0|0|83.0|0|0.0|100
0|2022-01-01|4545.0|0|4545.0|0|83.0|0|0.0|100
0|2022-01-02|4545.0|0|4545.0|0|83.0|0|0.0|100
0|2022-01-03|4678.0|0|4678.0|0|83.0|0|0.0|100
0|2022-01-04|4723.0|0|4723.0|0|83.0|0|0.0|100
0|2022-01-05|4743.0|0|4743.0|0|84.0|0|0.0|100
0|2022-01-06|4840.0|0|4840.0|0|84.0|0|0.0|100
0|2022-01-07|4927.0|0|4927.0|0|84.0|0|0.0|100
0|2022-01-08|4927.0|0|4927.0|0|84.0|0|0.0|100
0|2022-01-09|4927.0|0|4927.0|0|84.0|0|0.0|100
0|2022-01-10|5205.0|0|5205.0|0|84.0|0|0.0|100
0|2022-01-11|5271.0|0|5271.0|0|84.0|0|0.0|100
0|2022-01-12|5403.0|0|5403.0|0|84.0|0|0.0|100
0|2022-01-13|5403.0|0|5532.0|0|84.0|0|0.0|100
0|2022-01-14|5625.0|0|5625.0|0|85.0|0|0.0|100
0|2022-01-15|5625.0|0|5625.0|0|85.0|0|0.0|100
0|2022-01-16|5625.0|0|5625.0|0|85.0|0|0.0|100
0|2022-01-17|5990.0|0|0.0|100|85.0|0|0.0|100
