|dates|Franklin_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Franklin_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Franklin_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Franklin_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Franklin_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-30|10317.0|0|10317.0|0|64.0|0|0.0|100
0|2021-12-01|10338.0|0|10338.0|0|64.0|0|0.0|100
0|2021-12-02|10356.0|0|10356.0|0|64.0|0|0.0|100
0|2021-12-03|10373.0|0|10373.0|0|64.0|0|0.0|100
0|2021-12-04|10373.0|0|10373.0|0|64.0|0|0.0|100
0|2021-12-05|10373.0|0|10373.0|0|64.0|0|0.0|100
0|2021-12-06|10436.0|0|10436.0|0|64.0|0|0.0|100
0|2021-12-07|10453.0|0|10453.0|0|64.0|0|0.0|100
0|2021-12-08|10466.0|0|10466.0|0|64.0|0|0.0|100
0|2021-12-09|10509.0|0|10509.0|0|64.0|0|0.0|100
0|2021-12-10|10541.0|0|10541.0|0|64.0|0|0.0|100
0|2021-12-11|10541.0|0|10541.0|0|64.0|0|0.0|100
0|2021-12-12|10541.0|0|10541.0|0|64.0|0|0.0|100
0|2021-12-13|10605.0|0|10605.0|0|64.0|0|0.0|100
0|2021-12-14|10605.0|0|10616.0|0|64.0|0|0.0|100
0|2021-12-15|10645.0|0|10645.0|0|64.0|0|0.0|100
0|2021-12-16|10681.0|0|10681.0|0|64.0|0|0.0|100
0|2021-12-17|10704.0|0|10704.0|0|64.0|0|0.0|100
0|2021-12-18|10704.0|0|10704.0|0|64.0|0|0.0|100
0|2021-12-19|10704.0|0|10704.0|0|64.0|0|0.0|100
0|2021-12-20|10761.0|0|10761.0|0|64.0|0|0.0|100
0|2021-12-21|10773.0|0|10773.0|0|64.0|0|0.0|100
0|2021-12-22|10797.0|0|10797.0|0|64.0|0|0.0|100
0|2021-12-23|10797.0|0|10797.0|0|64.0|0|0.0|100
0|2021-12-24|10797.0|0|10797.0|0|64.0|0|0.0|100
0|2021-12-25|10797.0|0|10797.0|0|64.0|0|0.0|100
0|2021-12-26|10797.0|0|10797.0|0|64.0|0|0.0|100
0|2021-12-27|10797.0|0|10797.0|0|64.0|0|0.0|100
0|2021-12-28|10997.0|0|10997.0|0|64.0|0|0.0|100
0|2021-12-29|11105.0|0|11105.0|0|64.0|0|0.0|100
0|2021-12-30|11280.0|0|11280.0|0|64.0|0|0.0|100
0|2021-12-31|11280.0|0|11489.0|0|64.0|0|0.0|100
0|2022-01-01|11280.0|0|11489.0|0|64.0|0|0.0|100
0|2022-01-02|11280.0|0|11489.0|0|64.0|0|0.0|100
0|2022-01-03|11853.0|0|11853.0|0|64.0|0|0.0|100
0|2022-01-04|11930.0|0|11930.0|0|64.0|0|0.0|100
0|2022-01-05|12156.0|0|12156.0|0|64.0|0|0.0|100
0|2022-01-06|12382.0|0|12382.0|0|64.0|0|0.0|100
0|2022-01-07|12613.0|0|12613.0|0|64.0|0|0.0|100
0|2022-01-08|12613.0|0|12613.0|0|64.0|0|0.0|100
0|2022-01-09|12613.0|0|12613.0|0|64.0|0|0.0|100
0|2022-01-10|13452.0|0|13452.0|0|64.0|0|0.0|100
0|2022-01-11|13631.0|0|13631.0|0|64.0|0|0.0|100
0|2022-01-12|13839.0|0|13839.0|0|64.0|0|0.0|100
0|2022-01-13|13839.0|0|14114.0|0|64.0|0|0.0|100
0|2022-01-14|14493.0|0|14493.0|0|64.0|0|0.0|100
0|2022-01-15|14493.0|0|14493.0|0|64.0|0|0.0|100
0|2022-01-16|14493.0|0|14493.0|0|64.0|0|0.0|100
0|2022-01-17|14493.0|0|0.0|100|64.0|0|0.0|100
