|dates|Maui_Hawaii_UnitedStates.JHU_ConfirmedCases.data|Maui_Hawaii_UnitedStates.JHU_ConfirmedCases.missing|Maui_Hawaii_UnitedStates.NYT_ConfirmedCases.data|Maui_Hawaii_UnitedStates.NYT_ConfirmedCases.missing|Maui_Hawaii_UnitedStates.JHU_ConfirmedDeaths.data|Maui_Hawaii_UnitedStates.JHU_ConfirmedDeaths.missing|Maui_Hawaii_UnitedStates.JHU_ConfirmedRecoveries.data|Maui_Hawaii_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-25|10251.0|0|10295.0|0|99.0|0|0.0|100
0|2021-11-26|10308.0|0|10307.0|0|99.0|0|0.0|100
0|2021-11-27|10330.0|0|10329.0|0|99.0|0|0.0|100
0|2021-11-28|10340.0|0|10339.0|0|99.0|0|0.0|100
0|2021-11-29|10361.0|0|10360.0|0|99.0|0|0.0|100
0|2021-11-30|10372.0|0|10371.0|0|99.0|0|0.0|100
0|2021-12-01|10397.0|0|10396.0|0|102.0|0|0.0|100
0|2021-12-02|10397.0|0|10413.0|0|102.0|0|0.0|100
0|2021-12-03|10429.0|0|10428.0|0|102.0|0|0.0|100
0|2021-12-04|10450.0|0|10449.0|0|102.0|0|0.0|100
0|2021-12-05|10468.0|0|10467.0|0|102.0|0|0.0|100
0|2021-12-06|10481.0|0|10480.0|0|102.0|0|0.0|100
0|2021-12-07|10484.0|0|10483.0|0|102.0|0|0.0|100
0|2021-12-08|10492.0|0|10491.0|0|102.0|0|0.0|100
0|2021-12-09|10513.0|0|10512.0|0|102.0|0|0.0|100
0|2021-12-10|10537.0|0|10536.0|0|102.0|0|0.0|100
0|2021-12-11|10561.0|0|10560.0|0|102.0|0|0.0|100
0|2021-12-12|10578.0|0|10577.0|0|102.0|0|0.0|100
0|2021-12-13|10581.0|0|10580.0|0|102.0|0|0.0|100
0|2021-12-14|10581.0|0|10589.0|0|102.0|0|0.0|100
0|2021-12-15|10620.0|0|10619.0|0|103.0|0|0.0|100
0|2021-12-16|10647.0|0|10646.0|0|103.0|0|0.0|100
0|2021-12-17|10670.0|0|10669.0|0|103.0|0|0.0|100
0|2021-12-18|10702.0|0|10701.0|0|103.0|0|0.0|100
0|2021-12-19|10740.0|0|10739.0|0|104.0|0|0.0|100
0|2021-12-20|10786.0|0|10785.0|0|104.0|0|0.0|100
0|2021-12-21|10812.0|0|10811.0|0|104.0|0|0.0|100
0|2021-12-22|10873.0|0|10872.0|0|105.0|0|0.0|100
0|2021-12-23|10974.0|0|10973.0|0|105.0|0|0.0|100
0|2021-12-24|11077.0|0|11076.0|0|105.0|0|0.0|100
0|2021-12-25|11218.0|0|11217.0|0|105.0|0|0.0|100
0|2021-12-26|11218.0|0|11367.0|0|105.0|0|0.0|100
0|2021-12-27|11368.0|0|11440.0|0|105.0|0|0.0|100
0|2021-12-28|11573.0|0|11572.0|0|105.0|0|0.0|100
0|2021-12-29|11721.0|0|11720.0|0|105.0|0|0.0|100
0|2021-12-30|12077.0|0|12076.0|0|105.0|0|0.0|100
0|2021-12-31|12406.0|0|12405.0|0|106.0|0|0.0|100
0|2022-01-01|12756.0|0|12755.0|0|107.0|0|0.0|100
0|2022-01-02|13011.0|0|13010.0|0|107.0|0|0.0|100
0|2022-01-03|13292.0|0|13291.0|0|107.0|0|0.0|100
0|2022-01-04|13399.0|0|13398.0|0|107.0|0|0.0|100
0|2022-01-05|13753.0|0|13752.0|0|107.0|0|0.0|100
0|2022-01-06|14487.0|0|14486.0|0|107.0|0|0.0|100
0|2022-01-07|15097.0|0|15096.0|0|107.0|0|0.0|100
0|2022-01-08|15678.0|0|15677.0|0|107.0|0|0.0|100
0|2022-01-09|16385.0|0|16384.0|0|107.0|0|0.0|100
0|2022-01-10|16969.0|0|16968.0|0|107.0|0|0.0|100
0|2022-01-11|17493.0|0|17492.0|0|107.0|0|0.0|100
0|2022-01-12|17893.0|0|17892.0|0|107.0|0|0.0|100
0|2022-01-13|17893.0|0|18437.0|0|107.0|0|0.0|100
0|2022-01-14|18774.0|0|18773.0|0|108.0|0|0.0|100
0|2022-01-15|19730.0|0|19729.0|0|108.0|0|0.0|100
0|2022-01-16|19730.0|0|20485.0|0|108.0|0|0.0|100
0|2022-01-17|21009.0|0|0.0|100|108.0|0|0.0|100
