|dates|Richmond_Virginia_UnitedStates.JHU_ConfirmedCases.data|Richmond_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Richmond_Virginia_UnitedStates.NYT_ConfirmedCases.data|Richmond_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Richmond_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Richmond_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Richmond_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Richmond_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-02|1708.0|0|1708.0|0|16.0|0|0.0|100
0|2021-12-03|1712.0|0|1712.0|0|16.0|0|0.0|100
0|2021-12-04|1712.0|0|1712.0|0|16.0|0|0.0|100
0|2021-12-05|1712.0|0|1712.0|0|16.0|0|0.0|100
0|2021-12-06|1719.0|0|1719.0|0|16.0|0|0.0|100
0|2021-12-07|1723.0|0|1723.0|0|16.0|0|0.0|100
0|2021-12-08|1726.0|0|1726.0|0|16.0|0|0.0|100
0|2021-12-09|1736.0|0|1736.0|0|16.0|0|0.0|100
0|2021-12-10|1746.0|0|1746.0|0|16.0|0|0.0|100
0|2021-12-11|1746.0|0|1746.0|0|16.0|0|0.0|100
0|2021-12-12|1746.0|0|1746.0|0|16.0|0|0.0|100
0|2021-12-13|1752.0|0|1752.0|0|16.0|0|0.0|100
0|2021-12-14|1752.0|0|1753.0|0|16.0|0|0.0|100
0|2021-12-15|1752.0|0|1752.0|0|16.0|0|0.0|100
0|2021-12-16|1752.0|0|1756.0|0|16.0|0|0.0|100
0|2021-12-17|1760.0|0|1760.0|0|16.0|0|0.0|100
0|2021-12-18|1760.0|0|1760.0|0|16.0|0|0.0|100
0|2021-12-19|1760.0|0|1760.0|0|16.0|0|0.0|100
0|2021-12-20|1763.0|0|1763.0|0|16.0|0|0.0|100
0|2021-12-21|1770.0|0|1770.0|0|16.0|0|0.0|100
0|2021-12-22|1760.0|0|1760.0|0|16.0|0|0.0|100
0|2021-12-23|1769.0|0|1769.0|0|16.0|0|0.0|100
0|2021-12-24|1772.0|0|1772.0|0|16.0|0|0.0|100
0|2021-12-25|1772.0|0|1772.0|0|16.0|0|0.0|100
0|2021-12-26|1772.0|0|1772.0|0|16.0|0|0.0|100
0|2021-12-27|1793.0|0|1793.0|0|16.0|0|0.0|100
0|2021-12-28|1797.0|0|1797.0|0|17.0|0|0.0|100
0|2021-12-29|1804.0|0|1804.0|0|17.0|0|0.0|100
0|2021-12-30|1822.0|0|1822.0|0|17.0|0|0.0|100
0|2021-12-31|1833.0|0|1833.0|0|17.0|0|0.0|100
0|2022-01-01|1833.0|0|1833.0|0|17.0|0|0.0|100
0|2022-01-02|1833.0|0|1833.0|0|17.0|0|0.0|100
0|2022-01-03|1869.0|0|1869.0|0|17.0|0|0.0|100
0|2022-01-04|1887.0|0|1887.0|0|17.0|0|0.0|100
0|2022-01-05|1906.0|0|1906.0|0|17.0|0|0.0|100
0|2022-01-06|1921.0|0|1921.0|0|17.0|0|0.0|100
0|2022-01-07|1943.0|0|1943.0|0|17.0|0|0.0|100
0|2022-01-08|1943.0|0|1943.0|0|17.0|0|0.0|100
0|2022-01-09|1943.0|0|1943.0|0|17.0|0|0.0|100
0|2022-01-10|2092.0|0|2092.0|0|17.0|0|0.0|100
0|2022-01-11|2106.0|0|2106.0|0|17.0|0|0.0|100
0|2022-01-12|2124.0|0|2124.0|0|17.0|0|0.0|100
0|2022-01-13|2124.0|0|2138.0|0|17.0|0|0.0|100
0|2022-01-14|2185.0|0|2185.0|0|17.0|0|0.0|100
0|2022-01-15|2185.0|0|2185.0|0|17.0|0|0.0|100
0|2022-01-16|2185.0|0|2185.0|0|17.0|0|0.0|100
0|2022-01-17|2245.0|0|0.0|100|17.0|0|0.0|100
