|dates|Trumbull_Ohio_UnitedStates.JHU_ConfirmedCases.data|Trumbull_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Trumbull_Ohio_UnitedStates.NYT_ConfirmedCases.data|Trumbull_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Trumbull_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Trumbull_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Trumbull_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Trumbull_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-17|29247.0|0|29247.0|0|661.0|0|0.0|100
0|2021-12-18|29357.0|0|29357.0|0|661.0|0|0.0|100
0|2021-12-19|29446.0|0|29446.0|0|661.0|0|0.0|100
0|2021-12-20|29628.0|0|29628.0|0|661.0|0|0.0|100
0|2021-12-21|29810.0|0|29810.0|0|662.0|0|0.0|100
0|2021-12-22|29928.0|0|29928.0|0|662.0|0|0.0|100
0|2021-12-23|30163.0|0|30163.0|0|662.0|0|0.0|100
0|2021-12-24|30343.0|0|30343.0|0|662.0|0|0.0|100
0|2021-12-25|30343.0|0|30343.0|0|662.0|0|0.0|100
0|2021-12-26|30733.0|0|30733.0|0|662.0|0|0.0|100
0|2021-12-27|30864.0|0|30864.0|0|662.0|0|0.0|100
0|2021-12-28|31111.0|0|31111.0|0|662.0|0|0.0|100
0|2021-12-29|31362.0|0|31362.0|0|662.0|0|0.0|100
0|2021-12-30|31696.0|0|31696.0|0|662.0|0|0.0|100
0|2021-12-31|32074.0|0|32074.0|0|705.0|0|0.0|100
0|2022-01-01|32074.0|0|32074.0|0|705.0|0|0.0|100
0|2022-01-02|32836.0|0|32836.0|0|705.0|0|0.0|100
0|2022-01-03|33159.0|0|33159.0|0|705.0|0|0.0|100
0|2022-01-04|33530.0|0|33530.0|0|705.0|0|0.0|100
0|2022-01-05|33822.0|0|33822.0|0|705.0|0|0.0|100
0|2022-01-06|34109.0|0|34109.0|0|705.0|0|0.0|100
0|2022-01-07|34443.0|0|34443.0|0|710.0|0|0.0|100
0|2022-01-08|34645.0|0|34645.0|0|710.0|0|0.0|100
0|2022-01-09|34987.0|0|34987.0|0|710.0|0|0.0|100
0|2022-01-10|35311.0|0|35311.0|0|710.0|0|0.0|100
0|2022-01-11|35657.0|0|35657.0|0|736.0|0|0.0|100
0|2022-01-12|35997.0|0|35997.0|0|736.0|0|0.0|100
0|2022-01-13|35997.0|0|36296.0|0|736.0|0|0.0|100
0|2022-01-14|36959.0|0|36959.0|0|748.0|0|0.0|100
0|2022-01-15|37996.0|0|37996.0|0|748.0|0|0.0|100
0|2022-01-16|38385.0|0|38385.0|0|748.0|0|0.0|100
0|2022-01-17|38576.0|0|0.0|100|748.0|0|0.0|100
