|dates|Sarpy_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Sarpy_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Sarpy_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Sarpy_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Sarpy_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Sarpy_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Sarpy_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Sarpy_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-15|29609.0|0|29609.0|0|131.0|0|0.0|100
0|2021-11-16|29694.0|0|29694.0|0|131.0|0|0.0|100
0|2021-11-17|29780.0|0|29780.0|0|131.0|0|0.0|100
0|2021-11-18|29894.0|0|29894.0|0|131.0|0|0.0|100
0|2021-11-19|30021.0|0|30021.0|0|131.0|0|0.0|100
0|2021-11-20|30021.0|0|30021.0|0|131.0|0|0.0|100
0|2021-11-21|30021.0|0|30021.0|0|131.0|0|0.0|100
0|2021-11-22|30213.0|0|30213.0|0|131.0|0|0.0|100
0|2021-11-23|30343.0|0|30343.0|0|131.0|0|0.0|100
0|2021-11-24|30447.0|0|30447.0|0|131.0|0|0.0|100
0|2021-11-25|30447.0|0|30447.0|0|131.0|0|0.0|100
0|2021-11-26|30447.0|0|30447.0|0|131.0|0|0.0|100
0|2021-11-27|30447.0|0|30447.0|0|131.0|0|0.0|100
0|2021-11-28|30447.0|0|30447.0|0|131.0|0|0.0|100
0|2021-11-29|30754.0|0|30754.0|0|131.0|0|0.0|100
0|2021-11-30|30968.0|0|30968.0|0|131.0|0|0.0|100
0|2021-12-01|31113.0|0|31113.0|0|131.0|0|0.0|100
0|2021-12-02|31244.0|0|31244.0|0|131.0|0|0.0|100
0|2021-12-03|31411.0|0|31411.0|0|131.0|0|0.0|100
0|2021-12-04|31411.0|0|31411.0|0|131.0|0|0.0|100
0|2021-12-05|31411.0|0|31411.0|0|131.0|0|0.0|100
0|2021-12-06|31628.0|0|31628.0|0|131.0|0|0.0|100
0|2021-12-07|31769.0|0|31769.0|0|131.0|0|0.0|100
0|2021-12-08|31890.0|0|31890.0|0|131.0|0|0.0|100
0|2021-12-09|32050.0|0|32050.0|0|131.0|0|0.0|100
0|2021-12-10|32142.0|0|32142.0|0|131.0|0|0.0|100
0|2021-12-11|32142.0|0|32142.0|0|131.0|0|0.0|100
0|2021-12-12|32142.0|0|32142.0|0|131.0|0|0.0|100
0|2021-12-13|32326.0|0|32326.0|0|131.0|0|0.0|100
0|2021-12-14|32326.0|0|32459.0|0|131.0|0|0.0|100
0|2021-12-15|32554.0|0|32554.0|0|131.0|0|0.0|100
0|2021-12-16|32651.0|0|32651.0|0|131.0|0|0.0|100
0|2021-12-17|32736.0|0|32736.0|0|131.0|0|0.0|100
0|2021-12-18|32736.0|0|32736.0|0|131.0|0|0.0|100
0|2021-12-19|32736.0|0|32736.0|0|131.0|0|0.0|100
0|2021-12-20|32903.0|0|32903.0|0|131.0|0|0.0|100
0|2021-12-21|33006.0|0|33006.0|0|131.0|0|0.0|100
0|2021-12-22|33168.0|0|33168.0|0|131.0|0|0.0|100
0|2021-12-23|33275.0|0|33275.0|0|131.0|0|0.0|100
0|2021-12-24|33275.0|0|33275.0|0|131.0|0|0.0|100
0|2021-12-25|33275.0|0|33275.0|0|131.0|0|0.0|100
0|2021-12-26|33275.0|0|33275.0|0|131.0|0|0.0|100
0|2021-12-27|33275.0|0|33275.0|0|131.0|0|0.0|100
0|2021-12-28|33680.0|0|33680.0|0|131.0|0|0.0|100
0|2021-12-29|33911.0|0|33911.0|0|131.0|0|0.0|100
0|2021-12-30|34180.0|0|34180.0|0|131.0|0|0.0|100
0|2021-12-31|34180.0|0|34180.0|0|131.0|0|0.0|100
0|2022-01-01|34180.0|0|34180.0|0|131.0|0|0.0|100
0|2022-01-02|34180.0|0|34453.0|0|131.0|0|0.0|100
0|2022-01-03|35036.0|0|35036.0|0|131.0|0|0.0|100
0|2022-01-04|35343.0|0|35343.0|0|131.0|0|0.0|100
0|2022-01-05|35595.0|0|35595.0|0|131.0|0|0.0|100
0|2022-01-06|36063.0|0|36063.0|0|131.0|0|0.0|100
0|2022-01-07|36449.0|0|36449.0|0|131.0|0|0.0|100
0|2022-01-08|36449.0|0|36449.0|0|131.0|0|0.0|100
0|2022-01-09|36449.0|0|36934.0|0|131.0|0|0.0|100
0|2022-01-10|37524.0|0|37524.0|0|131.0|0|0.0|100
0|2022-01-11|38070.0|0|38070.0|0|131.0|0|0.0|100
0|2022-01-12|38498.0|0|38498.0|0|131.0|0|0.0|100
0|2022-01-13|38498.0|0|39178.0|0|131.0|0|0.0|100
0|2022-01-14|40002.0|0|40002.0|0|131.0|0|0.0|100
0|2022-01-15|40002.0|0|40002.0|0|131.0|0|0.0|100
0|2022-01-16|40002.0|0|40002.0|0|131.0|0|0.0|100
0|2022-01-17|41053.0|0|0.0|100|131.0|0|0.0|100
