|dates|McMinn_Tennessee_UnitedStates.JHU_ConfirmedCases.data|McMinn_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|McMinn_Tennessee_UnitedStates.NYT_ConfirmedCases.data|McMinn_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|McMinn_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|McMinn_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|McMinn_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|McMinn_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-08|11345.0|0|11345.0|0|198.0|0|0.0|100
0|2022-01-09|11345.0|0|11345.0|0|198.0|0|0.0|100
0|2022-01-10|11345.0|0|11345.0|0|198.0|0|0.0|100
0|2022-01-11|11345.0|0|11345.0|0|198.0|0|0.0|100
0|2022-01-12|11726.0|0|11726.0|0|198.0|0|0.0|100
0|2022-01-13|11726.0|0|11726.0|0|198.0|0|0.0|100
0|2022-01-14|11726.0|0|11726.0|0|198.0|0|0.0|100
0|2022-01-15|11726.0|0|11726.0|0|198.0|0|0.0|100
0|2022-01-16|11726.0|0|11726.0|0|198.0|0|0.0|100
0|2022-01-17|11726.0|0|0.0|100|198.0|0|0.0|100
