|dates|Union_SouthCarolina_UnitedStates.BLS_EmployedPopulation.data|Union_SouthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Union_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Union_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Union_SouthCarolina_UnitedStates.BLS_UnemploymentRate.data|Union_SouthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Union_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Union_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-16|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-11-17|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-11-18|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-11-19|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-11-20|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-11-21|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-11-22|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-11-23|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-11-24|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-11-25|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-11-26|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-11-27|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-11-28|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-11-29|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-11-30|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-12-01|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-12-02|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-12-03|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-12-04|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-12-05|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-12-06|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-12-07|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-12-08|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-12-09|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-12-10|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-12-11|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-12-12|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-12-13|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-12-14|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-12-15|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-12-16|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-12-17|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-12-18|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-12-19|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-12-20|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-12-21|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-12-22|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-12-23|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-12-24|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-12-25|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-12-26|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-12-27|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-12-28|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-12-29|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-12-30|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2021-12-31|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2022-01-01|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2022-01-02|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2022-01-03|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2022-01-04|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2022-01-05|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2022-01-06|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2022-01-07|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2022-01-08|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2022-01-09|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2022-01-10|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2022-01-11|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2022-01-12|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2022-01-13|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2022-01-14|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2022-01-15|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2022-01-16|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
0|2022-01-17|11302.0|0|703.0|0|5.8558933777592665|0|12005.0|0
