|dates|Perkins_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Perkins_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Perkins_Nebraska_UnitedStates.Male_Total_Population.data|Perkins_Nebraska_UnitedStates.Male_Total_Population.missing|Perkins_Nebraska_UnitedStates.Female_Total_Population.data|Perkins_Nebraska_UnitedStates.Female_Total_Population.missing|Perkins_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Perkins_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-19|687.0|0|1492.0|0|1437.0|0|733.0|0
0|2021-12-20|687.0|0|1492.0|0|1437.0|0|733.0|0
0|2021-12-21|687.0|0|1492.0|0|1437.0|0|733.0|0
0|2021-12-22|687.0|0|1492.0|0|1437.0|0|733.0|0
0|2021-12-23|687.0|0|1492.0|0|1437.0|0|733.0|0
0|2021-12-24|687.0|0|1492.0|0|1437.0|0|733.0|0
0|2021-12-25|687.0|0|1492.0|0|1437.0|0|733.0|0
0|2021-12-26|687.0|0|1492.0|0|1437.0|0|733.0|0
0|2021-12-27|687.0|0|1492.0|0|1437.0|0|733.0|0
0|2021-12-28|687.0|0|1492.0|0|1437.0|0|733.0|0
0|2021-12-29|687.0|0|1492.0|0|1437.0|0|733.0|0
0|2021-12-30|687.0|0|1492.0|0|1437.0|0|733.0|0
0|2021-12-31|687.0|0|1492.0|0|1437.0|0|733.0|0
0|2022-01-01|687.0|0|1492.0|0|1437.0|0|733.0|0
0|2022-01-02|687.0|0|1492.0|0|1437.0|0|733.0|0
0|2022-01-03|687.0|0|1492.0|0|1437.0|0|733.0|0
0|2022-01-04|687.0|0|1492.0|0|1437.0|0|733.0|0
0|2022-01-05|687.0|0|1492.0|0|1437.0|0|733.0|0
0|2022-01-06|687.0|0|1492.0|0|1437.0|0|733.0|0
0|2022-01-07|687.0|0|1492.0|0|1437.0|0|733.0|0
0|2022-01-08|687.0|0|1492.0|0|1437.0|0|733.0|0
0|2022-01-09|687.0|0|1492.0|0|1437.0|0|733.0|0
0|2022-01-10|687.0|0|1492.0|0|1437.0|0|733.0|0
0|2022-01-11|687.0|0|1492.0|0|1437.0|0|733.0|0
0|2022-01-12|687.0|0|1492.0|0|1437.0|0|733.0|0
0|2022-01-13|687.0|0|1492.0|0|1437.0|0|733.0|0
0|2022-01-14|687.0|0|1492.0|0|1437.0|0|733.0|0
0|2022-01-15|687.0|0|1492.0|0|1437.0|0|733.0|0
0|2022-01-16|687.0|0|1492.0|0|1437.0|0|733.0|0
0|2022-01-17|687.0|0|1492.0|0|1437.0|0|733.0|0
