|dates|Halifax_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Halifax_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Halifax_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Halifax_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Halifax_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Halifax_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Halifax_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Halifax_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-22|8034.0|0|8034.0|0|144.0|0|0.0|100
0|2021-11-23|8036.0|0|8036.0|0|144.0|0|0.0|100
0|2021-11-24|8039.0|0|8039.0|0|144.0|0|0.0|100
0|2021-11-25|8039.0|0|8039.0|0|144.0|0|0.0|100
0|2021-11-26|8039.0|0|8039.0|0|144.0|0|0.0|100
0|2021-11-27|8039.0|0|8039.0|0|144.0|0|0.0|100
0|2021-11-28|8039.0|0|8039.0|0|144.0|0|0.0|100
0|2021-11-29|8056.0|0|8056.0|0|144.0|0|0.0|100
0|2021-11-30|8057.0|0|8057.0|0|144.0|0|0.0|100
0|2021-12-01|8061.0|0|8061.0|0|144.0|0|0.0|100
0|2021-12-02|8069.0|0|8069.0|0|144.0|0|0.0|100
0|2021-12-03|8073.0|0|8073.0|0|144.0|0|0.0|100
0|2021-12-04|8073.0|0|8073.0|0|144.0|0|0.0|100
0|2021-12-05|8073.0|0|8073.0|0|144.0|0|0.0|100
0|2021-12-06|8091.0|0|8091.0|0|144.0|0|0.0|100
0|2021-12-07|8093.0|0|8093.0|0|144.0|0|0.0|100
0|2021-12-08|8100.0|0|8100.0|0|144.0|0|0.0|100
0|2021-12-09|8107.0|0|8107.0|0|144.0|0|0.0|100
0|2021-12-10|8112.0|0|8112.0|0|144.0|0|0.0|100
0|2021-12-11|8112.0|0|8112.0|0|144.0|0|0.0|100
0|2021-12-12|8112.0|0|8112.0|0|144.0|0|0.0|100
0|2021-12-13|8133.0|0|8133.0|0|145.0|0|0.0|100
0|2021-12-14|8133.0|0|8134.0|0|145.0|0|0.0|100
0|2021-12-15|8151.0|0|8151.0|0|145.0|0|0.0|100
0|2021-12-16|8161.0|0|8161.0|0|145.0|0|0.0|100
0|2021-12-17|8173.0|0|8173.0|0|145.0|0|0.0|100
0|2021-12-18|8173.0|0|8173.0|0|145.0|0|0.0|100
0|2021-12-19|8173.0|0|8173.0|0|145.0|0|0.0|100
0|2021-12-20|8209.0|0|8209.0|0|145.0|0|0.0|100
0|2021-12-21|8211.0|0|8211.0|0|146.0|0|0.0|100
0|2021-12-22|8227.0|0|8227.0|0|146.0|0|0.0|100
0|2021-12-23|8227.0|0|8227.0|0|146.0|0|0.0|100
0|2021-12-24|8227.0|0|8227.0|0|146.0|0|0.0|100
0|2021-12-25|8227.0|0|8227.0|0|146.0|0|0.0|100
0|2021-12-26|8227.0|0|8227.0|0|146.0|0|0.0|100
0|2021-12-27|8227.0|0|8227.0|0|146.0|0|0.0|100
0|2021-12-28|8368.0|0|8368.0|0|146.0|0|0.0|100
0|2021-12-29|8380.0|0|8380.0|0|146.0|0|0.0|100
0|2021-12-30|8523.0|0|8523.0|0|146.0|0|0.0|100
0|2021-12-31|8523.0|0|8708.0|0|146.0|0|0.0|100
0|2022-01-01|8523.0|0|8708.0|0|146.0|0|0.0|100
0|2022-01-02|8523.0|0|8708.0|0|146.0|0|0.0|100
0|2022-01-03|9040.0|0|9040.0|0|146.0|0|0.0|100
0|2022-01-04|9123.0|0|9123.0|0|146.0|0|0.0|100
0|2022-01-05|9418.0|0|9418.0|0|146.0|0|0.0|100
0|2022-01-06|9618.0|0|9618.0|0|146.0|0|0.0|100
0|2022-01-07|9822.0|0|9822.0|0|147.0|0|0.0|100
0|2022-01-08|9822.0|0|9822.0|0|147.0|0|0.0|100
0|2022-01-09|9822.0|0|9822.0|0|147.0|0|0.0|100
0|2022-01-10|10426.0|0|10426.0|0|149.0|0|0.0|100
0|2022-01-11|10570.0|0|10570.0|0|150.0|0|0.0|100
0|2022-01-12|10709.0|0|10709.0|0|150.0|0|0.0|100
0|2022-01-13|10709.0|0|10944.0|0|150.0|0|0.0|100
0|2022-01-14|11120.0|0|11120.0|0|150.0|0|0.0|100
0|2022-01-15|11120.0|0|11120.0|0|150.0|0|0.0|100
0|2022-01-16|11120.0|0|11120.0|0|150.0|0|0.0|100
0|2022-01-17|11120.0|0|0.0|100|150.0|0|0.0|100
