|dates|Boyle_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Boyle_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Boyle_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Boyle_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Boyle_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Boyle_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Boyle_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Boyle_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-20|5558.0|0|5558.0|0|85.0|0|0.0|100
0|2021-11-21|5558.0|0|5558.0|0|85.0|0|0.0|100
0|2021-11-22|5579.0|0|5579.0|0|92.0|0|0.0|100
0|2021-11-23|5588.0|0|5588.0|0|93.0|0|0.0|100
0|2021-11-24|5598.0|0|5598.0|0|94.0|0|0.0|100
0|2021-11-25|5598.0|0|5598.0|0|94.0|0|0.0|100
0|2021-11-26|5598.0|0|5598.0|0|94.0|0|0.0|100
0|2021-11-27|5598.0|0|5598.0|0|94.0|0|0.0|100
0|2021-11-28|5598.0|0|5598.0|0|94.0|0|0.0|100
0|2021-11-29|5628.0|0|5628.0|0|94.0|0|0.0|100
0|2021-11-30|5641.0|0|5641.0|0|95.0|0|0.0|100
0|2021-12-01|5643.0|0|5643.0|0|96.0|0|0.0|100
0|2021-12-02|5643.0|0|5651.0|0|96.0|0|0.0|100
0|2021-12-03|5658.0|0|5658.0|0|96.0|0|0.0|100
0|2021-12-04|5658.0|0|5658.0|0|96.0|0|0.0|100
0|2021-12-05|5658.0|0|5658.0|0|96.0|0|0.0|100
0|2021-12-06|5677.0|0|5677.0|0|102.0|0|0.0|100
0|2021-12-07|5683.0|0|5683.0|0|102.0|0|0.0|100
0|2021-12-08|5694.0|0|5694.0|0|107.0|0|0.0|100
0|2021-12-09|5707.0|0|5707.0|0|107.0|0|0.0|100
0|2021-12-10|5713.0|0|5713.0|0|108.0|0|0.0|100
0|2021-12-11|5713.0|0|5713.0|0|108.0|0|0.0|100
0|2021-12-12|5713.0|0|5713.0|0|108.0|0|0.0|100
0|2021-12-13|5735.0|0|5735.0|0|109.0|0|0.0|100
0|2021-12-14|5735.0|0|5749.0|0|109.0|0|0.0|100
0|2021-12-15|5764.0|0|5764.0|0|109.0|0|0.0|100
0|2021-12-16|5777.0|0|5777.0|0|109.0|0|0.0|100
0|2021-12-17|5790.0|0|5790.0|0|112.0|0|0.0|100
0|2021-12-18|5790.0|0|5790.0|0|112.0|0|0.0|100
0|2021-12-19|5790.0|0|5790.0|0|112.0|0|0.0|100
0|2021-12-20|5821.0|0|5821.0|0|114.0|0|0.0|100
0|2021-12-21|5830.0|0|5830.0|0|114.0|0|0.0|100
0|2021-12-22|5845.0|0|5845.0|0|114.0|0|0.0|100
0|2021-12-23|5845.0|0|5845.0|0|114.0|0|0.0|100
0|2021-12-24|5845.0|0|5845.0|0|114.0|0|0.0|100
0|2021-12-25|5845.0|0|5845.0|0|114.0|0|0.0|100
0|2021-12-26|5845.0|0|5845.0|0|114.0|0|0.0|100
0|2021-12-27|5906.0|0|5906.0|0|116.0|0|0.0|100
0|2021-12-28|5912.0|0|5912.0|0|116.0|0|0.0|100
0|2021-12-29|5934.0|0|5934.0|0|116.0|0|0.0|100
0|2021-12-30|5934.0|0|5934.0|0|116.0|0|0.0|100
0|2021-12-31|5934.0|0|5934.0|0|116.0|0|0.0|100
0|2022-01-01|5934.0|0|5934.0|0|116.0|0|0.0|100
0|2022-01-02|5934.0|0|5934.0|0|116.0|0|0.0|100
0|2022-01-03|6020.0|0|6020.0|0|116.0|0|0.0|100
0|2022-01-04|6032.0|0|6032.0|0|117.0|0|0.0|100
0|2022-01-05|6069.0|0|6069.0|0|118.0|0|0.0|100
0|2022-01-06|6103.0|0|6103.0|0|118.0|0|0.0|100
0|2022-01-07|6155.0|0|6155.0|0|118.0|0|0.0|100
0|2022-01-08|6155.0|0|6155.0|0|118.0|0|0.0|100
0|2022-01-09|6155.0|0|6155.0|0|118.0|0|0.0|100
0|2022-01-10|6220.0|0|6220.0|0|118.0|0|0.0|100
0|2022-01-11|6267.0|0|6267.0|0|118.0|0|0.0|100
0|2022-01-12|6300.0|0|6300.0|0|118.0|0|0.0|100
0|2022-01-13|6300.0|0|6351.0|0|118.0|0|0.0|100
0|2022-01-14|6401.0|0|6401.0|0|118.0|0|0.0|100
0|2022-01-15|6401.0|0|6401.0|0|118.0|0|0.0|100
0|2022-01-16|6401.0|0|6401.0|0|118.0|0|0.0|100
0|2022-01-17|6401.0|0|0.0|100|118.0|0|0.0|100
