|dates|Ozark_Missouri_UnitedStates.JHU_ConfirmedCases.data|Ozark_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Ozark_Missouri_UnitedStates.NYT_ConfirmedCases.data|Ozark_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Ozark_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Ozark_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Ozark_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Ozark_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-10|1267.0|0|1267.0|0|42.0|0|0.0|100
0|2021-12-11|1268.0|0|1268.0|0|42.0|0|0.0|100
0|2021-12-12|1274.0|0|1274.0|0|42.0|0|0.0|100
0|2021-12-13|1274.0|0|1274.0|0|42.0|0|0.0|100
0|2021-12-14|1274.0|0|1279.0|0|42.0|0|0.0|100
0|2021-12-15|1280.0|0|1280.0|0|43.0|0|0.0|100
0|2021-12-16|1288.0|0|1288.0|0|43.0|0|0.0|100
0|2021-12-17|1295.0|0|1295.0|0|43.0|0|0.0|100
0|2021-12-18|1308.0|0|1308.0|0|43.0|0|0.0|100
0|2021-12-19|1309.0|0|1309.0|0|43.0|0|0.0|100
0|2021-12-20|1310.0|0|1310.0|0|43.0|0|0.0|100
0|2021-12-21|1316.0|0|1316.0|0|44.0|0|0.0|100
0|2021-12-22|1324.0|0|1324.0|0|44.0|0|0.0|100
0|2021-12-23|1329.0|0|1329.0|0|44.0|0|0.0|100
0|2021-12-24|1329.0|0|1329.0|0|44.0|0|0.0|100
0|2021-12-25|1329.0|0|1329.0|0|44.0|0|0.0|100
0|2021-12-26|1329.0|0|1329.0|0|44.0|0|0.0|100
0|2021-12-27|1334.0|0|1334.0|0|44.0|0|0.0|100
0|2021-12-28|1340.0|0|1340.0|0|46.0|0|0.0|100
0|2021-12-29|1344.0|0|1344.0|0|46.0|0|0.0|100
0|2021-12-30|1350.0|0|1350.0|0|46.0|0|0.0|100
0|2021-12-31|1350.0|0|1350.0|0|46.0|0|0.0|100
0|2022-01-01|1350.0|0|1350.0|0|46.0|0|0.0|100
0|2022-01-02|1350.0|0|1350.0|0|46.0|0|0.0|100
0|2022-01-03|1350.0|0|1364.0|0|46.0|0|0.0|100
0|2022-01-04|1370.0|0|1370.0|0|47.0|0|0.0|100
0|2022-01-05|1378.0|0|1378.0|0|47.0|0|0.0|100
0|2022-01-06|1382.0|0|1382.0|0|48.0|0|0.0|100
0|2022-01-07|1386.0|0|1386.0|0|48.0|0|0.0|100
0|2022-01-08|1390.0|0|1390.0|0|48.0|0|0.0|100
0|2022-01-09|1390.0|0|1390.0|0|48.0|0|0.0|100
0|2022-01-10|1397.0|0|1397.0|0|48.0|0|0.0|100
0|2022-01-11|1399.0|0|1399.0|0|48.0|0|0.0|100
0|2022-01-12|1406.0|0|1406.0|0|48.0|0|0.0|100
0|2022-01-13|1406.0|0|1419.0|0|48.0|0|0.0|100
0|2022-01-14|1423.0|0|1423.0|0|48.0|0|0.0|100
0|2022-01-15|1438.0|0|1438.0|0|48.0|0|0.0|100
0|2022-01-16|1438.0|0|1438.0|0|48.0|0|0.0|100
0|2022-01-17|1438.0|0|0.0|100|48.0|0|0.0|100
