|dates|Berkshire_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Berkshire_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Berkshire_Massachusetts_UnitedStates.NYT_ConfirmedCases.data|Berkshire_Massachusetts_UnitedStates.NYT_ConfirmedCases.missing|Berkshire_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Berkshire_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Berkshire_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Berkshire_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-07|15013.0|0|15013.0|0|350.0|0|0.0|100
0|2022-01-08|15013.0|0|15013.0|0|350.0|0|0.0|100
0|2022-01-09|15013.0|0|15013.0|0|350.0|0|0.0|100
0|2022-01-10|15858.0|0|15858.0|0|350.0|0|0.0|100
0|2022-01-11|16031.0|0|16031.0|0|351.0|0|0.0|100
0|2022-01-12|16345.0|0|16345.0|0|351.0|0|0.0|100
0|2022-01-13|16345.0|0|16727.0|0|351.0|0|0.0|100
0|2022-01-14|17033.0|0|17033.0|0|352.0|0|0.0|100
0|2022-01-15|17033.0|0|17033.0|0|352.0|0|0.0|100
0|2022-01-16|17033.0|0|17033.0|0|352.0|0|0.0|100
0|2022-01-17|17033.0|0|0.0|100|352.0|0|0.0|100
