|dates|Emery_Utah_UnitedStates.JHU_ConfirmedCases.data|Emery_Utah_UnitedStates.JHU_ConfirmedCases.missing|Emery_Utah_UnitedStates.NYT_ConfirmedCases.data|Emery_Utah_UnitedStates.NYT_ConfirmedCases.missing|Emery_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Emery_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Emery_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Emery_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-22|3.0|0|1696.0|0|0.0|0|0.0|100
0|2021-11-23|3.0|0|1700.0|0|0.0|0|0.0|100
0|2021-11-24|3.0|0|1704.0|0|0.0|0|0.0|100
0|2021-11-25|3.0|0|1709.0|0|0.0|0|0.0|100
0|2021-11-26|3.0|0|1709.0|0|0.0|0|0.0|100
0|2021-11-27|3.0|0|1709.0|0|0.0|0|0.0|100
0|2021-11-28|3.0|0|1709.0|0|0.0|0|0.0|100
0|2021-11-29|3.0|0|1710.0|0|0.0|0|0.0|100
0|2021-11-30|3.0|0|1711.0|0|0.0|0|0.0|100
0|2021-12-01|3.0|0|1715.0|0|0.0|0|0.0|100
0|2021-12-02|3.0|0|1717.0|0|0.0|0|0.0|100
0|2021-12-03|3.0|0|1717.0|0|0.0|0|0.0|100
0|2021-12-04|3.0|0|1721.0|0|0.0|0|0.0|100
0|2021-12-05|3.0|0|1721.0|0|0.0|0|0.0|100
0|2021-12-06|3.0|0|1721.0|0|0.0|0|0.0|100
0|2021-12-07|3.0|0|1721.0|0|0.0|0|0.0|100
0|2021-12-08|3.0|0|1721.0|0|0.0|0|0.0|100
0|2021-12-09|3.0|0|1723.0|0|0.0|0|0.0|100
0|2021-12-10|3.0|0|1724.0|0|0.0|0|0.0|100
0|2021-12-11|3.0|0|1725.0|0|0.0|0|0.0|100
0|2021-12-12|3.0|0|1725.0|0|0.0|0|0.0|100
0|2021-12-13|3.0|0|1725.0|0|0.0|0|0.0|100
0|2021-12-14|3.0|0|1727.0|0|0.0|0|0.0|100
0|2021-12-15|3.0|0|1727.0|0|0.0|0|0.0|100
0|2021-12-16|3.0|0|1730.0|0|0.0|0|0.0|100
0|2021-12-17|3.0|0|1733.0|0|0.0|0|0.0|100
0|2021-12-18|3.0|0|1733.0|0|0.0|0|0.0|100
0|2021-12-19|3.0|0|1733.0|0|0.0|0|0.0|100
0|2021-12-20|3.0|0|1733.0|0|0.0|0|0.0|100
0|2021-12-21|3.0|0|1735.0|0|0.0|0|0.0|100
0|2021-12-22|3.0|0|1738.0|0|0.0|0|0.0|100
0|2021-12-23|3.0|0|1740.0|0|0.0|0|0.0|100
0|2021-12-24|3.0|0|1740.0|0|0.0|0|0.0|100
0|2021-12-25|3.0|0|1740.0|0|0.0|0|0.0|100
0|2021-12-26|3.0|0|1740.0|0|0.0|0|0.0|100
0|2021-12-27|3.0|0|1740.0|0|0.0|0|0.0|100
0|2021-12-28|3.0|0|1744.0|0|0.0|0|0.0|100
0|2021-12-29|3.0|0|1747.0|0|0.0|0|0.0|100
0|2021-12-30|3.0|0|1750.0|0|0.0|0|0.0|100
0|2021-12-31|3.0|0|1761.0|0|0.0|0|0.0|100
0|2022-01-01|3.0|0|1761.0|0|0.0|0|0.0|100
0|2022-01-02|3.0|0|1761.0|0|0.0|0|0.0|100
0|2022-01-03|3.0|0|1761.0|0|0.0|0|0.0|100
0|2022-01-04|3.0|0|1782.0|0|0.0|0|0.0|100
0|2022-01-05|3.0|0|1793.0|0|0.0|0|0.0|100
0|2022-01-06|3.0|0|1807.0|0|0.0|0|0.0|100
0|2022-01-07|3.0|0|1820.0|0|0.0|0|0.0|100
0|2022-01-08|3.0|0|1832.0|0|0.0|0|0.0|100
0|2022-01-09|3.0|0|1832.0|0|0.0|0|0.0|100
0|2022-01-10|3.0|0|1852.0|0|0.0|0|0.0|100
0|2022-01-11|3.0|0|1878.0|0|0.0|0|0.0|100
0|2022-01-12|3.0|0|1911.0|0|0.0|0|0.0|100
0|2022-01-13|3.0|0|1934.0|0|0.0|0|0.0|100
0|2022-01-14|3.0|0|1963.0|0|0.0|0|0.0|100
0|2022-01-15|3.0|0|1979.0|0|0.0|0|0.0|100
0|2022-01-16|3.0|0|2005.0|0|0.0|0|0.0|100
0|2022-01-17|3.0|0|0.0|100|0.0|0|0.0|100
