|dates|Bourbon_Kansas_UnitedStates.JHU_ConfirmedCases.data|Bourbon_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Bourbon_Kansas_UnitedStates.NYT_ConfirmedCases.data|Bourbon_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Bourbon_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Bourbon_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Bourbon_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Bourbon_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-18|2823.0|0|2823.0|0|44.0|0|0.0|100
0|2021-12-19|2823.0|0|2823.0|0|44.0|0|0.0|100
0|2021-12-20|2843.0|0|2843.0|0|44.0|0|0.0|100
0|2021-12-21|2843.0|0|2843.0|0|44.0|0|0.0|100
0|2021-12-22|2865.0|0|2865.0|0|44.0|0|0.0|100
0|2021-12-23|2865.0|0|2865.0|0|44.0|0|0.0|100
0|2021-12-24|2865.0|0|2865.0|0|44.0|0|0.0|100
0|2021-12-25|2865.0|0|2865.0|0|44.0|0|0.0|100
0|2021-12-26|2865.0|0|2865.0|0|44.0|0|0.0|100
0|2021-12-27|2905.0|0|2905.0|0|44.0|0|0.0|100
0|2021-12-28|2905.0|0|2905.0|0|44.0|0|0.0|100
0|2021-12-29|2947.0|0|2947.0|0|44.0|0|0.0|100
0|2021-12-30|2947.0|0|2947.0|0|44.0|0|0.0|100
0|2021-12-31|2947.0|0|2947.0|0|44.0|0|0.0|100
0|2022-01-01|2947.0|0|2947.0|0|44.0|0|0.0|100
0|2022-01-02|2947.0|0|2947.0|0|44.0|0|0.0|100
0|2022-01-03|3014.0|0|3014.0|0|44.0|0|0.0|100
0|2022-01-04|3014.0|0|3014.0|0|44.0|0|0.0|100
0|2022-01-05|3108.0|0|3108.0|0|44.0|0|0.0|100
0|2022-01-06|3108.0|0|3108.0|0|44.0|0|0.0|100
0|2022-01-07|3192.0|0|3192.0|0|44.0|0|0.0|100
0|2022-01-08|3192.0|0|3192.0|0|44.0|0|0.0|100
0|2022-01-09|3192.0|0|3192.0|0|44.0|0|0.0|100
0|2022-01-10|3277.0|0|3277.0|0|44.0|0|0.0|100
0|2022-01-11|3277.0|0|3277.0|0|44.0|0|0.0|100
0|2022-01-12|3277.0|0|3368.0|0|44.0|0|0.0|100
0|2022-01-13|3277.0|0|3459.0|0|44.0|0|0.0|100
0|2022-01-14|3552.0|0|3552.0|0|44.0|0|0.0|100
0|2022-01-15|3552.0|0|3552.0|0|44.0|0|0.0|100
0|2022-01-16|3552.0|0|3552.0|0|44.0|0|0.0|100
0|2022-01-17|3552.0|0|0.0|100|44.0|0|0.0|100
