|dates|White_Tennessee_UnitedStates.JHU_ConfirmedCases.data|White_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|White_Tennessee_UnitedStates.NYT_ConfirmedCases.data|White_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|White_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|White_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|White_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|White_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-08|5658.0|0|5658.0|0|98.0|0|0.0|100
0|2021-11-09|5669.0|0|5669.0|0|98.0|0|0.0|100
0|2021-11-10|5672.0|0|5672.0|0|98.0|0|0.0|100
0|2021-11-11|5672.0|0|5672.0|0|98.0|0|0.0|100
0|2021-11-12|5684.0|0|5684.0|0|98.0|0|0.0|100
0|2021-11-13|5684.0|0|5684.0|0|98.0|0|0.0|100
0|2021-11-14|5684.0|0|5684.0|0|98.0|0|0.0|100
0|2021-11-15|5692.0|0|5692.0|0|98.0|0|0.0|100
0|2021-11-16|5695.0|0|5695.0|0|98.0|0|0.0|100
0|2021-11-17|5698.0|0|5698.0|0|98.0|0|0.0|100
0|2021-11-18|5703.0|0|5703.0|0|98.0|0|0.0|100
0|2021-11-19|5709.0|0|5709.0|0|98.0|0|0.0|100
0|2021-11-20|5709.0|0|5709.0|0|98.0|0|0.0|100
0|2021-11-21|5709.0|0|5709.0|0|98.0|0|0.0|100
0|2021-11-22|5721.0|0|5721.0|0|98.0|0|0.0|100
0|2021-11-23|5728.0|0|5728.0|0|98.0|0|0.0|100
0|2021-11-24|5730.0|0|5730.0|0|98.0|0|0.0|100
0|2021-11-25|5730.0|0|5730.0|0|98.0|0|0.0|100
0|2021-11-26|5730.0|0|5730.0|0|98.0|0|0.0|100
0|2021-11-27|5730.0|0|5730.0|0|98.0|0|0.0|100
0|2021-11-28|5730.0|0|5730.0|0|98.0|0|0.0|100
0|2021-11-29|5751.0|0|5751.0|0|98.0|0|0.0|100
0|2021-11-30|5758.0|0|5758.0|0|98.0|0|0.0|100
0|2021-12-01|5771.0|0|5771.0|0|98.0|0|0.0|100
0|2021-12-02|5787.0|0|5787.0|0|98.0|0|0.0|100
0|2021-12-03|5791.0|0|5791.0|0|98.0|0|0.0|100
0|2021-12-04|5791.0|0|5791.0|0|98.0|0|0.0|100
0|2021-12-05|5791.0|0|5791.0|0|98.0|0|0.0|100
0|2021-12-06|5809.0|0|5809.0|0|98.0|0|0.0|100
0|2021-12-07|5814.0|0|5814.0|0|100.0|0|0.0|100
0|2021-12-08|5817.0|0|5817.0|0|101.0|0|0.0|100
0|2021-12-09|5817.0|0|5817.0|0|101.0|0|0.0|100
0|2021-12-10|5825.0|0|5825.0|0|102.0|0|0.0|100
0|2021-12-11|5825.0|0|5825.0|0|102.0|0|0.0|100
0|2021-12-12|5825.0|0|5825.0|0|102.0|0|0.0|100
0|2021-12-13|5830.0|0|5830.0|0|102.0|0|0.0|100
0|2021-12-14|5830.0|0|5838.0|0|102.0|0|0.0|100
0|2021-12-15|5846.0|0|5846.0|0|103.0|0|0.0|100
0|2021-12-16|5855.0|0|5855.0|0|103.0|0|0.0|100
0|2021-12-17|5860.0|0|5860.0|0|103.0|0|0.0|100
0|2021-12-18|5860.0|0|5860.0|0|103.0|0|0.0|100
0|2021-12-19|5860.0|0|5860.0|0|103.0|0|0.0|100
0|2021-12-20|5872.0|0|5872.0|0|103.0|0|0.0|100
0|2021-12-21|5878.0|0|5878.0|0|104.0|0|0.0|100
0|2021-12-22|5885.0|0|5885.0|0|104.0|0|0.0|100
0|2021-12-23|5905.0|0|5905.0|0|114.0|0|0.0|100
0|2021-12-24|5905.0|0|5905.0|0|114.0|0|0.0|100
0|2021-12-25|5905.0|0|5905.0|0|114.0|0|0.0|100
0|2021-12-26|5905.0|0|5905.0|0|114.0|0|0.0|100
0|2021-12-27|5922.0|0|5922.0|0|114.0|0|0.0|100
0|2021-12-28|5934.0|0|5934.0|0|115.0|0|0.0|100
0|2021-12-29|5958.0|0|5958.0|0|115.0|0|0.0|100
0|2021-12-30|5978.0|0|5978.0|0|115.0|0|0.0|100
0|2021-12-31|5978.0|0|5978.0|0|115.0|0|0.0|100
0|2022-01-01|5978.0|0|5978.0|0|115.0|0|0.0|100
0|2022-01-02|5978.0|0|5978.0|0|115.0|0|0.0|100
0|2022-01-03|6054.0|0|6054.0|0|115.0|0|0.0|100
0|2022-01-04|6071.0|0|6071.0|0|115.0|0|0.0|100
0|2022-01-05|6071.0|0|6071.0|0|115.0|0|0.0|100
0|2022-01-06|6071.0|0|6071.0|0|115.0|0|0.0|100
0|2022-01-07|6071.0|0|6071.0|0|115.0|0|0.0|100
0|2022-01-08|6071.0|0|6071.0|0|115.0|0|0.0|100
0|2022-01-09|6071.0|0|6071.0|0|115.0|0|0.0|100
0|2022-01-10|6071.0|0|6071.0|0|115.0|0|0.0|100
0|2022-01-11|6071.0|0|6071.0|0|115.0|0|0.0|100
0|2022-01-12|6231.0|0|6231.0|0|115.0|0|0.0|100
0|2022-01-13|6231.0|0|6231.0|0|115.0|0|0.0|100
0|2022-01-14|6231.0|0|6231.0|0|115.0|0|0.0|100
0|2022-01-15|6231.0|0|6231.0|0|115.0|0|0.0|100
0|2022-01-16|6231.0|0|6231.0|0|115.0|0|0.0|100
0|2022-01-17|6231.0|0|0.0|100|115.0|0|0.0|100
