|dates|Crockett_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Crockett_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Crockett_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Crockett_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Crockett_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Crockett_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Crockett_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Crockett_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-30|3503.0|0|3503.0|0|75.0|0|0.0|100
0|2021-12-31|3503.0|0|3503.0|0|75.0|0|0.0|100
0|2022-01-01|3503.0|0|3503.0|0|75.0|0|0.0|100
0|2022-01-02|3503.0|0|3503.0|0|75.0|0|0.0|100
0|2022-01-03|3574.0|0|3574.0|0|75.0|0|0.0|100
0|2022-01-04|3590.0|0|3590.0|0|75.0|0|0.0|100
0|2022-01-05|3590.0|0|3590.0|0|75.0|0|0.0|100
0|2022-01-06|3590.0|0|3590.0|0|75.0|0|0.0|100
0|2022-01-07|3590.0|0|3590.0|0|75.0|0|0.0|100
0|2022-01-08|3590.0|0|3590.0|0|75.0|0|0.0|100
0|2022-01-09|3590.0|0|3590.0|0|75.0|0|0.0|100
0|2022-01-10|3590.0|0|3590.0|0|75.0|0|0.0|100
0|2022-01-11|3590.0|0|3590.0|0|75.0|0|0.0|100
0|2022-01-12|3759.0|0|3759.0|0|75.0|0|0.0|100
0|2022-01-13|3759.0|0|3759.0|0|75.0|0|0.0|100
0|2022-01-14|3759.0|0|3759.0|0|75.0|0|0.0|100
0|2022-01-15|3759.0|0|3759.0|0|75.0|0|0.0|100
0|2022-01-16|3759.0|0|3759.0|0|75.0|0|0.0|100
0|2022-01-17|3759.0|0|0.0|100|75.0|0|0.0|100
