|dates|Beaufort_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Beaufort_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Beaufort_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Beaufort_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Beaufort_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Beaufort_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Beaufort_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Beaufort_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-18|7732.0|0|7732.0|0|137.0|0|0.0|100
0|2021-12-19|7732.0|0|7732.0|0|137.0|0|0.0|100
0|2021-12-20|7771.0|0|7771.0|0|137.0|0|0.0|100
0|2021-12-21|7780.0|0|7780.0|0|137.0|0|0.0|100
0|2021-12-22|7796.0|0|7796.0|0|137.0|0|0.0|100
0|2021-12-23|7796.0|0|7796.0|0|137.0|0|0.0|100
0|2021-12-24|7796.0|0|7796.0|0|137.0|0|0.0|100
0|2021-12-25|7796.0|0|7796.0|0|137.0|0|0.0|100
0|2021-12-26|7796.0|0|7796.0|0|137.0|0|0.0|100
0|2021-12-27|7796.0|0|7796.0|0|137.0|0|0.0|100
0|2021-12-28|7873.0|0|7873.0|0|137.0|0|0.0|100
0|2021-12-29|7881.0|0|7881.0|0|137.0|0|0.0|100
0|2021-12-30|7915.0|0|7915.0|0|139.0|0|0.0|100
0|2021-12-31|7915.0|0|7987.0|0|139.0|0|0.0|100
0|2022-01-01|7915.0|0|7987.0|0|139.0|0|0.0|100
0|2022-01-02|7915.0|0|7987.0|0|139.0|0|0.0|100
0|2022-01-03|8075.0|0|8075.0|0|139.0|0|0.0|100
0|2022-01-04|8111.0|0|8111.0|0|139.0|0|0.0|100
0|2022-01-05|8165.0|0|8165.0|0|140.0|0|0.0|100
0|2022-01-06|8270.0|0|8270.0|0|140.0|0|0.0|100
0|2022-01-07|8362.0|0|8362.0|0|140.0|0|0.0|100
0|2022-01-08|8362.0|0|8362.0|0|140.0|0|0.0|100
0|2022-01-09|8362.0|0|8362.0|0|140.0|0|0.0|100
0|2022-01-10|8587.0|0|8587.0|0|140.0|0|0.0|100
0|2022-01-11|8621.0|0|8621.0|0|140.0|0|0.0|100
0|2022-01-12|8714.0|0|8714.0|0|140.0|0|0.0|100
0|2022-01-13|8714.0|0|8965.0|0|140.0|0|0.0|100
0|2022-01-14|9098.0|0|9098.0|0|140.0|0|0.0|100
0|2022-01-15|9098.0|0|9098.0|0|140.0|0|0.0|100
0|2022-01-16|9098.0|0|9098.0|0|140.0|0|0.0|100
0|2022-01-17|9098.0|0|0.0|100|140.0|0|0.0|100
