|dates|Jackson_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jackson_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jackson_NorthCarolina_UnitedStates.Male_Total_Population.data|Jackson_NorthCarolina_UnitedStates.Male_Total_Population.missing|Jackson_NorthCarolina_UnitedStates.Female_Total_Population.data|Jackson_NorthCarolina_UnitedStates.Female_Total_Population.missing|Jackson_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Jackson_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-30|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2021-12-01|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2021-12-02|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2021-12-03|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2021-12-04|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2021-12-05|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2021-12-06|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2021-12-07|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2021-12-08|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2021-12-09|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2021-12-10|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2021-12-11|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2021-12-12|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2021-12-13|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2021-12-14|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2021-12-15|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2021-12-16|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2021-12-17|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2021-12-18|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2021-12-19|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2021-12-20|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2021-12-21|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2021-12-22|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2021-12-23|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2021-12-24|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2021-12-25|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2021-12-26|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2021-12-27|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2021-12-28|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2021-12-29|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2021-12-30|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2021-12-31|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2022-01-01|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2022-01-02|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2022-01-03|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2022-01-04|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2022-01-05|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2022-01-06|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2022-01-07|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2022-01-08|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2022-01-09|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2022-01-10|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2022-01-11|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2022-01-12|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2022-01-13|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2022-01-14|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2022-01-15|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2022-01-16|8527.0|0|21253.0|0|22074.0|0|7195.0|0
0|2022-01-17|8527.0|0|21253.0|0|22074.0|0|7195.0|0
