|dates|Dougherty_Georgia_UnitedStates.JHU_ConfirmedCases.data|Dougherty_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Dougherty_Georgia_UnitedStates.NYT_ConfirmedCases.data|Dougherty_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Dougherty_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Dougherty_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Dougherty_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Dougherty_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-19|12509.0|0|12589.0|0|422.0|0|0.0|100
0|2021-11-20|12509.0|0|12589.0|0|422.0|0|0.0|100
0|2021-11-21|12509.0|0|12589.0|0|422.0|0|0.0|100
0|2021-11-22|12519.0|0|12599.0|0|422.0|0|0.0|100
0|2021-11-23|12520.0|0|12600.0|0|423.0|0|0.0|100
0|2021-11-24|12524.0|0|12604.0|0|424.0|0|0.0|100
0|2021-11-25|12524.0|0|12604.0|0|424.0|0|0.0|100
0|2021-11-26|12524.0|0|12604.0|0|424.0|0|0.0|100
0|2021-11-27|12524.0|0|12604.0|0|424.0|0|0.0|100
0|2021-11-28|12524.0|0|12604.0|0|424.0|0|0.0|100
0|2021-11-29|12534.0|0|12614.0|0|425.0|0|0.0|100
0|2021-11-30|12533.0|0|12601.0|0|425.0|0|0.0|100
0|2021-12-01|12537.0|0|12605.0|0|425.0|0|0.0|100
0|2021-12-02|12540.0|0|12608.0|0|425.0|0|0.0|100
0|2021-12-03|12550.0|0|12618.0|0|425.0|0|0.0|100
0|2021-12-04|12550.0|0|12618.0|0|425.0|0|0.0|100
0|2021-12-05|12550.0|0|12618.0|0|425.0|0|0.0|100
0|2021-12-06|12559.0|0|12627.0|0|426.0|0|0.0|100
0|2021-12-07|12561.0|0|12629.0|0|427.0|0|0.0|100
0|2021-12-08|12568.0|0|12636.0|0|427.0|0|0.0|100
0|2021-12-09|12569.0|0|12637.0|0|427.0|0|0.0|100
0|2021-12-10|12574.0|0|12642.0|0|427.0|0|0.0|100
0|2021-12-11|12574.0|0|12642.0|0|427.0|0|0.0|100
0|2021-12-12|12574.0|0|12642.0|0|427.0|0|0.0|100
0|2021-12-13|12588.0|0|12656.0|0|427.0|0|0.0|100
0|2021-12-14|12588.0|0|12655.0|0|427.0|0|0.0|100
0|2021-12-15|12588.0|0|12656.0|0|427.0|0|0.0|100
0|2021-12-16|12593.0|0|12661.0|0|427.0|0|0.0|100
0|2021-12-17|12600.0|0|12668.0|0|427.0|0|0.0|100
0|2021-12-18|12600.0|0|12668.0|0|427.0|0|0.0|100
0|2021-12-19|12600.0|0|12668.0|0|427.0|0|0.0|100
0|2021-12-20|12621.0|0|12692.0|0|427.0|0|0.0|100
0|2021-12-21|12631.0|0|12702.0|0|427.0|0|0.0|100
0|2021-12-22|12651.0|0|12722.0|0|427.0|0|0.0|100
0|2021-12-23|12667.0|0|12738.0|0|427.0|0|0.0|100
0|2021-12-24|12689.0|0|12760.0|0|427.0|0|0.0|100
0|2021-12-25|12689.0|0|12760.0|0|427.0|0|0.0|100
0|2021-12-26|12689.0|0|12760.0|0|427.0|0|0.0|100
0|2021-12-27|12713.0|0|12784.0|0|428.0|0|0.0|100
0|2021-12-28|12732.0|0|12803.0|0|430.0|0|0.0|100
0|2021-12-29|12889.0|0|12960.0|0|431.0|0|0.0|100
0|2021-12-30|12978.0|0|13049.0|0|431.0|0|0.0|100
0|2021-12-31|13098.0|0|13169.0|0|431.0|0|0.0|100
0|2022-01-01|13098.0|0|13169.0|0|431.0|0|0.0|100
0|2022-01-02|13098.0|0|13169.0|0|431.0|0|0.0|100
0|2022-01-03|13098.0|0|13169.0|0|431.0|0|0.0|100
0|2022-01-04|13514.0|0|13585.0|0|432.0|0|0.0|100
0|2022-01-05|13602.0|0|13673.0|0|432.0|0|0.0|100
0|2022-01-06|13602.0|0|13673.0|0|432.0|0|0.0|100
0|2022-01-07|13602.0|0|13673.0|0|432.0|0|0.0|100
0|2022-01-08|13602.0|0|13673.0|0|432.0|0|0.0|100
0|2022-01-09|13602.0|0|13673.0|0|432.0|0|0.0|100
0|2022-01-10|14267.0|0|14347.0|0|433.0|0|0.0|100
0|2022-01-11|14543.0|0|14623.0|0|434.0|0|0.0|100
0|2022-01-12|14706.0|0|14786.0|0|434.0|0|0.0|100
0|2022-01-13|14706.0|0|15055.0|0|434.0|0|0.0|100
0|2022-01-14|15190.0|0|15270.0|0|434.0|0|0.0|100
0|2022-01-15|15190.0|0|15270.0|0|434.0|0|0.0|100
0|2022-01-16|15190.0|0|15270.0|0|434.0|0|0.0|100
0|2022-01-17|15611.0|0|0.0|100|434.0|0|0.0|100
