|dates|Oglethorpe_Georgia_UnitedStates.JHU_ConfirmedCases.data|Oglethorpe_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Oglethorpe_Georgia_UnitedStates.NYT_ConfirmedCases.data|Oglethorpe_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Oglethorpe_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Oglethorpe_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Oglethorpe_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Oglethorpe_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-19|2284.0|0|2294.0|0|43.0|0|0.0|100
0|2021-12-20|2291.0|0|2299.0|0|43.0|0|0.0|100
0|2021-12-21|2292.0|0|2300.0|0|43.0|0|0.0|100
0|2021-12-22|2299.0|0|2307.0|0|43.0|0|0.0|100
0|2021-12-23|2302.0|0|2310.0|0|43.0|0|0.0|100
0|2021-12-24|2306.0|0|2314.0|0|43.0|0|0.0|100
0|2021-12-25|2306.0|0|2314.0|0|43.0|0|0.0|100
0|2021-12-26|2306.0|0|2314.0|0|43.0|0|0.0|100
0|2021-12-27|2315.0|0|2321.0|0|43.0|0|0.0|100
0|2021-12-28|2322.0|0|2328.0|0|43.0|0|0.0|100
0|2021-12-29|2355.0|0|2361.0|0|43.0|0|0.0|100
0|2021-12-30|2375.0|0|2381.0|0|44.0|0|0.0|100
0|2021-12-31|2410.0|0|2416.0|0|44.0|0|0.0|100
0|2022-01-01|2410.0|0|2416.0|0|44.0|0|0.0|100
0|2022-01-02|2410.0|0|2416.0|0|44.0|0|0.0|100
0|2022-01-03|2410.0|0|2416.0|0|44.0|0|0.0|100
0|2022-01-04|2478.0|0|2484.0|0|44.0|0|0.0|100
0|2022-01-05|2493.0|0|2499.0|0|44.0|0|0.0|100
0|2022-01-06|2493.0|0|2499.0|0|44.0|0|0.0|100
0|2022-01-07|2493.0|0|2499.0|0|44.0|0|0.0|100
0|2022-01-08|2493.0|0|2499.0|0|44.0|0|0.0|100
0|2022-01-09|2493.0|0|2499.0|0|44.0|0|0.0|100
0|2022-01-10|2628.0|0|2634.0|0|44.0|0|0.0|100
0|2022-01-11|2674.0|0|2680.0|0|44.0|0|0.0|100
0|2022-01-12|2697.0|0|2703.0|0|44.0|0|0.0|100
0|2022-01-13|2697.0|0|2736.0|0|44.0|0|0.0|100
0|2022-01-14|2751.0|0|2757.0|0|45.0|0|0.0|100
0|2022-01-15|2751.0|0|2757.0|0|45.0|0|0.0|100
0|2022-01-16|2751.0|0|2757.0|0|45.0|0|0.0|100
0|2022-01-17|2811.0|0|0.0|100|45.0|0|0.0|100
