|dates|Pulaski_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Pulaski_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Pulaski_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Pulaski_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Pulaski_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Pulaski_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Pulaski_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Pulaski_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-14|59393.0|0|59393.0|0|924.0|0|0.0|100
0|2021-11-15|59404.0|0|59404.0|0|928.0|0|0.0|100
0|2021-11-16|59481.0|0|59481.0|0|927.0|0|0.0|100
0|2021-11-17|59555.0|0|59555.0|0|928.0|0|0.0|100
0|2021-11-18|59620.0|0|59620.0|0|929.0|0|0.0|100
0|2021-11-19|59685.0|0|59685.0|0|930.0|0|0.0|100
0|2021-11-20|59743.0|0|59743.0|0|931.0|0|0.0|100
0|2021-11-21|59775.0|0|59775.0|0|932.0|0|0.0|100
0|2021-11-22|59803.0|0|59803.0|0|932.0|0|0.0|100
0|2021-11-23|59891.0|0|59891.0|0|933.0|0|0.0|100
0|2021-11-24|59976.0|0|59976.0|0|934.0|0|0.0|100
0|2021-11-25|60004.0|0|60004.0|0|934.0|0|0.0|100
0|2021-11-26|60027.0|0|60027.0|0|934.0|0|0.0|100
0|2021-11-27|60079.0|0|60079.0|0|934.0|0|0.0|100
0|2021-11-28|60116.0|0|60116.0|0|934.0|0|0.0|100
0|2021-11-29|60138.0|0|60138.0|0|934.0|0|0.0|100
0|2021-11-30|60246.0|0|60246.0|0|936.0|0|0.0|100
0|2021-12-01|60331.0|0|60331.0|0|936.0|0|0.0|100
0|2021-12-02|60407.0|0|60407.0|0|937.0|0|0.0|100
0|2021-12-03|60521.0|0|60521.0|0|936.0|0|0.0|100
0|2021-12-04|60574.0|0|60574.0|0|939.0|0|0.0|100
0|2021-12-05|60618.0|0|60618.0|0|939.0|0|0.0|100
0|2021-12-06|60641.0|0|60641.0|0|939.0|0|0.0|100
0|2021-12-07|60701.0|0|60701.0|0|940.0|0|0.0|100
0|2021-12-08|60771.0|0|60771.0|0|940.0|0|0.0|100
0|2021-12-09|60849.0|0|60849.0|0|941.0|0|0.0|100
0|2021-12-10|60912.0|0|60912.0|0|943.0|0|0.0|100
0|2021-12-11|60970.0|0|60970.0|0|943.0|0|0.0|100
0|2021-12-12|60987.0|0|60987.0|0|943.0|0|0.0|100
0|2021-12-13|61005.0|0|61005.0|0|944.0|0|0.0|100
0|2021-12-14|61005.0|0|61074.0|0|944.0|0|0.0|100
0|2021-12-15|61142.0|0|61142.0|0|947.0|0|0.0|100
0|2021-12-16|61222.0|0|61222.0|0|950.0|0|0.0|100
0|2021-12-17|61322.0|0|61322.0|0|951.0|0|0.0|100
0|2021-12-18|61398.0|0|61398.0|0|952.0|0|0.0|100
0|2021-12-19|61443.0|0|61443.0|0|952.0|0|0.0|100
0|2021-12-20|61491.0|0|61491.0|0|952.0|0|0.0|100
0|2021-12-21|61565.0|0|61565.0|0|958.0|0|0.0|100
0|2021-12-22|61679.0|0|61679.0|0|960.0|0|0.0|100
0|2021-12-23|61854.0|0|61854.0|0|960.0|0|0.0|100
0|2021-12-24|62079.0|0|62079.0|0|961.0|0|0.0|100
0|2021-12-25|62292.0|0|62292.0|0|961.0|0|0.0|100
0|2021-12-26|62371.0|0|62371.0|0|961.0|0|0.0|100
0|2021-12-27|62535.0|0|62535.0|0|963.0|0|0.0|100
0|2021-12-28|62952.0|0|62952.0|0|964.0|0|0.0|100
0|2021-12-29|63826.0|0|63826.0|0|966.0|0|0.0|100
0|2021-12-30|64984.0|0|64984.0|0|966.0|0|0.0|100
0|2021-12-31|65856.0|0|65856.0|0|966.0|0|0.0|100
0|2022-01-01|66963.0|0|66963.0|0|966.0|0|0.0|100
0|2022-01-02|67502.0|0|67502.0|0|967.0|0|0.0|100
0|2022-01-03|67835.0|0|67835.0|0|966.0|0|0.0|100
0|2022-01-04|69167.0|0|69167.0|0|970.0|0|0.0|100
0|2022-01-05|70825.0|0|70825.0|0|971.0|0|0.0|100
0|2022-01-06|72630.0|0|72630.0|0|973.0|0|0.0|100
0|2022-01-07|74312.0|0|74312.0|0|973.0|0|0.0|100
0|2022-01-08|75794.0|0|75794.0|0|976.0|0|0.0|100
0|2022-01-09|75794.0|0|75794.0|0|976.0|0|0.0|100
0|2022-01-10|77769.0|0|77769.0|0|980.0|0|0.0|100
0|2022-01-11|79298.0|0|79298.0|0|982.0|0|0.0|100
0|2022-01-12|80882.0|0|80882.0|0|984.0|0|0.0|100
0|2022-01-13|80882.0|0|82760.0|0|984.0|0|0.0|100
0|2022-01-14|84208.0|0|84208.0|0|988.0|0|0.0|100
0|2022-01-15|85555.0|0|85555.0|0|990.0|0|0.0|100
0|2022-01-16|86224.0|0|86224.0|0|990.0|0|0.0|100
0|2022-01-17|86979.0|0|0.0|100|990.0|0|0.0|100
