|dates|SantaFe_NewMexico_UnitedStates.JHU_ConfirmedCases.data|SantaFe_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|SantaFe_NewMexico_UnitedStates.NYT_ConfirmedCases.data|SantaFe_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|SantaFe_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|SantaFe_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|SantaFe_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|SantaFe_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-29|16734.0|0|16967.0|0|200.0|0|0.0|100
0|2021-12-30|16918.0|0|17151.0|0|204.0|0|0.0|100
0|2021-12-31|16918.0|0|17151.0|0|204.0|0|0.0|100
0|2022-01-01|16918.0|0|17151.0|0|204.0|0|0.0|100
0|2022-01-02|16918.0|0|17151.0|0|204.0|0|0.0|100
0|2022-01-03|17612.0|0|17845.0|0|205.0|0|0.0|100
0|2022-01-04|17709.0|0|17942.0|0|208.0|0|0.0|100
0|2022-01-05|17846.0|0|18079.0|0|208.0|0|0.0|100
0|2022-01-06|18108.0|0|18341.0|0|209.0|0|0.0|100
0|2022-01-07|18502.0|0|18735.0|0|210.0|0|0.0|100
0|2022-01-08|18502.0|0|18735.0|0|210.0|0|0.0|100
0|2022-01-09|18502.0|0|18735.0|0|210.0|0|0.0|100
0|2022-01-10|19156.0|0|19389.0|0|210.0|0|0.0|100
0|2022-01-11|19349.0|0|19582.0|0|211.0|0|0.0|100
0|2022-01-12|19837.0|0|20070.0|0|212.0|0|0.0|100
0|2022-01-13|19837.0|0|20388.0|0|212.0|0|0.0|100
0|2022-01-14|20553.0|0|20786.0|0|215.0|0|0.0|100
0|2022-01-15|20553.0|0|20786.0|0|215.0|0|0.0|100
0|2022-01-16|20553.0|0|20786.0|0|215.0|0|0.0|100
0|2022-01-17|20553.0|0|0.0|100|215.0|0|0.0|100
