|dates|Comanche_Kansas_UnitedStates.JHU_ConfirmedCases.data|Comanche_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Comanche_Kansas_UnitedStates.NYT_ConfirmedCases.data|Comanche_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Comanche_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Comanche_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Comanche_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Comanche_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-14|346.0|0|346.0|0|13.0|0|0.0|100
0|2021-12-15|348.0|0|348.0|0|13.0|0|0.0|100
0|2021-12-16|348.0|0|348.0|0|13.0|0|0.0|100
0|2021-12-17|351.0|0|351.0|0|13.0|0|0.0|100
0|2021-12-18|351.0|0|351.0|0|13.0|0|0.0|100
0|2021-12-19|351.0|0|351.0|0|13.0|0|0.0|100
0|2021-12-20|352.0|0|352.0|0|13.0|0|0.0|100
0|2021-12-21|352.0|0|352.0|0|13.0|0|0.0|100
0|2021-12-22|356.0|0|356.0|0|13.0|0|0.0|100
0|2021-12-23|356.0|0|356.0|0|13.0|0|0.0|100
0|2021-12-24|356.0|0|356.0|0|13.0|0|0.0|100
0|2021-12-25|356.0|0|356.0|0|13.0|0|0.0|100
0|2021-12-26|356.0|0|356.0|0|13.0|0|0.0|100
0|2021-12-27|359.0|0|359.0|0|13.0|0|0.0|100
0|2021-12-28|359.0|0|359.0|0|13.0|0|0.0|100
0|2021-12-29|360.0|0|360.0|0|13.0|0|0.0|100
0|2021-12-30|360.0|0|360.0|0|13.0|0|0.0|100
0|2021-12-31|360.0|0|360.0|0|13.0|0|0.0|100
0|2022-01-01|360.0|0|360.0|0|13.0|0|0.0|100
0|2022-01-02|360.0|0|360.0|0|13.0|0|0.0|100
0|2022-01-03|365.0|0|365.0|0|13.0|0|0.0|100
0|2022-01-04|365.0|0|365.0|0|13.0|0|0.0|100
0|2022-01-05|369.0|0|369.0|0|13.0|0|0.0|100
0|2022-01-06|369.0|0|369.0|0|13.0|0|0.0|100
0|2022-01-07|371.0|0|371.0|0|13.0|0|0.0|100
0|2022-01-08|371.0|0|371.0|0|13.0|0|0.0|100
0|2022-01-09|371.0|0|371.0|0|13.0|0|0.0|100
0|2022-01-10|373.0|0|373.0|0|13.0|0|0.0|100
0|2022-01-11|373.0|0|373.0|0|13.0|0|0.0|100
0|2022-01-12|373.0|0|376.0|0|13.0|0|0.0|100
0|2022-01-13|373.0|0|379.0|0|13.0|0|0.0|100
0|2022-01-14|390.0|0|390.0|0|13.0|0|0.0|100
0|2022-01-15|390.0|0|390.0|0|13.0|0|0.0|100
0|2022-01-16|390.0|0|390.0|0|13.0|0|0.0|100
0|2022-01-17|390.0|0|0.0|100|13.0|0|0.0|100
