|dates|Putnam_NewYork_UnitedStates.JHU_ConfirmedCases.data|Putnam_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Putnam_NewYork_UnitedStates.NYT_ConfirmedCases.data|Putnam_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Putnam_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Putnam_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Putnam_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Putnam_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-01|16740.0|0|17260.0|0|106.0|0|0.0|100
0|2022-01-02|16740.0|0|17569.0|0|106.0|0|0.0|100
0|2022-01-03|17828.0|0|17828.0|0|106.0|0|0.0|100
0|2022-01-04|18156.0|0|18156.0|0|106.0|0|0.0|100
0|2022-01-05|18503.0|0|18503.0|0|106.0|0|0.0|100
0|2022-01-06|18882.0|0|18882.0|0|106.0|0|0.0|100
0|2022-01-07|19290.0|0|19290.0|0|106.0|0|0.0|100
0|2022-01-08|19693.0|0|19693.0|0|106.0|0|0.0|100
0|2022-01-09|20016.0|0|20016.0|0|108.0|0|0.0|100
0|2022-01-10|20268.0|0|20268.0|0|108.0|0|0.0|100
0|2022-01-11|20439.0|0|20439.0|0|109.0|0|0.0|100
0|2022-01-12|20671.0|0|20671.0|0|110.0|0|0.0|100
0|2022-01-13|20671.0|0|20931.0|0|110.0|0|0.0|100
0|2022-01-14|21197.0|0|21197.0|0|111.0|0|0.0|100
0|2022-01-15|21431.0|0|21431.0|0|112.0|0|0.0|100
0|2022-01-16|21613.0|0|21613.0|0|112.0|0|0.0|100
0|2022-01-17|21747.0|0|0.0|100|112.0|0|0.0|100
