|dates|Sevier_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Sevier_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Sevier_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Sevier_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Sevier_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Sevier_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Sevier_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Sevier_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-25|4204.0|0|4204.0|0|63.0|0|0.0|100
0|2021-12-26|4206.0|0|4206.0|0|63.0|0|0.0|100
0|2021-12-27|4206.0|0|4206.0|0|63.0|0|0.0|100
0|2021-12-28|4226.0|0|4226.0|0|63.0|0|0.0|100
0|2021-12-29|4228.0|0|4228.0|0|63.0|0|0.0|100
0|2021-12-30|4229.0|0|4229.0|0|63.0|0|0.0|100
0|2021-12-31|4240.0|0|4240.0|0|63.0|0|0.0|100
0|2022-01-01|4256.0|0|4256.0|0|63.0|0|0.0|100
0|2022-01-02|4254.0|0|4254.0|0|63.0|0|0.0|100
0|2022-01-03|4259.0|0|4259.0|0|63.0|0|0.0|100
0|2022-01-04|4281.0|0|4281.0|0|63.0|0|0.0|100
0|2022-01-05|4300.0|0|4300.0|0|63.0|0|0.0|100
0|2022-01-06|4330.0|0|4330.0|0|63.0|0|0.0|100
0|2022-01-07|4391.0|0|4391.0|0|63.0|0|0.0|100
0|2022-01-08|4446.0|0|4446.0|0|63.0|0|0.0|100
0|2022-01-09|4446.0|0|4446.0|0|63.0|0|0.0|100
0|2022-01-10|4490.0|0|4490.0|0|63.0|0|0.0|100
0|2022-01-11|4540.0|0|4540.0|0|63.0|0|0.0|100
0|2022-01-12|4624.0|0|4624.0|0|63.0|0|0.0|100
0|2022-01-13|4624.0|0|4671.0|0|63.0|0|0.0|100
0|2022-01-14|4735.0|0|4735.0|0|63.0|0|0.0|100
0|2022-01-15|4823.0|0|4823.0|0|63.0|0|0.0|100
0|2022-01-16|4881.0|0|4881.0|0|63.0|0|0.0|100
0|2022-01-17|4918.0|0|0.0|100|63.0|0|0.0|100
