|dates|McLean_Kentucky_UnitedStates.JHU_ConfirmedCases.data|McLean_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|McLean_Kentucky_UnitedStates.NYT_ConfirmedCases.data|McLean_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|McLean_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|McLean_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|McLean_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|McLean_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-18|1532.0|0|1531.0|0|41.0|0|0.0|100
0|2021-11-19|1533.0|0|1532.0|0|41.0|0|0.0|100
0|2021-11-20|1533.0|0|1532.0|0|41.0|0|0.0|100
0|2021-11-21|1533.0|0|1532.0|0|41.0|0|0.0|100
0|2021-11-22|1540.0|0|1539.0|0|41.0|0|0.0|100
0|2021-11-23|1543.0|0|1542.0|0|41.0|0|0.0|100
0|2021-11-24|1552.0|0|1551.0|0|41.0|0|0.0|100
0|2021-11-25|1552.0|0|1551.0|0|41.0|0|0.0|100
0|2021-11-26|1552.0|0|1551.0|0|41.0|0|0.0|100
0|2021-11-27|1552.0|0|1551.0|0|41.0|0|0.0|100
0|2021-11-28|1552.0|0|1551.0|0|41.0|0|0.0|100
0|2021-11-29|1570.0|0|1569.0|0|41.0|0|0.0|100
0|2021-11-30|1577.0|0|1576.0|0|41.0|0|0.0|100
0|2021-12-01|1586.0|0|1585.0|0|41.0|0|0.0|100
0|2021-12-02|1586.0|0|1598.0|0|41.0|0|0.0|100
0|2021-12-03|1613.0|0|1612.0|0|41.0|0|0.0|100
0|2021-12-04|1613.0|0|1612.0|0|41.0|0|0.0|100
0|2021-12-05|1613.0|0|1612.0|0|41.0|0|0.0|100
0|2021-12-06|1631.0|0|1630.0|0|41.0|0|0.0|100
0|2021-12-07|1640.0|0|1639.0|0|41.0|0|0.0|100
0|2021-12-08|1657.0|0|1656.0|0|41.0|0|0.0|100
0|2021-12-09|1667.0|0|1666.0|0|41.0|0|0.0|100
0|2021-12-10|1680.0|0|1679.0|0|41.0|0|0.0|100
0|2021-12-11|1680.0|0|1679.0|0|41.0|0|0.0|100
0|2021-12-12|1680.0|0|1679.0|0|41.0|0|0.0|100
0|2021-12-13|1694.0|0|1693.0|0|41.0|0|0.0|100
0|2021-12-14|1694.0|0|1697.0|0|41.0|0|0.0|100
0|2021-12-15|1702.0|0|1701.0|0|41.0|0|0.0|100
0|2021-12-16|1707.0|0|1706.0|0|41.0|0|0.0|100
0|2021-12-17|1712.0|0|1711.0|0|41.0|0|0.0|100
0|2021-12-18|1712.0|0|1711.0|0|41.0|0|0.0|100
0|2021-12-19|1712.0|0|1711.0|0|41.0|0|0.0|100
0|2021-12-20|1720.0|0|1719.0|0|41.0|0|0.0|100
0|2021-12-21|1723.0|0|1722.0|0|41.0|0|0.0|100
0|2021-12-22|1728.0|0|1727.0|0|41.0|0|0.0|100
0|2021-12-23|1728.0|0|1727.0|0|41.0|0|0.0|100
0|2021-12-24|1728.0|0|1727.0|0|41.0|0|0.0|100
0|2021-12-25|1728.0|0|1727.0|0|41.0|0|0.0|100
0|2021-12-26|1728.0|0|1727.0|0|41.0|0|0.0|100
0|2021-12-27|1742.0|0|1741.0|0|42.0|0|0.0|100
0|2021-12-28|1749.0|0|1748.0|0|42.0|0|0.0|100
0|2021-12-29|1758.0|0|1757.0|0|42.0|0|0.0|100
0|2021-12-30|1758.0|0|1757.0|0|42.0|0|0.0|100
0|2021-12-31|1758.0|0|1757.0|0|42.0|0|0.0|100
0|2022-01-01|1758.0|0|1757.0|0|42.0|0|0.0|100
0|2022-01-02|1758.0|0|1757.0|0|42.0|0|0.0|100
0|2022-01-03|1798.0|0|1797.0|0|44.0|0|0.0|100
0|2022-01-04|1807.0|0|1806.0|0|44.0|0|0.0|100
0|2022-01-05|1822.0|0|1821.0|0|44.0|0|0.0|100
0|2022-01-06|1836.0|0|1835.0|0|44.0|0|0.0|100
0|2022-01-07|1854.0|0|1853.0|0|44.0|0|0.0|100
0|2022-01-08|1854.0|0|1853.0|0|44.0|0|0.0|100
0|2022-01-09|1854.0|0|1853.0|0|44.0|0|0.0|100
0|2022-01-10|1877.0|0|1876.0|0|44.0|0|0.0|100
0|2022-01-11|1884.0|0|1883.0|0|44.0|0|0.0|100
0|2022-01-12|1908.0|0|1907.0|0|44.0|0|0.0|100
0|2022-01-13|1908.0|0|1933.0|0|44.0|0|0.0|100
0|2022-01-14|1956.0|0|1955.0|0|44.0|0|0.0|100
0|2022-01-15|1956.0|0|1955.0|0|44.0|0|0.0|100
0|2022-01-16|1956.0|0|1955.0|0|44.0|0|0.0|100
0|2022-01-17|1956.0|0|0.0|100|44.0|0|0.0|100
