|dates|Scott_Indiana_UnitedStates.JHU_ConfirmedCases.data|Scott_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Scott_Indiana_UnitedStates.NYT_ConfirmedCases.data|Scott_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Scott_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Scott_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Scott_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Scott_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-04|4915.0|0|4921.0|0|80.0|0|0.0|100
0|2021-12-05|4915.0|0|4921.0|0|80.0|0|0.0|100
0|2021-12-06|4989.0|0|4995.0|0|80.0|0|0.0|100
0|2021-12-07|4996.0|0|5002.0|0|80.0|0|0.0|100
0|2021-12-08|5024.0|0|5030.0|0|80.0|0|0.0|100
0|2021-12-09|5043.0|0|5049.0|0|80.0|0|0.0|100
0|2021-12-10|5071.0|0|5077.0|0|80.0|0|0.0|100
0|2021-12-11|5071.0|0|5077.0|0|80.0|0|0.0|100
0|2021-12-12|5071.0|0|5077.0|0|80.0|0|0.0|100
0|2021-12-13|5137.0|0|5143.0|0|81.0|0|0.0|100
0|2021-12-14|5137.0|0|5161.0|0|81.0|0|0.0|100
0|2021-12-15|5181.0|0|5188.0|0|81.0|0|0.0|100
0|2021-12-16|5211.0|0|5218.0|0|82.0|0|0.0|100
0|2021-12-17|5242.0|0|5249.0|0|82.0|0|0.0|100
0|2021-12-18|5242.0|0|5249.0|0|82.0|0|0.0|100
0|2021-12-19|5242.0|0|5249.0|0|82.0|0|0.0|100
0|2021-12-20|5290.0|0|5297.0|0|82.0|0|0.0|100
0|2021-12-21|5301.0|0|5309.0|0|82.0|0|0.0|100
0|2021-12-22|5324.0|0|5332.0|0|82.0|0|0.0|100
0|2021-12-23|5324.0|0|5332.0|0|82.0|0|0.0|100
0|2021-12-24|5324.0|0|5332.0|0|82.0|0|0.0|100
0|2021-12-25|5324.0|0|5332.0|0|82.0|0|0.0|100
0|2021-12-26|5324.0|0|5332.0|0|82.0|0|0.0|100
0|2021-12-27|5397.0|0|5405.0|0|82.0|0|0.0|100
0|2021-12-28|5419.0|0|5427.0|0|82.0|0|0.0|100
0|2021-12-29|5468.0|0|5476.0|0|82.0|0|0.0|100
0|2021-12-30|5506.0|0|5514.0|0|82.0|0|0.0|100
0|2021-12-31|5506.0|0|5514.0|0|82.0|0|0.0|100
0|2022-01-01|5506.0|0|5514.0|0|82.0|0|0.0|100
0|2022-01-02|5506.0|0|5514.0|0|82.0|0|0.0|100
0|2022-01-03|5581.0|0|5589.0|0|82.0|0|0.0|100
0|2022-01-04|5605.0|0|5613.0|0|82.0|0|0.0|100
0|2022-01-05|5665.0|0|5673.0|0|82.0|0|0.0|100
0|2022-01-06|5707.0|0|5715.0|0|84.0|0|0.0|100
0|2022-01-07|5762.0|0|5770.0|0|85.0|0|0.0|100
0|2022-01-08|5762.0|0|5770.0|0|85.0|0|0.0|100
0|2022-01-09|5762.0|0|5770.0|0|85.0|0|0.0|100
0|2022-01-10|5875.0|0|5883.0|0|85.0|0|0.0|100
0|2022-01-11|5918.0|0|5926.0|0|85.0|0|0.0|100
0|2022-01-12|5976.0|0|5984.0|0|85.0|0|0.0|100
0|2022-01-13|5976.0|0|6057.0|0|85.0|0|0.0|100
0|2022-01-14|6127.0|0|6135.0|0|86.0|0|0.0|100
0|2022-01-15|6127.0|0|6135.0|0|86.0|0|0.0|100
0|2022-01-16|6127.0|0|6135.0|0|86.0|0|0.0|100
0|2022-01-17|6290.0|0|0.0|100|86.0|0|0.0|100
