|dates|Grant_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Grant_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Grant_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Grant_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Grant_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Grant_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Grant_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Grant_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-28|83.0|0|83.0|0|4.0|0|0.0|100
0|2021-11-29|83.0|0|83.0|0|4.0|0|0.0|100
0|2021-11-30|84.0|0|84.0|0|4.0|0|0.0|100
0|2021-12-01|84.0|0|84.0|0|4.0|0|0.0|100
0|2021-12-02|84.0|0|84.0|0|4.0|0|0.0|100
0|2021-12-03|84.0|0|84.0|0|4.0|0|0.0|100
0|2021-12-04|84.0|0|84.0|0|4.0|0|0.0|100
0|2021-12-05|84.0|0|84.0|0|4.0|0|0.0|100
0|2021-12-06|84.0|0|84.0|0|4.0|0|0.0|100
0|2021-12-07|86.0|0|86.0|0|4.0|0|0.0|100
0|2021-12-08|86.0|0|86.0|0|4.0|0|0.0|100
0|2021-12-09|88.0|0|88.0|0|4.0|0|0.0|100
0|2021-12-10|88.0|0|88.0|0|4.0|0|0.0|100
0|2021-12-11|88.0|0|88.0|0|4.0|0|0.0|100
0|2021-12-12|88.0|0|88.0|0|4.0|0|0.0|100
0|2021-12-13|89.0|0|89.0|0|4.0|0|0.0|100
0|2021-12-14|89.0|0|89.0|0|4.0|0|0.0|100
0|2021-12-15|89.0|0|89.0|0|4.0|0|0.0|100
0|2021-12-16|89.0|0|89.0|0|4.0|0|0.0|100
0|2021-12-17|89.0|0|89.0|0|4.0|0|0.0|100
0|2021-12-18|89.0|0|89.0|0|4.0|0|0.0|100
0|2021-12-19|89.0|0|89.0|0|4.0|0|0.0|100
0|2021-12-20|89.0|0|89.0|0|4.0|0|0.0|100
0|2021-12-21|89.0|0|89.0|0|4.0|0|0.0|100
0|2021-12-22|88.0|0|88.0|0|4.0|0|0.0|100
0|2021-12-23|90.0|0|90.0|0|4.0|0|0.0|100
0|2021-12-24|90.0|0|90.0|0|4.0|0|0.0|100
0|2021-12-25|90.0|0|90.0|0|4.0|0|0.0|100
0|2021-12-26|90.0|0|90.0|0|4.0|0|0.0|100
0|2021-12-27|90.0|0|90.0|0|4.0|0|0.0|100
0|2021-12-28|90.0|0|90.0|0|4.0|0|0.0|100
0|2021-12-29|90.0|0|90.0|0|4.0|0|0.0|100
0|2021-12-30|90.0|0|90.0|0|4.0|0|0.0|100
0|2021-12-31|90.0|0|90.0|0|4.0|0|0.0|100
0|2022-01-01|90.0|0|90.0|0|4.0|0|0.0|100
0|2022-01-02|90.0|0|90.0|0|4.0|0|0.0|100
0|2022-01-03|91.0|0|91.0|0|4.0|0|0.0|100
0|2022-01-04|91.0|0|91.0|0|4.0|0|0.0|100
0|2022-01-05|91.0|0|91.0|0|4.0|0|0.0|100
0|2022-01-06|91.0|0|91.0|0|4.0|0|0.0|100
0|2022-01-07|91.0|0|91.0|0|4.0|0|0.0|100
0|2022-01-08|91.0|0|91.0|0|4.0|0|0.0|100
0|2022-01-09|91.0|0|91.0|0|4.0|0|0.0|100
0|2022-01-10|91.0|0|91.0|0|4.0|0|0.0|100
0|2022-01-11|92.0|0|92.0|0|4.0|0|0.0|100
0|2022-01-12|94.0|0|94.0|0|4.0|0|0.0|100
0|2022-01-13|94.0|0|94.0|0|4.0|0|0.0|100
0|2022-01-14|94.0|0|94.0|0|4.0|0|0.0|100
0|2022-01-15|94.0|0|94.0|0|4.0|0|0.0|100
0|2022-01-16|94.0|0|94.0|0|4.0|0|0.0|100
0|2022-01-17|94.0|0|0.0|100|4.0|0|0.0|100
