|dates|McKenzie_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|McKenzie_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|McKenzie_NorthDakota_UnitedStates.NYT_ConfirmedCases.data|McKenzie_NorthDakota_UnitedStates.NYT_ConfirmedCases.missing|McKenzie_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|McKenzie_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|McKenzie_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|McKenzie_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-14|2417.0|0|2417.0|0|21.0|0|0.0|100
0|2021-11-15|2419.0|0|2419.0|0|21.0|0|0.0|100
0|2021-11-16|2429.0|0|2429.0|0|21.0|0|0.0|100
0|2021-11-17|2430.0|0|2430.0|0|21.0|0|0.0|100
0|2021-11-18|2434.0|0|2434.0|0|21.0|0|0.0|100
0|2021-11-19|2436.0|0|2436.0|0|21.0|0|0.0|100
0|2021-11-20|2441.0|0|2441.0|0|21.0|0|0.0|100
0|2021-11-21|2441.0|0|2441.0|0|21.0|0|0.0|100
0|2021-11-22|2445.0|0|2445.0|0|21.0|0|0.0|100
0|2021-11-23|2455.0|0|2455.0|0|21.0|0|0.0|100
0|2021-11-24|2464.0|0|2464.0|0|21.0|0|0.0|100
0|2021-11-25|2468.0|0|2468.0|0|22.0|0|0.0|100
0|2021-11-26|2468.0|0|2468.0|0|22.0|0|0.0|100
0|2021-11-27|2472.0|0|2472.0|0|22.0|0|0.0|100
0|2021-11-28|2473.0|0|2473.0|0|22.0|0|0.0|100
0|2021-11-29|2476.0|0|2476.0|0|22.0|0|0.0|100
0|2021-11-30|2491.0|0|2491.0|0|22.0|0|0.0|100
0|2021-12-01|2501.0|0|2501.0|0|22.0|0|0.0|100
0|2021-12-02|2511.0|0|2511.0|0|22.0|0|0.0|100
0|2021-12-03|2511.0|0|2516.0|0|22.0|0|0.0|100
0|2021-12-04|2523.0|0|2523.0|0|22.0|0|0.0|100
0|2021-12-05|2525.0|0|2525.0|0|22.0|0|0.0|100
0|2021-12-06|2528.0|0|2528.0|0|22.0|0|0.0|100
0|2021-12-07|2545.0|0|2545.0|0|22.0|0|0.0|100
0|2021-12-08|2557.0|0|2557.0|0|23.0|0|0.0|100
0|2021-12-09|2562.0|0|2562.0|0|23.0|0|0.0|100
0|2021-12-10|2568.0|0|2568.0|0|23.0|0|0.0|100
0|2021-12-11|2571.0|0|2571.0|0|23.0|0|0.0|100
0|2021-12-12|2584.0|0|2584.0|0|23.0|0|0.0|100
0|2021-12-13|2584.0|0|2584.0|0|23.0|0|0.0|100
0|2021-12-14|2584.0|0|2594.0|0|23.0|0|0.0|100
0|2021-12-15|2603.0|0|2603.0|0|23.0|0|0.0|100
0|2021-12-16|2608.0|0|2608.0|0|23.0|0|0.0|100
0|2021-12-17|2615.0|0|2615.0|0|23.0|0|0.0|100
0|2021-12-18|2618.0|0|2618.0|0|23.0|0|0.0|100
0|2021-12-19|2624.0|0|2624.0|0|23.0|0|0.0|100
0|2021-12-20|2625.0|0|2625.0|0|23.0|0|0.0|100
0|2021-12-21|2631.0|0|2631.0|0|23.0|0|0.0|100
0|2021-12-22|2640.0|0|2640.0|0|23.0|0|0.0|100
0|2021-12-23|2643.0|0|2643.0|0|23.0|0|0.0|100
0|2021-12-24|2647.0|0|2647.0|0|23.0|0|0.0|100
0|2021-12-25|2647.0|0|2647.0|0|23.0|0|0.0|100
0|2021-12-26|2647.0|0|2647.0|0|23.0|0|0.0|100
0|2021-12-27|2650.0|0|2650.0|0|23.0|0|0.0|100
0|2021-12-28|2660.0|0|2660.0|0|23.0|0|0.0|100
0|2021-12-29|2668.0|0|2668.0|0|23.0|0|0.0|100
0|2021-12-30|2675.0|0|2675.0|0|23.0|0|0.0|100
0|2021-12-31|2681.0|0|2681.0|0|23.0|0|0.0|100
0|2022-01-01|2688.0|0|2688.0|0|23.0|0|0.0|100
0|2022-01-02|2691.0|0|2691.0|0|23.0|0|0.0|100
0|2022-01-03|2701.0|0|2701.0|0|23.0|0|0.0|100
0|2022-01-04|2718.0|0|2718.0|0|23.0|0|0.0|100
0|2022-01-05|2733.0|0|2733.0|0|23.0|0|0.0|100
0|2022-01-06|2749.0|0|2749.0|0|23.0|0|0.0|100
0|2022-01-07|2765.0|0|2765.0|0|23.0|0|0.0|100
0|2022-01-08|2772.0|0|2772.0|0|23.0|0|0.0|100
0|2022-01-09|2781.0|0|2781.0|0|23.0|0|0.0|100
0|2022-01-10|2785.0|0|2785.0|0|23.0|0|0.0|100
0|2022-01-11|2806.0|0|2806.0|0|23.0|0|0.0|100
0|2022-01-12|2834.0|0|2834.0|0|23.0|0|0.0|100
0|2022-01-13|2834.0|0|2847.0|0|23.0|0|0.0|100
0|2022-01-14|2858.0|0|2858.0|0|23.0|0|0.0|100
0|2022-01-15|2881.0|0|2881.0|0|23.0|0|0.0|100
0|2022-01-16|2884.0|0|2884.0|0|23.0|0|0.0|100
0|2022-01-17|2886.0|0|0.0|100|23.0|0|0.0|100
