|dates|Beaverhead_Montana_UnitedStates.JHU_ConfirmedCases.data|Beaverhead_Montana_UnitedStates.JHU_ConfirmedCases.missing|Beaverhead_Montana_UnitedStates.NYT_ConfirmedCases.data|Beaverhead_Montana_UnitedStates.NYT_ConfirmedCases.missing|Beaverhead_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Beaverhead_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Beaverhead_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Beaverhead_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-12|1518.0|0|1518.0|0|20.0|0|0.0|100
0|2021-11-13|1518.0|0|1518.0|0|20.0|0|0.0|100
0|2021-11-14|1518.0|0|1518.0|0|20.0|0|0.0|100
0|2021-11-15|1519.0|0|1519.0|0|22.0|0|0.0|100
0|2021-11-16|1520.0|0|1520.0|0|22.0|0|0.0|100
0|2021-11-17|1535.0|0|1535.0|0|22.0|0|0.0|100
0|2021-11-18|1543.0|0|1543.0|0|22.0|0|0.0|100
0|2021-11-19|1549.0|0|1549.0|0|22.0|0|0.0|100
0|2021-11-20|1549.0|0|1549.0|0|22.0|0|0.0|100
0|2021-11-21|1549.0|0|1549.0|0|22.0|0|0.0|100
0|2021-11-22|1554.0|0|1554.0|0|22.0|0|0.0|100
0|2021-11-23|1557.0|0|1557.0|0|22.0|0|0.0|100
0|2021-11-24|1560.0|0|1560.0|0|22.0|0|0.0|100
0|2021-11-25|1560.0|0|1560.0|0|22.0|0|0.0|100
0|2021-11-26|1567.0|0|1567.0|0|22.0|0|0.0|100
0|2021-11-27|1567.0|0|1567.0|0|22.0|0|0.0|100
0|2021-11-28|1567.0|0|1567.0|0|22.0|0|0.0|100
0|2021-11-29|1570.0|0|1570.0|0|22.0|0|0.0|100
0|2021-11-30|1574.0|0|1574.0|0|22.0|0|0.0|100
0|2021-12-01|1579.0|0|1579.0|0|22.0|0|0.0|100
0|2021-12-02|1581.0|0|1581.0|0|22.0|0|0.0|100
0|2021-12-03|1581.0|0|1582.0|0|22.0|0|0.0|100
0|2021-12-04|1582.0|0|1582.0|0|22.0|0|0.0|100
0|2021-12-05|1582.0|0|1582.0|0|22.0|0|0.0|100
0|2021-12-06|1582.0|0|1582.0|0|22.0|0|0.0|100
0|2021-12-07|1590.0|0|1590.0|0|22.0|0|0.0|100
0|2021-12-08|1592.0|0|1592.0|0|22.0|0|0.0|100
0|2021-12-09|1591.0|0|1591.0|0|22.0|0|0.0|100
0|2021-12-10|1592.0|0|1592.0|0|22.0|0|0.0|100
0|2021-12-11|1592.0|0|1592.0|0|22.0|0|0.0|100
0|2021-12-12|1592.0|0|1592.0|0|22.0|0|0.0|100
0|2021-12-13|1592.0|0|1592.0|0|22.0|0|0.0|100
0|2021-12-14|1592.0|0|1592.0|0|22.0|0|0.0|100
0|2021-12-15|1591.0|0|1591.0|0|23.0|0|0.0|100
0|2021-12-16|1593.0|0|1593.0|0|23.0|0|0.0|100
0|2021-12-17|1594.0|0|1594.0|0|23.0|0|0.0|100
0|2021-12-18|1594.0|0|1594.0|0|23.0|0|0.0|100
0|2021-12-19|1594.0|0|1594.0|0|23.0|0|0.0|100
0|2021-12-20|1595.0|0|1595.0|0|23.0|0|0.0|100
0|2021-12-21|1595.0|0|1595.0|0|23.0|0|0.0|100
0|2021-12-22|1601.0|0|1601.0|0|23.0|0|0.0|100
0|2021-12-23|1600.0|0|1600.0|0|23.0|0|0.0|100
0|2021-12-24|1600.0|0|1600.0|0|23.0|0|0.0|100
0|2021-12-25|1600.0|0|1600.0|0|23.0|0|0.0|100
0|2021-12-26|1600.0|0|1600.0|0|23.0|0|0.0|100
0|2021-12-27|1601.0|0|1601.0|0|23.0|0|0.0|100
0|2021-12-28|1601.0|0|1601.0|0|23.0|0|0.0|100
0|2021-12-29|1609.0|0|1609.0|0|23.0|0|0.0|100
0|2021-12-30|1611.0|0|1611.0|0|23.0|0|0.0|100
0|2021-12-31|1611.0|0|1611.0|0|23.0|0|0.0|100
0|2022-01-01|1611.0|0|1611.0|0|23.0|0|0.0|100
0|2022-01-02|1611.0|0|1611.0|0|23.0|0|0.0|100
0|2022-01-03|1615.0|0|1615.0|0|23.0|0|0.0|100
0|2022-01-04|1624.0|0|1624.0|0|23.0|0|0.0|100
0|2022-01-05|1630.0|0|1630.0|0|23.0|0|0.0|100
0|2022-01-06|1642.0|0|1642.0|0|23.0|0|0.0|100
0|2022-01-07|1647.0|0|1647.0|0|23.0|0|0.0|100
0|2022-01-08|1647.0|0|1647.0|0|23.0|0|0.0|100
0|2022-01-09|1647.0|0|1647.0|0|23.0|0|0.0|100
0|2022-01-10|1652.0|0|1652.0|0|23.0|0|0.0|100
0|2022-01-11|1670.0|0|1670.0|0|23.0|0|0.0|100
0|2022-01-12|1677.0|0|1677.0|0|24.0|0|0.0|100
0|2022-01-13|1677.0|0|1688.0|0|24.0|0|0.0|100
0|2022-01-14|1699.0|0|1699.0|0|24.0|0|0.0|100
0|2022-01-15|1699.0|0|1699.0|0|24.0|0|0.0|100
0|2022-01-16|1699.0|0|1699.0|0|24.0|0|0.0|100
0|2022-01-17|1699.0|0|0.0|100|24.0|0|0.0|100
