|dates|Newton_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Newton_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Newton_Indiana_UnitedStates.Male_Total_Population.data|Newton_Indiana_UnitedStates.Male_Total_Population.missing|Newton_Indiana_UnitedStates.Female_Total_Population.data|Newton_Indiana_UnitedStates.Female_Total_Population.missing|Newton_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Newton_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-30|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2021-12-01|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2021-12-02|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2021-12-03|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2021-12-04|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2021-12-05|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2021-12-06|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2021-12-07|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2021-12-08|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2021-12-09|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2021-12-10|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2021-12-11|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2021-12-12|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2021-12-13|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2021-12-14|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2021-12-15|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2021-12-16|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2021-12-17|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2021-12-18|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2021-12-19|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2021-12-20|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2021-12-21|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2021-12-22|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2021-12-23|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2021-12-24|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2021-12-25|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2021-12-26|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2021-12-27|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2021-12-28|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2021-12-29|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2021-12-30|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2021-12-31|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2022-01-01|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2022-01-02|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2022-01-03|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2022-01-04|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2022-01-05|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2022-01-06|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2022-01-07|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2022-01-08|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2022-01-09|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2022-01-10|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2022-01-11|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2022-01-12|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2022-01-13|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2022-01-14|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2022-01-15|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2022-01-16|2728.0|0|7073.0|0|6938.0|0|2954.0|0
0|2022-01-17|2728.0|0|7073.0|0|6938.0|0|2954.0|0
