|dates|Reynolds_Missouri_UnitedStates.JHU_ConfirmedCases.data|Reynolds_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Reynolds_Missouri_UnitedStates.NYT_ConfirmedCases.data|Reynolds_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Reynolds_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Reynolds_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Reynolds_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Reynolds_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|725.0|0|793.0|0|9.0|0|0.0|100
0|2021-11-10|730.0|0|800.0|0|9.0|0|0.0|100
0|2021-11-11|730.0|0|800.0|0|9.0|0|0.0|100
0|2021-11-12|731.0|0|800.0|0|9.0|0|0.0|100
0|2021-11-13|734.0|0|800.0|0|9.0|0|0.0|100
0|2021-11-14|735.0|0|800.0|0|9.0|0|0.0|100
0|2021-11-15|735.0|0|800.0|0|9.0|0|0.0|100
0|2021-11-16|736.0|0|800.0|0|9.0|0|0.0|100
0|2021-11-17|738.0|0|807.0|0|9.0|0|0.0|100
0|2021-11-18|749.0|0|809.0|0|9.0|0|0.0|100
0|2021-11-19|754.0|0|809.0|0|9.0|0|0.0|100
0|2021-11-20|759.0|0|809.0|0|9.0|0|0.0|100
0|2021-11-21|759.0|0|809.0|0|9.0|0|0.0|100
0|2021-11-22|758.0|0|812.0|0|9.0|0|0.0|100
0|2021-11-23|758.0|0|812.0|0|9.0|0|0.0|100
0|2021-11-24|759.0|0|812.0|0|9.0|0|0.0|100
0|2021-11-25|759.0|0|812.0|0|9.0|0|0.0|100
0|2021-11-26|759.0|0|812.0|0|9.0|0|0.0|100
0|2021-11-27|759.0|0|812.0|0|9.0|0|0.0|100
0|2021-11-28|759.0|0|812.0|0|9.0|0|0.0|100
0|2021-11-29|768.0|0|818.0|0|9.0|0|0.0|100
0|2021-11-30|770.0|0|818.0|0|9.0|0|0.0|100
0|2021-12-01|776.0|0|797.0|0|9.0|0|0.0|100
0|2021-12-02|779.0|0|804.0|0|12.0|0|0.0|100
0|2021-12-03|779.0|0|804.0|0|12.0|0|0.0|100
0|2021-12-04|782.0|0|805.0|0|12.0|0|0.0|100
0|2021-12-05|783.0|0|806.0|0|12.0|0|0.0|100
0|2021-12-06|785.0|0|810.0|0|12.0|0|0.0|100
0|2021-12-07|790.0|0|813.0|0|12.0|0|0.0|100
0|2021-12-08|794.0|0|815.0|0|12.0|0|0.0|100
0|2021-12-09|795.0|0|815.0|0|12.0|0|0.0|100
0|2021-12-10|799.0|0|817.0|0|12.0|0|0.0|100
0|2021-12-11|801.0|0|818.0|0|12.0|0|0.0|100
0|2021-12-12|803.0|0|819.0|0|12.0|0|0.0|100
0|2021-12-13|803.0|0|819.0|0|12.0|0|0.0|100
0|2021-12-14|803.0|0|819.0|0|12.0|0|0.0|100
0|2021-12-15|806.0|0|821.0|0|12.0|0|0.0|100
0|2021-12-16|811.0|0|823.0|0|12.0|0|0.0|100
0|2021-12-17|813.0|0|824.0|0|12.0|0|0.0|100
0|2021-12-18|817.0|0|826.0|0|12.0|0|0.0|100
0|2021-12-19|818.0|0|827.0|0|12.0|0|0.0|100
0|2021-12-20|818.0|0|827.0|0|12.0|0|0.0|100
0|2021-12-21|824.0|0|830.0|0|13.0|0|0.0|100
0|2021-12-22|830.0|0|833.0|0|13.0|0|0.0|100
0|2021-12-23|834.0|0|834.0|0|13.0|0|0.0|100
0|2021-12-24|834.0|0|834.0|0|13.0|0|0.0|100
0|2021-12-25|834.0|0|834.0|0|13.0|0|0.0|100
0|2021-12-26|834.0|0|834.0|0|13.0|0|0.0|100
0|2021-12-27|843.0|0|843.0|0|13.0|0|0.0|100
0|2021-12-28|846.0|0|846.0|0|16.0|0|0.0|100
0|2021-12-29|850.0|0|850.0|0|16.0|0|0.0|100
0|2021-12-30|851.0|0|851.0|0|16.0|0|0.0|100
0|2021-12-31|851.0|0|851.0|0|16.0|0|0.0|100
0|2022-01-01|851.0|0|851.0|0|16.0|0|0.0|100
0|2022-01-02|851.0|0|851.0|0|16.0|0|0.0|100
0|2022-01-03|851.0|0|855.0|0|16.0|0|0.0|100
0|2022-01-04|860.0|0|860.0|0|17.0|0|0.0|100
0|2022-01-05|863.0|0|863.0|0|17.0|0|0.0|100
0|2022-01-06|866.0|0|866.0|0|17.0|0|0.0|100
0|2022-01-07|869.0|0|869.0|0|17.0|0|0.0|100
0|2022-01-08|871.0|0|871.0|0|17.0|0|0.0|100
0|2022-01-09|873.0|0|873.0|0|17.0|0|0.0|100
0|2022-01-10|876.0|0|876.0|0|17.0|0|0.0|100
0|2022-01-11|885.0|0|885.0|0|17.0|0|0.0|100
0|2022-01-12|899.0|0|899.0|0|18.0|0|0.0|100
0|2022-01-13|899.0|0|910.0|0|18.0|0|0.0|100
0|2022-01-14|916.0|0|916.0|0|18.0|0|0.0|100
0|2022-01-15|931.0|0|931.0|0|18.0|0|0.0|100
0|2022-01-16|931.0|0|931.0|0|18.0|0|0.0|100
0|2022-01-17|931.0|0|0.0|100|18.0|0|0.0|100
