|dates|Harper_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Harper_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Harper_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Harper_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Harper_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Harper_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Harper_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Harper_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-02|540.0|0|540.0|0|10.0|0|0.0|100
0|2021-12-03|540.0|0|540.0|0|10.0|0|0.0|100
0|2021-12-04|540.0|0|540.0|0|10.0|0|0.0|100
0|2021-12-05|540.0|0|540.0|0|10.0|0|0.0|100
0|2021-12-06|540.0|0|540.0|0|10.0|0|0.0|100
0|2021-12-07|540.0|0|540.0|0|10.0|0|0.0|100
0|2021-12-08|549.0|0|549.0|0|10.0|0|0.0|100
0|2021-12-09|549.0|0|549.0|0|10.0|0|0.0|100
0|2021-12-10|549.0|0|549.0|0|10.0|0|0.0|100
0|2021-12-11|549.0|0|549.0|0|10.0|0|0.0|100
0|2021-12-12|549.0|0|549.0|0|10.0|0|0.0|100
0|2021-12-13|549.0|0|549.0|0|10.0|0|0.0|100
0|2021-12-14|549.0|0|549.0|0|10.0|0|0.0|100
0|2021-12-15|550.0|0|550.0|0|10.0|0|0.0|100
0|2021-12-16|550.0|0|550.0|0|10.0|0|0.0|100
0|2021-12-17|550.0|0|550.0|0|10.0|0|0.0|100
0|2021-12-18|550.0|0|550.0|0|10.0|0|0.0|100
0|2021-12-19|550.0|0|550.0|0|10.0|0|0.0|100
0|2021-12-20|550.0|0|550.0|0|10.0|0|0.0|100
0|2021-12-21|550.0|0|550.0|0|10.0|0|0.0|100
0|2021-12-22|550.0|0|550.0|0|10.0|0|0.0|100
0|2021-12-23|550.0|0|550.0|0|10.0|0|0.0|100
0|2021-12-24|550.0|0|550.0|0|10.0|0|0.0|100
0|2021-12-25|550.0|0|550.0|0|10.0|0|0.0|100
0|2021-12-26|550.0|0|550.0|0|10.0|0|0.0|100
0|2021-12-27|550.0|0|550.0|0|10.0|0|0.0|100
0|2021-12-28|550.0|0|550.0|0|10.0|0|0.0|100
0|2021-12-29|551.0|0|551.0|0|10.0|0|0.0|100
0|2021-12-30|551.0|0|551.0|0|10.0|0|0.0|100
0|2021-12-31|551.0|0|551.0|0|10.0|0|0.0|100
0|2022-01-01|551.0|0|551.0|0|10.0|0|0.0|100
0|2022-01-02|551.0|0|551.0|0|10.0|0|0.0|100
0|2022-01-03|551.0|0|551.0|0|10.0|0|0.0|100
0|2022-01-04|551.0|0|551.0|0|10.0|0|0.0|100
0|2022-01-05|567.0|0|567.0|0|10.0|0|0.0|100
0|2022-01-06|567.0|0|567.0|0|10.0|0|0.0|100
0|2022-01-07|567.0|0|567.0|0|10.0|0|0.0|100
0|2022-01-08|567.0|0|567.0|0|10.0|0|0.0|100
0|2022-01-09|567.0|0|567.0|0|10.0|0|0.0|100
0|2022-01-10|567.0|0|567.0|0|10.0|0|0.0|100
0|2022-01-11|567.0|0|567.0|0|10.0|0|0.0|100
0|2022-01-12|588.0|0|588.0|0|10.0|0|0.0|100
0|2022-01-13|588.0|0|588.0|0|10.0|0|0.0|100
0|2022-01-14|588.0|0|588.0|0|10.0|0|0.0|100
0|2022-01-15|588.0|0|588.0|0|10.0|0|0.0|100
0|2022-01-16|588.0|0|588.0|0|10.0|0|0.0|100
0|2022-01-17|588.0|0|0.0|100|10.0|0|0.0|100
