|dates|Jackson_Alabama_UnitedStates.JHU_ConfirmedCases.data|Jackson_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Alabama_UnitedStates.NYT_ConfirmedCases.data|Jackson_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Jackson_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-24|10157.0|0|10157.0|0|194.0|0|0.0|100
0|2021-11-25|10151.0|0|10151.0|0|194.0|0|0.0|100
0|2021-11-26|10151.0|0|10151.0|0|194.0|0|0.0|100
0|2021-11-27|10157.0|0|10157.0|0|194.0|0|0.0|100
0|2021-11-28|10161.0|0|10161.0|0|194.0|0|0.0|100
0|2021-11-29|10162.0|0|10162.0|0|194.0|0|0.0|100
0|2021-11-30|10170.0|0|10170.0|0|194.0|0|0.0|100
0|2021-12-01|10177.0|0|10177.0|0|194.0|0|0.0|100
0|2021-12-02|10191.0|0|10191.0|0|195.0|0|0.0|100
0|2021-12-03|10204.0|0|10204.0|0|195.0|0|0.0|100
0|2021-12-04|10214.0|0|10214.0|0|196.0|0|0.0|100
0|2021-12-05|10217.0|0|10217.0|0|196.0|0|0.0|100
0|2021-12-06|10221.0|0|10221.0|0|196.0|0|0.0|100
0|2021-12-07|10237.0|0|10237.0|0|196.0|0|0.0|100
0|2021-12-08|10245.0|0|10245.0|0|196.0|0|0.0|100
0|2021-12-09|10258.0|0|10258.0|0|196.0|0|0.0|100
0|2021-12-10|10273.0|0|10273.0|0|197.0|0|0.0|100
0|2021-12-11|10294.0|0|10294.0|0|199.0|0|0.0|100
0|2021-12-12|10297.0|0|10297.0|0|199.0|0|0.0|100
0|2021-12-13|10301.0|0|10301.0|0|199.0|0|0.0|100
0|2021-12-14|10301.0|0|10317.0|0|199.0|0|0.0|100
0|2021-12-15|10328.0|0|10328.0|0|199.0|0|0.0|100
0|2021-12-16|10345.0|0|10345.0|0|200.0|0|0.0|100
0|2021-12-17|10354.0|0|10354.0|0|200.0|0|0.0|100
0|2021-12-18|10360.0|0|10360.0|0|200.0|0|0.0|100
0|2021-12-19|10362.0|0|10362.0|0|200.0|0|0.0|100
0|2021-12-20|10368.0|0|10368.0|0|200.0|0|0.0|100
0|2021-12-21|10398.0|0|10398.0|0|200.0|0|0.0|100
0|2021-12-22|10412.0|0|10412.0|0|200.0|0|0.0|100
0|2021-12-23|10437.0|0|10437.0|0|200.0|0|0.0|100
0|2021-12-24|10462.0|0|10462.0|0|200.0|0|0.0|100
0|2021-12-25|10482.0|0|10482.0|0|200.0|0|0.0|100
0|2021-12-26|10485.0|0|10485.0|0|200.0|0|0.0|100
0|2021-12-27|10489.0|0|10489.0|0|200.0|0|0.0|100
0|2021-12-28|10508.0|0|10508.0|0|200.0|0|0.0|100
0|2021-12-29|10539.0|0|10539.0|0|201.0|0|0.0|100
0|2021-12-30|10577.0|0|10577.0|0|201.0|0|0.0|100
0|2021-12-31|10637.0|0|10637.0|0|201.0|0|0.0|100
0|2022-01-01|10637.0|0|10637.0|0|201.0|0|0.0|100
0|2022-01-02|10699.0|0|10699.0|0|201.0|0|0.0|100
0|2022-01-03|10711.0|0|10711.0|0|201.0|0|0.0|100
0|2022-01-04|10763.0|0|10763.0|0|201.0|0|0.0|100
0|2022-01-05|10840.0|0|10840.0|0|201.0|0|0.0|100
0|2022-01-06|10916.0|0|10916.0|0|202.0|0|0.0|100
0|2022-01-07|11010.0|0|11010.0|0|202.0|0|0.0|100
0|2022-01-08|11060.0|0|11060.0|0|203.0|0|0.0|100
0|2022-01-09|11121.0|0|11121.0|0|203.0|0|0.0|100
0|2022-01-10|11143.0|0|11143.0|0|203.0|0|0.0|100
0|2022-01-11|11225.0|0|11225.0|0|203.0|0|0.0|100
0|2022-01-12|11314.0|0|11314.0|0|204.0|0|0.0|100
0|2022-01-13|11314.0|0|11314.0|0|204.0|0|0.0|100
0|2022-01-14|11314.0|0|11314.0|0|204.0|0|0.0|100
0|2022-01-15|11314.0|0|11314.0|0|204.0|0|0.0|100
0|2022-01-16|11809.0|0|11809.0|0|207.0|0|0.0|100
0|2022-01-17|11857.0|0|0.0|100|207.0|0|0.0|100
