|dates|Richland_Illinois_UnitedStates.JHU_ConfirmedCases.data|Richland_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Richland_Illinois_UnitedStates.NYT_ConfirmedCases.data|Richland_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Richland_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Richland_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Richland_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Richland_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-27|3433.0|0|3433.0|0|67.0|0|0.0|100
0|2021-12-28|3443.0|0|3443.0|0|67.0|0|0.0|100
0|2021-12-29|3466.0|0|3466.0|0|67.0|0|0.0|100
0|2021-12-30|3483.0|0|3483.0|0|67.0|0|0.0|100
0|2021-12-31|3483.0|0|3483.0|0|67.0|0|0.0|100
0|2022-01-01|3483.0|0|3483.0|0|67.0|0|0.0|100
0|2022-01-02|3483.0|0|3483.0|0|67.0|0|0.0|100
0|2022-01-03|3523.0|0|3523.0|0|67.0|0|0.0|100
0|2022-01-04|3542.0|0|3542.0|0|67.0|0|0.0|100
0|2022-01-05|3588.0|0|3588.0|0|67.0|0|0.0|100
0|2022-01-06|3616.0|0|3616.0|0|67.0|0|0.0|100
0|2022-01-07|3684.0|0|3684.0|0|67.0|0|0.0|100
0|2022-01-08|3684.0|0|3684.0|0|67.0|0|0.0|100
0|2022-01-09|3684.0|0|3684.0|0|67.0|0|0.0|100
0|2022-01-10|3745.0|0|3745.0|0|67.0|0|0.0|100
0|2022-01-11|3829.0|0|3829.0|0|67.0|0|0.0|100
0|2022-01-12|3896.0|0|3896.0|0|67.0|0|0.0|100
0|2022-01-13|3896.0|0|3979.0|0|67.0|0|0.0|100
0|2022-01-14|4053.0|0|4053.0|0|67.0|0|0.0|100
0|2022-01-15|4053.0|0|4053.0|0|67.0|0|0.0|100
0|2022-01-16|4053.0|0|4053.0|0|67.0|0|0.0|100
0|2022-01-17|4053.0|0|0.0|100|67.0|0|0.0|100
