|dates|Alachua_Florida_UnitedStates.JHU_ConfirmedCases.data|Alachua_Florida_UnitedStates.JHU_ConfirmedCases.missing|Alachua_Florida_UnitedStates.NYT_ConfirmedCases.data|Alachua_Florida_UnitedStates.NYT_ConfirmedCases.missing|Alachua_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Alachua_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Alachua_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Alachua_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-08|47373.0|0|47057.0|0|285.0|0|0.0|100
0|2022-01-09|47373.0|0|47057.0|0|285.0|0|0.0|100
0|2022-01-10|47373.0|0|47057.0|0|285.0|0|0.0|100
0|2022-01-11|47373.0|0|47057.0|0|285.0|0|0.0|100
0|2022-01-12|47373.0|0|47057.0|0|539.0|0|0.0|100
0|2022-01-13|47373.0|0|47057.0|0|539.0|0|0.0|100
0|2022-01-14|47373.0|0|53586.0|0|539.0|0|0.0|100
0|2022-01-15|53902.0|0|53586.0|0|539.0|0|0.0|100
0|2022-01-16|53902.0|0|53586.0|0|539.0|0|0.0|100
0|2022-01-17|53902.0|0|0.0|100|539.0|0|0.0|100
