|dates|Seminole_Georgia_UnitedStates.JHU_ConfirmedCases.data|Seminole_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Seminole_Georgia_UnitedStates.NYT_ConfirmedCases.data|Seminole_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Seminole_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Seminole_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Seminole_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Seminole_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-15|1521.0|0|1549.0|0|25.0|0|0.0|100
0|2021-11-16|1521.0|0|1549.0|0|25.0|0|0.0|100
0|2021-11-17|1521.0|0|1549.0|0|25.0|0|0.0|100
0|2021-11-18|1521.0|0|1549.0|0|25.0|0|0.0|100
0|2021-11-19|1521.0|0|1549.0|0|25.0|0|0.0|100
0|2021-11-20|1521.0|0|1549.0|0|25.0|0|0.0|100
0|2021-11-21|1521.0|0|1549.0|0|25.0|0|0.0|100
0|2021-11-22|1521.0|0|1549.0|0|25.0|0|0.0|100
0|2021-11-23|1522.0|0|1550.0|0|26.0|0|0.0|100
0|2021-11-24|1524.0|0|1552.0|0|26.0|0|0.0|100
0|2021-11-25|1524.0|0|1552.0|0|26.0|0|0.0|100
0|2021-11-26|1524.0|0|1552.0|0|26.0|0|0.0|100
0|2021-11-27|1524.0|0|1552.0|0|26.0|0|0.0|100
0|2021-11-28|1524.0|0|1552.0|0|26.0|0|0.0|100
0|2021-11-29|1529.0|0|1557.0|0|26.0|0|0.0|100
0|2021-11-30|1530.0|0|1557.0|0|26.0|0|0.0|100
0|2021-12-01|1530.0|0|1557.0|0|26.0|0|0.0|100
0|2021-12-02|1530.0|0|1557.0|0|26.0|0|0.0|100
0|2021-12-03|1531.0|0|1558.0|0|26.0|0|0.0|100
0|2021-12-04|1531.0|0|1558.0|0|26.0|0|0.0|100
0|2021-12-05|1531.0|0|1558.0|0|26.0|0|0.0|100
0|2021-12-06|1532.0|0|1560.0|0|26.0|0|0.0|100
0|2021-12-07|1532.0|0|1560.0|0|26.0|0|0.0|100
0|2021-12-08|1533.0|0|1561.0|0|26.0|0|0.0|100
0|2021-12-09|1533.0|0|1561.0|0|26.0|0|0.0|100
0|2021-12-10|1534.0|0|1562.0|0|26.0|0|0.0|100
0|2021-12-11|1534.0|0|1562.0|0|26.0|0|0.0|100
0|2021-12-12|1534.0|0|1562.0|0|26.0|0|0.0|100
0|2021-12-13|1535.0|0|1563.0|0|26.0|0|0.0|100
0|2021-12-14|1535.0|0|1563.0|0|26.0|0|0.0|100
0|2021-12-15|1536.0|0|1564.0|0|26.0|0|0.0|100
0|2021-12-16|1537.0|0|1565.0|0|26.0|0|0.0|100
0|2021-12-17|1538.0|0|1566.0|0|26.0|0|0.0|100
0|2021-12-18|1538.0|0|1566.0|0|26.0|0|0.0|100
0|2021-12-19|1538.0|0|1566.0|0|26.0|0|0.0|100
0|2021-12-20|1539.0|0|1567.0|0|26.0|0|0.0|100
0|2021-12-21|1540.0|0|1568.0|0|26.0|0|0.0|100
0|2021-12-22|1540.0|0|1568.0|0|26.0|0|0.0|100
0|2021-12-23|1542.0|0|1570.0|0|26.0|0|0.0|100
0|2021-12-24|1542.0|0|1570.0|0|26.0|0|0.0|100
0|2021-12-25|1542.0|0|1570.0|0|26.0|0|0.0|100
0|2021-12-26|1542.0|0|1570.0|0|26.0|0|0.0|100
0|2021-12-27|1542.0|0|1569.0|0|26.0|0|0.0|100
0|2021-12-28|1543.0|0|1570.0|0|26.0|0|0.0|100
0|2021-12-29|1546.0|0|1573.0|0|26.0|0|0.0|100
0|2021-12-30|1558.0|0|1585.0|0|26.0|0|0.0|100
0|2021-12-31|1567.0|0|1594.0|0|26.0|0|0.0|100
0|2022-01-01|1567.0|0|1594.0|0|26.0|0|0.0|100
0|2022-01-02|1567.0|0|1594.0|0|26.0|0|0.0|100
0|2022-01-03|1567.0|0|1594.0|0|26.0|0|0.0|100
0|2022-01-04|1584.0|0|1611.0|0|26.0|0|0.0|100
0|2022-01-05|1601.0|0|1628.0|0|26.0|0|0.0|100
0|2022-01-06|1601.0|0|1628.0|0|26.0|0|0.0|100
0|2022-01-07|1601.0|0|1628.0|0|26.0|0|0.0|100
0|2022-01-08|1601.0|0|1628.0|0|26.0|0|0.0|100
0|2022-01-09|1601.0|0|1628.0|0|26.0|0|0.0|100
0|2022-01-10|1668.0|0|1697.0|0|26.0|0|0.0|100
0|2022-01-11|1691.0|0|1720.0|0|26.0|0|0.0|100
0|2022-01-12|1705.0|0|1734.0|0|26.0|0|0.0|100
0|2022-01-13|1705.0|0|1780.0|0|26.0|0|0.0|100
0|2022-01-14|1771.0|0|1800.0|0|26.0|0|0.0|100
0|2022-01-15|1771.0|0|1800.0|0|26.0|0|0.0|100
0|2022-01-16|1771.0|0|1800.0|0|26.0|0|0.0|100
0|2022-01-17|1824.0|0|0.0|100|26.0|0|0.0|100
