|dates|Sherburne_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Sherburne_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Sherburne_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Sherburne_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Sherburne_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Sherburne_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Sherburne_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Sherburne_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-10|19803.0|0|19803.0|0|136.0|0|0.0|100
0|2021-12-11|19803.0|0|19803.0|0|136.0|0|0.0|100
0|2021-12-12|19803.0|0|19803.0|0|136.0|0|0.0|100
0|2021-12-13|19871.0|0|19871.0|0|137.0|0|0.0|100
0|2021-12-14|19871.0|0|20093.0|0|137.0|0|0.0|100
0|2021-12-15|20147.0|0|20147.0|0|140.0|0|0.0|100
0|2021-12-16|20215.0|0|20215.0|0|142.0|0|0.0|100
0|2021-12-17|20292.0|0|20292.0|0|145.0|0|0.0|100
0|2021-12-18|20292.0|0|20292.0|0|145.0|0|0.0|100
0|2021-12-19|20292.0|0|20292.0|0|145.0|0|0.0|100
0|2021-12-20|20347.0|0|20347.0|0|146.0|0|0.0|100
0|2021-12-21|20506.0|0|20506.0|0|146.0|0|0.0|100
0|2021-12-22|20555.0|0|20555.0|0|146.0|0|0.0|100
0|2021-12-23|20609.0|0|20609.0|0|146.0|0|0.0|100
0|2021-12-24|20609.0|0|20609.0|0|146.0|0|0.0|100
0|2021-12-25|20609.0|0|20609.0|0|146.0|0|0.0|100
0|2021-12-26|20609.0|0|20609.0|0|146.0|0|0.0|100
0|2021-12-27|20614.0|0|20614.0|0|146.0|0|0.0|100
0|2021-12-28|20813.0|0|20813.0|0|150.0|0|0.0|100
0|2021-12-29|20881.0|0|20881.0|0|151.0|0|0.0|100
0|2021-12-30|20962.0|0|20962.0|0|153.0|0|0.0|100
0|2021-12-31|20962.0|0|20962.0|0|153.0|0|0.0|100
0|2022-01-01|20962.0|0|20962.0|0|153.0|0|0.0|100
0|2022-01-02|20962.0|0|20962.0|0|153.0|0|0.0|100
0|2022-01-03|21026.0|0|21026.0|0|154.0|0|0.0|100
0|2022-01-04|21145.0|0|21145.0|0|154.0|0|0.0|100
0|2022-01-05|21232.0|0|21232.0|0|156.0|0|0.0|100
0|2022-01-06|21318.0|0|21318.0|0|157.0|0|0.0|100
0|2022-01-07|21450.0|0|21450.0|0|157.0|0|0.0|100
0|2022-01-08|21450.0|0|21450.0|0|157.0|0|0.0|100
0|2022-01-09|21450.0|0|21450.0|0|157.0|0|0.0|100
0|2022-01-10|21558.0|0|21558.0|0|157.0|0|0.0|100
0|2022-01-11|22033.0|0|22033.0|0|158.0|0|0.0|100
0|2022-01-12|22193.0|0|22193.0|0|160.0|0|0.0|100
0|2022-01-13|22193.0|0|22366.0|0|160.0|0|0.0|100
0|2022-01-14|22511.0|0|22511.0|0|161.0|0|0.0|100
0|2022-01-15|22511.0|0|22511.0|0|161.0|0|0.0|100
0|2022-01-16|22511.0|0|22511.0|0|161.0|0|0.0|100
0|2022-01-17|22511.0|0|0.0|100|161.0|0|0.0|100
