|dates|Phillips_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Phillips_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Phillips_Colorado_UnitedStates.Male_Total_Population.data|Phillips_Colorado_UnitedStates.Male_Total_Population.missing|Phillips_Colorado_UnitedStates.Female_Total_Population.data|Phillips_Colorado_UnitedStates.Female_Total_Population.missing|Phillips_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Phillips_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2022-01-07|966.0|0|2115.0|0|2171.0|0|1056.0|0
0|2022-01-08|966.0|0|2115.0|0|2171.0|0|1056.0|0
0|2022-01-09|966.0|0|2115.0|0|2171.0|0|1056.0|0
0|2022-01-10|966.0|0|2115.0|0|2171.0|0|1056.0|0
0|2022-01-11|966.0|0|2115.0|0|2171.0|0|1056.0|0
0|2022-01-12|966.0|0|2115.0|0|2171.0|0|1056.0|0
0|2022-01-13|966.0|0|2115.0|0|2171.0|0|1056.0|0
0|2022-01-14|966.0|0|2115.0|0|2171.0|0|1056.0|0
0|2022-01-15|966.0|0|2115.0|0|2171.0|0|1056.0|0
0|2022-01-16|966.0|0|2115.0|0|2171.0|0|1056.0|0
0|2022-01-17|966.0|0|2115.0|0|2171.0|0|1056.0|0
