|dates|Lee_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Lee_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Lee_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Lee_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Lee_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Lee_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Lee_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Lee_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-30|2653.0|0|2653.0|0|78.0|0|0.0|100
0|2021-12-01|2658.0|0|2658.0|0|79.0|0|0.0|100
0|2021-12-02|2659.0|0|2659.0|0|79.0|0|0.0|100
0|2021-12-03|2665.0|0|2665.0|0|79.0|0|0.0|100
0|2021-12-04|2665.0|0|2665.0|0|79.0|0|0.0|100
0|2021-12-05|2665.0|0|2665.0|0|79.0|0|0.0|100
0|2021-12-06|2680.0|0|2680.0|0|79.0|0|0.0|100
0|2021-12-07|2683.0|0|2683.0|0|79.0|0|0.0|100
0|2021-12-08|2686.0|0|2686.0|0|79.0|0|0.0|100
0|2021-12-09|2689.0|0|2689.0|0|79.0|0|0.0|100
0|2021-12-10|2694.0|0|2694.0|0|79.0|0|0.0|100
0|2021-12-11|2694.0|0|2694.0|0|79.0|0|0.0|100
0|2021-12-12|2694.0|0|2694.0|0|79.0|0|0.0|100
0|2021-12-13|2704.0|0|2704.0|0|79.0|0|0.0|100
0|2021-12-14|2704.0|0|2707.0|0|79.0|0|0.0|100
0|2021-12-15|2710.0|0|2710.0|0|79.0|0|0.0|100
0|2021-12-16|2716.0|0|2716.0|0|79.0|0|0.0|100
0|2021-12-17|2715.0|0|2715.0|0|79.0|0|0.0|100
0|2021-12-18|2715.0|0|2715.0|0|79.0|0|0.0|100
0|2021-12-19|2715.0|0|2715.0|0|79.0|0|0.0|100
0|2021-12-20|2729.0|0|2729.0|0|80.0|0|0.0|100
0|2021-12-21|2731.0|0|2731.0|0|80.0|0|0.0|100
0|2021-12-22|2733.0|0|2733.0|0|80.0|0|0.0|100
0|2021-12-23|2740.0|0|2740.0|0|81.0|0|0.0|100
0|2021-12-24|2740.0|0|2740.0|0|81.0|0|0.0|100
0|2021-12-25|2740.0|0|2740.0|0|81.0|0|0.0|100
0|2021-12-26|2740.0|0|2740.0|0|81.0|0|0.0|100
0|2021-12-27|2740.0|0|2740.0|0|81.0|0|0.0|100
0|2021-12-28|2740.0|0|2740.0|0|81.0|0|0.0|100
0|2021-12-29|2784.0|0|2784.0|0|82.0|0|0.0|100
0|2021-12-30|2810.0|0|2810.0|0|82.0|0|0.0|100
0|2021-12-31|2843.0|0|2843.0|0|82.0|0|0.0|100
0|2022-01-01|2843.0|0|2843.0|0|82.0|0|0.0|100
0|2022-01-02|2843.0|0|2843.0|0|82.0|0|0.0|100
0|2022-01-03|2843.0|0|2843.0|0|82.0|0|0.0|100
0|2022-01-04|2962.0|0|2962.0|0|82.0|0|0.0|100
0|2022-01-05|2988.0|0|2988.0|0|82.0|0|0.0|100
0|2022-01-06|3030.0|0|3030.0|0|82.0|0|0.0|100
0|2022-01-07|3060.0|0|3060.0|0|82.0|0|0.0|100
0|2022-01-08|3060.0|0|3060.0|0|82.0|0|0.0|100
0|2022-01-09|3060.0|0|3060.0|0|82.0|0|0.0|100
0|2022-01-10|3194.0|0|3194.0|0|82.0|0|0.0|100
0|2022-01-11|3225.0|0|3225.0|0|83.0|0|0.0|100
0|2022-01-12|3267.0|0|3267.0|0|83.0|0|0.0|100
0|2022-01-13|3267.0|0|3314.0|0|83.0|0|0.0|100
0|2022-01-14|3360.0|0|3360.0|0|83.0|0|0.0|100
0|2022-01-15|3360.0|0|3360.0|0|83.0|0|0.0|100
0|2022-01-16|3360.0|0|3360.0|0|83.0|0|0.0|100
0|2022-01-17|3360.0|0|0.0|100|83.0|0|0.0|100
