|dates|Letcher_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Letcher_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Letcher_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Letcher_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Letcher_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Letcher_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Letcher_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Letcher_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-07|3965.0|0|3965.0|0|70.0|0|0.0|100
0|2021-11-08|3975.0|0|3975.0|0|70.0|0|0.0|100
0|2021-11-09|3988.0|0|3988.0|0|70.0|0|0.0|100
0|2021-11-10|3988.0|0|4009.0|0|70.0|0|0.0|100
0|2021-11-11|4009.0|0|4009.0|0|71.0|0|0.0|100
0|2021-11-12|4020.0|0|4020.0|0|71.0|0|0.0|100
0|2021-11-13|4020.0|0|4020.0|0|71.0|0|0.0|100
0|2021-11-14|4020.0|0|4020.0|0|71.0|0|0.0|100
0|2021-11-15|4030.0|0|4030.0|0|71.0|0|0.0|100
0|2021-11-16|4043.0|0|4043.0|0|71.0|0|0.0|100
0|2021-11-17|4050.0|0|4050.0|0|71.0|0|0.0|100
0|2021-11-18|4060.0|0|4060.0|0|72.0|0|0.0|100
0|2021-11-19|4068.0|0|4068.0|0|73.0|0|0.0|100
0|2021-11-20|4068.0|0|4068.0|0|73.0|0|0.0|100
0|2021-11-21|4068.0|0|4068.0|0|73.0|0|0.0|100
0|2021-11-22|4081.0|0|4081.0|0|73.0|0|0.0|100
0|2021-11-23|4094.0|0|4094.0|0|73.0|0|0.0|100
0|2021-11-24|4106.0|0|4106.0|0|73.0|0|0.0|100
0|2021-11-25|4106.0|0|4106.0|0|73.0|0|0.0|100
0|2021-11-26|4106.0|0|4106.0|0|73.0|0|0.0|100
0|2021-11-27|4106.0|0|4106.0|0|73.0|0|0.0|100
0|2021-11-28|4106.0|0|4106.0|0|73.0|0|0.0|100
0|2021-11-29|4121.0|0|4121.0|0|76.0|0|0.0|100
0|2021-11-30|4142.0|0|4142.0|0|76.0|0|0.0|100
0|2021-12-01|4157.0|0|4157.0|0|76.0|0|0.0|100
0|2021-12-02|4157.0|0|4169.0|0|76.0|0|0.0|100
0|2021-12-03|4192.0|0|4192.0|0|78.0|0|0.0|100
0|2021-12-04|4192.0|0|4192.0|0|78.0|0|0.0|100
0|2021-12-05|4192.0|0|4192.0|0|78.0|0|0.0|100
0|2021-12-06|4223.0|0|4223.0|0|79.0|0|0.0|100
0|2021-12-07|4231.0|0|4231.0|0|79.0|0|0.0|100
0|2021-12-08|4254.0|0|4254.0|0|79.0|0|0.0|100
0|2021-12-09|4268.0|0|4268.0|0|80.0|0|0.0|100
0|2021-12-10|4282.0|0|4282.0|0|80.0|0|0.0|100
0|2021-12-11|4282.0|0|4282.0|0|80.0|0|0.0|100
0|2021-12-12|4282.0|0|4282.0|0|80.0|0|0.0|100
0|2021-12-13|4301.0|0|4301.0|0|80.0|0|0.0|100
0|2021-12-14|4301.0|0|4320.0|0|80.0|0|0.0|100
0|2021-12-15|4345.0|0|4345.0|0|81.0|0|0.0|100
0|2021-12-16|4368.0|0|4368.0|0|81.0|0|0.0|100
0|2021-12-17|4378.0|0|4378.0|0|83.0|0|0.0|100
0|2021-12-18|4378.0|0|4378.0|0|83.0|0|0.0|100
0|2021-12-19|4378.0|0|4378.0|0|83.0|0|0.0|100
0|2021-12-20|4393.0|0|4393.0|0|83.0|0|0.0|100
0|2021-12-21|4414.0|0|4414.0|0|83.0|0|0.0|100
0|2021-12-22|4429.0|0|4429.0|0|86.0|0|0.0|100
0|2021-12-23|4429.0|0|4429.0|0|86.0|0|0.0|100
0|2021-12-24|4429.0|0|4429.0|0|86.0|0|0.0|100
0|2021-12-25|4429.0|0|4429.0|0|86.0|0|0.0|100
0|2021-12-26|4429.0|0|4429.0|0|86.0|0|0.0|100
0|2021-12-27|4455.0|0|4455.0|0|86.0|0|0.0|100
0|2021-12-28|4477.0|0|4477.0|0|86.0|0|0.0|100
0|2021-12-29|4515.0|0|4515.0|0|86.0|0|0.0|100
0|2021-12-30|4515.0|0|4515.0|0|86.0|0|0.0|100
0|2021-12-31|4515.0|0|4515.0|0|86.0|0|0.0|100
0|2022-01-01|4515.0|0|4515.0|0|86.0|0|0.0|100
0|2022-01-02|4515.0|0|4515.0|0|86.0|0|0.0|100
0|2022-01-03|4595.0|0|4595.0|0|86.0|0|0.0|100
0|2022-01-04|4624.0|0|4624.0|0|86.0|0|0.0|100
0|2022-01-05|4644.0|0|4644.0|0|86.0|0|0.0|100
0|2022-01-06|4660.0|0|4660.0|0|86.0|0|0.0|100
0|2022-01-07|4696.0|0|4696.0|0|86.0|0|0.0|100
0|2022-01-08|4696.0|0|4696.0|0|86.0|0|0.0|100
0|2022-01-09|4696.0|0|4696.0|0|86.0|0|0.0|100
0|2022-01-10|4720.0|0|4720.0|0|86.0|0|0.0|100
0|2022-01-11|4745.0|0|4745.0|0|86.0|0|0.0|100
0|2022-01-12|4761.0|0|4761.0|0|86.0|0|0.0|100
0|2022-01-13|4761.0|0|4774.0|0|86.0|0|0.0|100
0|2022-01-14|4802.0|0|4802.0|0|86.0|0|0.0|100
0|2022-01-15|4802.0|0|4802.0|0|86.0|0|0.0|100
0|2022-01-16|4802.0|0|4802.0|0|86.0|0|0.0|100
0|2022-01-17|4802.0|0|0.0|100|86.0|0|0.0|100
