|dates|Kearney_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Kearney_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Kearney_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Kearney_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Kearney_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Kearney_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Kearney_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Kearney_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-16|881.0|0|881.0|0|5.0|0|0.0|100
0|2021-11-17|884.0|0|884.0|0|5.0|0|0.0|100
0|2021-11-18|885.0|0|885.0|0|5.0|0|0.0|100
0|2021-11-19|886.0|0|886.0|0|5.0|0|0.0|100
0|2021-11-20|886.0|0|886.0|0|5.0|0|0.0|100
0|2021-11-21|886.0|0|886.0|0|5.0|0|0.0|100
0|2021-11-22|889.0|0|889.0|0|5.0|0|0.0|100
0|2021-11-23|894.0|0|894.0|0|5.0|0|0.0|100
0|2021-11-24|900.0|0|900.0|0|5.0|0|0.0|100
0|2021-11-25|900.0|0|900.0|0|5.0|0|0.0|100
0|2021-11-26|900.0|0|900.0|0|5.0|0|0.0|100
0|2021-11-27|900.0|0|900.0|0|5.0|0|0.0|100
0|2021-11-28|900.0|0|900.0|0|5.0|0|0.0|100
0|2021-11-29|914.0|0|914.0|0|5.0|0|0.0|100
0|2021-11-30|916.0|0|916.0|0|5.0|0|0.0|100
0|2021-12-01|921.0|0|921.0|0|5.0|0|0.0|100
0|2021-12-02|924.0|0|924.0|0|5.0|0|0.0|100
0|2021-12-03|928.0|0|928.0|0|5.0|0|0.0|100
0|2021-12-04|928.0|0|928.0|0|5.0|0|0.0|100
0|2021-12-05|928.0|0|928.0|0|5.0|0|0.0|100
0|2021-12-06|930.0|0|930.0|0|5.0|0|0.0|100
0|2021-12-07|934.0|0|934.0|0|5.0|0|0.0|100
0|2021-12-08|936.0|0|936.0|0|5.0|0|0.0|100
0|2021-12-09|938.0|0|938.0|0|5.0|0|0.0|100
0|2021-12-10|940.0|0|940.0|0|5.0|0|0.0|100
0|2021-12-11|940.0|0|940.0|0|5.0|0|0.0|100
0|2021-12-12|940.0|0|940.0|0|5.0|0|0.0|100
0|2021-12-13|940.0|0|940.0|0|5.0|0|0.0|100
0|2021-12-14|940.0|0|943.0|0|5.0|0|0.0|100
0|2021-12-15|944.0|0|944.0|0|5.0|0|0.0|100
0|2021-12-16|950.0|0|950.0|0|5.0|0|0.0|100
0|2021-12-17|952.0|0|952.0|0|5.0|0|0.0|100
0|2021-12-18|952.0|0|952.0|0|5.0|0|0.0|100
0|2021-12-19|952.0|0|952.0|0|5.0|0|0.0|100
0|2021-12-20|957.0|0|957.0|0|5.0|0|0.0|100
0|2021-12-21|957.0|0|957.0|0|5.0|0|0.0|100
0|2021-12-22|963.0|0|963.0|0|5.0|0|0.0|100
0|2021-12-23|963.0|0|963.0|0|5.0|0|0.0|100
0|2021-12-24|963.0|0|963.0|0|5.0|0|0.0|100
0|2021-12-25|963.0|0|963.0|0|5.0|0|0.0|100
0|2021-12-26|963.0|0|963.0|0|5.0|0|0.0|100
0|2021-12-27|963.0|0|963.0|0|5.0|0|0.0|100
0|2021-12-28|965.0|0|965.0|0|5.0|0|0.0|100
0|2021-12-29|967.0|0|967.0|0|5.0|0|0.0|100
0|2021-12-30|965.0|0|965.0|0|5.0|0|0.0|100
0|2021-12-31|965.0|0|965.0|0|5.0|0|0.0|100
0|2022-01-01|965.0|0|965.0|0|5.0|0|0.0|100
0|2022-01-02|965.0|0|965.0|0|5.0|0|0.0|100
0|2022-01-03|971.0|0|971.0|0|5.0|0|0.0|100
0|2022-01-04|973.0|0|973.0|0|5.0|0|0.0|100
0|2022-01-05|976.0|0|976.0|0|5.0|0|0.0|100
0|2022-01-06|977.0|0|977.0|0|5.0|0|0.0|100
0|2022-01-07|977.0|0|977.0|0|5.0|0|0.0|100
0|2022-01-08|977.0|0|977.0|0|5.0|0|0.0|100
0|2022-01-09|977.0|0|977.0|0|5.0|0|0.0|100
0|2022-01-10|987.0|0|987.0|0|5.0|0|0.0|100
0|2022-01-11|994.0|0|994.0|0|5.0|0|0.0|100
0|2022-01-12|1000.0|0|1000.0|0|5.0|0|0.0|100
0|2022-01-13|1000.0|0|1008.0|0|5.0|0|0.0|100
0|2022-01-14|1013.0|0|1013.0|0|5.0|0|0.0|100
0|2022-01-15|1013.0|0|1013.0|0|5.0|0|0.0|100
0|2022-01-16|1013.0|0|1013.0|0|5.0|0|0.0|100
0|2022-01-17|1020.0|0|0.0|100|5.0|0|0.0|100
