|dates|Mercer_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Mercer_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Mercer_NewJersey_UnitedStates.NYT_ConfirmedCases.data|Mercer_NewJersey_UnitedStates.NYT_ConfirmedCases.missing|Mercer_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Mercer_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Mercer_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Mercer_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-14|43619.0|0|43744.0|0|1049.0|0|0.0|100
0|2021-12-15|43918.0|0|43918.0|0|1053.0|0|0.0|100
0|2021-12-16|44148.0|0|44148.0|0|1054.0|0|0.0|100
0|2021-12-17|44380.0|0|44380.0|0|1054.0|0|0.0|100
0|2021-12-18|44572.0|0|44572.0|0|1059.0|0|0.0|100
0|2021-12-19|44798.0|0|44798.0|0|1059.0|0|0.0|100
0|2021-12-20|45010.0|0|45010.0|0|1060.0|0|0.0|100
0|2021-12-21|45231.0|0|45231.0|0|1062.0|0|0.0|100
0|2021-12-22|45565.0|0|45565.0|0|1063.0|0|0.0|100
0|2021-12-23|46062.0|0|46062.0|0|1063.0|0|0.0|100
0|2021-12-24|46601.0|0|46601.0|0|1064.0|0|0.0|100
0|2021-12-25|47018.0|0|47018.0|0|1064.0|0|0.0|100
0|2021-12-26|47355.0|0|47355.0|0|1064.0|0|0.0|100
0|2021-12-27|47645.0|0|47645.0|0|1063.0|0|0.0|100
0|2021-12-28|48073.0|0|48073.0|0|1065.0|0|0.0|100
0|2021-12-29|48851.0|0|48851.0|0|1067.0|0|0.0|100
0|2021-12-30|51901.0|0|50027.0|0|1069.0|0|0.0|100
0|2021-12-31|51226.0|0|51226.0|0|1072.0|0|0.0|100
0|2022-01-01|52396.0|0|52396.0|0|1074.0|0|0.0|100
0|2022-01-02|53265.0|0|53265.0|0|1075.0|0|0.0|100
0|2022-01-03|53771.0|0|53771.0|0|1075.0|0|0.0|100
0|2022-01-04|54761.0|0|54761.0|0|1079.0|0|0.0|100
0|2022-01-05|56241.0|0|56241.0|0|1082.0|0|0.0|100
0|2022-01-06|57431.0|0|57431.0|0|1084.0|0|0.0|100
0|2022-01-07|58851.0|0|58851.0|0|1086.0|0|0.0|100
0|2022-01-08|60064.0|0|60064.0|0|1090.0|0|0.0|100
0|2022-01-09|61101.0|0|61101.0|0|1090.0|0|0.0|100
0|2022-01-10|62012.0|0|62012.0|0|1090.0|0|0.0|100
0|2022-01-11|63104.0|0|63104.0|0|1097.0|0|0.0|100
0|2022-01-12|64033.0|0|64033.0|0|1103.0|0|0.0|100
0|2022-01-13|64033.0|0|65039.0|0|1103.0|0|0.0|100
0|2022-01-14|65987.0|0|65987.0|0|1115.0|0|0.0|100
0|2022-01-15|66737.0|0|66737.0|0|1120.0|0|0.0|100
0|2022-01-16|67499.0|0|67499.0|0|1121.0|0|0.0|100
0|2022-01-17|67859.0|0|0.0|100|1121.0|0|0.0|100
