|dates|Newton_Missouri_UnitedStates.JHU_ConfirmedCases.data|Newton_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Newton_Missouri_UnitedStates.NYT_ConfirmedCases.data|Newton_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Newton_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Newton_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Newton_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Newton_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-22|8491.0|0|8491.0|0|168.0|0|0.0|100
0|2021-12-23|8514.0|0|8514.0|0|168.0|0|0.0|100
0|2021-12-24|8514.0|0|8514.0|0|168.0|0|0.0|100
0|2021-12-25|8514.0|0|8514.0|0|168.0|0|0.0|100
0|2021-12-26|8514.0|0|8514.0|0|168.0|0|0.0|100
0|2021-12-27|8544.0|0|8544.0|0|168.0|0|0.0|100
0|2021-12-28|8577.0|0|8577.0|0|169.0|0|0.0|100
0|2021-12-29|8599.0|0|8599.0|0|169.0|0|0.0|100
0|2021-12-30|8625.0|0|8625.0|0|169.0|0|0.0|100
0|2021-12-31|8625.0|0|8625.0|0|169.0|0|0.0|100
0|2022-01-01|8625.0|0|8625.0|0|169.0|0|0.0|100
0|2022-01-02|8625.0|0|8625.0|0|169.0|0|0.0|100
0|2022-01-03|8625.0|0|8680.0|0|169.0|0|0.0|100
0|2022-01-04|8737.0|0|8737.0|0|169.0|0|0.0|100
0|2022-01-05|8782.0|0|8782.0|0|169.0|0|0.0|100
0|2022-01-06|8834.0|0|8834.0|0|169.0|0|0.0|100
0|2022-01-07|8892.0|0|8892.0|0|169.0|0|0.0|100
0|2022-01-08|8941.0|0|8941.0|0|169.0|0|0.0|100
0|2022-01-09|8953.0|0|8953.0|0|169.0|0|0.0|100
0|2022-01-10|8971.0|0|8971.0|0|169.0|0|0.0|100
0|2022-01-11|9059.0|0|9059.0|0|173.0|0|0.0|100
0|2022-01-12|9172.0|0|9172.0|0|173.0|0|0.0|100
0|2022-01-13|9172.0|0|9301.0|0|173.0|0|0.0|100
0|2022-01-14|9401.0|0|9401.0|0|173.0|0|0.0|100
0|2022-01-15|9526.0|0|9526.0|0|173.0|0|0.0|100
0|2022-01-16|9526.0|0|9526.0|0|173.0|0|0.0|100
0|2022-01-17|9526.0|0|0.0|100|173.0|0|0.0|100
