|dates|Searcy_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Searcy_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Searcy_Arkansas_UnitedStates.Male_Total_Population.data|Searcy_Arkansas_UnitedStates.Male_Total_Population.missing|Searcy_Arkansas_UnitedStates.Female_Total_Population.data|Searcy_Arkansas_UnitedStates.Female_Total_Population.missing|Searcy_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Searcy_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-02|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2021-12-03|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2021-12-04|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2021-12-05|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2021-12-06|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2021-12-07|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2021-12-08|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2021-12-09|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2021-12-10|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2021-12-11|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2021-12-12|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2021-12-13|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2021-12-14|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2021-12-15|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2021-12-16|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2021-12-17|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2021-12-18|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2021-12-19|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2021-12-20|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2021-12-21|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2021-12-22|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2021-12-23|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2021-12-24|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2021-12-25|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2021-12-26|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2021-12-27|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2021-12-28|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2021-12-29|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2021-12-30|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2021-12-31|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2022-01-01|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2022-01-02|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2022-01-03|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2022-01-04|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2022-01-05|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2022-01-06|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2022-01-07|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2022-01-08|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2022-01-09|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2022-01-10|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2022-01-11|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2022-01-12|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2022-01-13|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2022-01-14|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2022-01-15|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2022-01-16|1988.0|0|3988.0|0|3970.0|0|1626.0|0
0|2022-01-17|1988.0|0|3988.0|0|3970.0|0|1626.0|0
