|dates|Guernsey_Ohio_UnitedStates.JHU_ConfirmedCases.data|Guernsey_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Guernsey_Ohio_UnitedStates.NYT_ConfirmedCases.data|Guernsey_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Guernsey_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Guernsey_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Guernsey_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Guernsey_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-26|6772.0|0|6772.0|0|83.0|0|0.0|100
0|2021-11-27|6779.0|0|6779.0|0|83.0|0|0.0|100
0|2021-11-28|6779.0|0|6782.0|0|83.0|0|0.0|100
0|2021-11-29|6802.0|0|6802.0|0|83.0|0|0.0|100
0|2021-11-30|6842.0|0|6842.0|0|84.0|0|0.0|100
0|2021-12-01|6889.0|0|6889.0|0|84.0|0|0.0|100
0|2021-12-02|6914.0|0|6914.0|0|84.0|0|0.0|100
0|2021-12-03|6961.0|0|6961.0|0|86.0|0|0.0|100
0|2021-12-04|6988.0|0|6988.0|0|86.0|0|0.0|100
0|2021-12-05|7005.0|0|7005.0|0|86.0|0|0.0|100
0|2021-12-06|7017.0|0|7017.0|0|86.0|0|0.0|100
0|2021-12-07|7075.0|0|7075.0|0|88.0|0|0.0|100
0|2021-12-08|7134.0|0|7134.0|0|88.0|0|0.0|100
0|2021-12-09|7172.0|0|7172.0|0|88.0|0|0.0|100
0|2021-12-10|7207.0|0|7207.0|0|89.0|0|0.0|100
0|2021-12-11|7241.0|0|7241.0|0|89.0|0|0.0|100
0|2021-12-12|7262.0|0|7262.0|0|89.0|0|0.0|100
0|2021-12-13|7281.0|0|7281.0|0|89.0|0|0.0|100
0|2021-12-14|7281.0|0|7314.0|0|89.0|0|0.0|100
0|2021-12-15|7363.0|0|7363.0|0|89.0|0|0.0|100
0|2021-12-16|7378.0|0|7378.0|0|89.0|0|0.0|100
0|2021-12-17|7405.0|0|7405.0|0|93.0|0|0.0|100
0|2021-12-18|7446.0|0|7446.0|0|93.0|0|0.0|100
0|2021-12-19|7455.0|0|7455.0|0|93.0|0|0.0|100
0|2021-12-20|7467.0|0|7467.0|0|93.0|0|0.0|100
0|2021-12-21|7489.0|0|7489.0|0|93.0|0|0.0|100
0|2021-12-22|7562.0|0|7562.0|0|93.0|0|0.0|100
0|2021-12-23|7588.0|0|7588.0|0|93.0|0|0.0|100
0|2021-12-24|7607.0|0|7607.0|0|97.0|0|0.0|100
0|2021-12-25|7607.0|0|7607.0|0|97.0|0|0.0|100
0|2021-12-26|7628.0|0|7628.0|0|97.0|0|0.0|100
0|2021-12-27|7641.0|0|7641.0|0|97.0|0|0.0|100
0|2021-12-28|7676.0|0|7676.0|0|98.0|0|0.0|100
0|2021-12-29|7716.0|0|7716.0|0|98.0|0|0.0|100
0|2021-12-30|7770.0|0|7770.0|0|98.0|0|0.0|100
0|2021-12-31|7802.0|0|7802.0|0|100.0|0|0.0|100
0|2022-01-01|7802.0|0|7802.0|0|100.0|0|0.0|100
0|2022-01-02|7857.0|0|7857.0|0|100.0|0|0.0|100
0|2022-01-03|7899.0|0|7899.0|0|100.0|0|0.0|100
0|2022-01-04|7961.0|0|7961.0|0|103.0|0|0.0|100
0|2022-01-05|8045.0|0|8045.0|0|103.0|0|0.0|100
0|2022-01-06|8104.0|0|8104.0|0|103.0|0|0.0|100
0|2022-01-07|8182.0|0|8182.0|0|108.0|0|0.0|100
0|2022-01-08|8236.0|0|8236.0|0|108.0|0|0.0|100
0|2022-01-09|8262.0|0|8262.0|0|108.0|0|0.0|100
0|2022-01-10|8332.0|0|8332.0|0|108.0|0|0.0|100
0|2022-01-11|8444.0|0|8444.0|0|111.0|0|0.0|100
0|2022-01-12|8493.0|0|8493.0|0|111.0|0|0.0|100
0|2022-01-13|8493.0|0|8598.0|0|111.0|0|0.0|100
0|2022-01-14|8767.0|0|8767.0|0|115.0|0|0.0|100
0|2022-01-15|8962.0|0|8962.0|0|115.0|0|0.0|100
0|2022-01-16|9033.0|0|9033.0|0|115.0|0|0.0|100
0|2022-01-17|9109.0|0|0.0|100|115.0|0|0.0|100
