|dates|Clark_Kansas_UnitedStates.BLS_EmployedPopulation.data|Clark_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Clark_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Clark_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Clark_Kansas_UnitedStates.BLS_UnemploymentRate.data|Clark_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Clark_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Clark_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-15|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2021-12-16|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2021-12-17|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2021-12-18|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2021-12-19|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2021-12-20|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2021-12-21|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2021-12-22|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2021-12-23|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2021-12-24|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2021-12-25|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2021-12-26|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2021-12-27|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2021-12-28|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2021-12-29|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2021-12-30|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2021-12-31|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2022-01-01|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2022-01-02|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2022-01-03|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2022-01-04|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2022-01-05|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2022-01-06|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2022-01-07|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2022-01-08|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2022-01-09|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2022-01-10|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2022-01-11|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2022-01-12|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2022-01-13|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2022-01-14|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2022-01-15|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2022-01-16|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
0|2022-01-17|1104.0|0|25.0|0|2.2143489813994686|0|1129.0|0
