|dates|DeKalb_Missouri_UnitedStates.JHU_ConfirmedCases.data|DeKalb_Missouri_UnitedStates.JHU_ConfirmedCases.missing|DeKalb_Missouri_UnitedStates.NYT_ConfirmedCases.data|DeKalb_Missouri_UnitedStates.NYT_ConfirmedCases.missing|DeKalb_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|DeKalb_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|DeKalb_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|DeKalb_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-08|1801.0|0|1801.0|0|38.0|0|0.0|100
0|2022-01-09|1808.0|0|1808.0|0|38.0|0|0.0|100
0|2022-01-10|1815.0|0|1815.0|0|38.0|0|0.0|100
0|2022-01-11|1826.0|0|1826.0|0|40.0|0|0.0|100
0|2022-01-12|1827.0|0|1827.0|0|40.0|0|0.0|100
0|2022-01-13|1827.0|0|1846.0|0|40.0|0|0.0|100
0|2022-01-14|1853.0|0|1853.0|0|40.0|0|0.0|100
0|2022-01-15|1874.0|0|1874.0|0|40.0|0|0.0|100
0|2022-01-16|1874.0|0|1874.0|0|40.0|0|0.0|100
0|2022-01-17|1874.0|0|0.0|100|40.0|0|0.0|100
