|dates|Harper_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Harper_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Harper_Oklahoma_UnitedStates.Male_Total_Population.data|Harper_Oklahoma_UnitedStates.Male_Total_Population.missing|Harper_Oklahoma_UnitedStates.Female_Total_Population.data|Harper_Oklahoma_UnitedStates.Female_Total_Population.missing|Harper_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Harper_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-17|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-11-18|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-11-19|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-11-20|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-11-21|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-11-22|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-11-23|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-11-24|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-11-25|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-11-26|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-11-27|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-11-28|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-11-29|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-11-30|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-12-01|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-12-02|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-12-03|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-12-04|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-12-05|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-12-06|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-12-07|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-12-08|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-12-09|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-12-10|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-12-11|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-12-12|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-12-13|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-12-14|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-12-15|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-12-16|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-12-17|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-12-18|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-12-19|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-12-20|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-12-21|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-12-22|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-12-23|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-12-24|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-12-25|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-12-26|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-12-27|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-12-28|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-12-29|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-12-30|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2021-12-31|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2022-01-01|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2022-01-02|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2022-01-03|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2022-01-04|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2022-01-05|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2022-01-06|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2022-01-07|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2022-01-08|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2022-01-09|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2022-01-10|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2022-01-11|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2022-01-12|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2022-01-13|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2022-01-14|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2022-01-15|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2022-01-16|686.0|0|1898.0|0|1899.0|0|1019.0|0
0|2022-01-17|686.0|0|1898.0|0|1899.0|0|1019.0|0
