|dates|Cabarrus_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Cabarrus_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Cabarrus_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Cabarrus_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Cabarrus_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Cabarrus_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Cabarrus_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Cabarrus_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|33304.0|0|33304.0|0|344.0|0|0.0|100
0|2021-11-10|33342.0|0|33342.0|0|344.0|0|0.0|100
0|2021-11-11|33342.0|0|33342.0|0|344.0|0|0.0|100
0|2021-11-12|33433.0|0|33433.0|0|345.0|0|0.0|100
0|2021-11-13|33433.0|0|33433.0|0|345.0|0|0.0|100
0|2021-11-14|33433.0|0|33433.0|0|345.0|0|0.0|100
0|2021-11-15|33542.0|0|33542.0|0|345.0|0|0.0|100
0|2021-11-16|33582.0|0|33582.0|0|345.0|0|0.0|100
0|2021-11-17|33642.0|0|33642.0|0|345.0|0|0.0|100
0|2021-11-18|33705.0|0|33705.0|0|345.0|0|0.0|100
0|2021-11-19|33763.0|0|33763.0|0|345.0|0|0.0|100
0|2021-11-20|33763.0|0|33763.0|0|345.0|0|0.0|100
0|2021-11-21|33763.0|0|33763.0|0|345.0|0|0.0|100
0|2021-11-22|33915.0|0|33915.0|0|345.0|0|0.0|100
0|2021-11-23|33927.0|0|33927.0|0|345.0|0|0.0|100
0|2021-11-24|33993.0|0|33993.0|0|346.0|0|0.0|100
0|2021-11-25|33993.0|0|33993.0|0|346.0|0|0.0|100
0|2021-11-26|33993.0|0|33993.0|0|346.0|0|0.0|100
0|2021-11-27|33993.0|0|33993.0|0|346.0|0|0.0|100
0|2021-11-28|33993.0|0|33993.0|0|346.0|0|0.0|100
0|2021-11-29|34283.0|0|34283.0|0|347.0|0|0.0|100
0|2021-11-30|34308.0|0|34308.0|0|347.0|0|0.0|100
0|2021-12-01|34375.0|0|34375.0|0|351.0|0|0.0|100
0|2021-12-02|34475.0|0|34475.0|0|351.0|0|0.0|100
0|2021-12-03|34571.0|0|34571.0|0|351.0|0|0.0|100
0|2021-12-04|34571.0|0|34571.0|0|351.0|0|0.0|100
0|2021-12-05|34571.0|0|34571.0|0|351.0|0|0.0|100
0|2021-12-06|34805.0|0|34805.0|0|353.0|0|0.0|100
0|2021-12-07|34854.0|0|34854.0|0|353.0|0|0.0|100
0|2021-12-08|34939.0|0|34939.0|0|353.0|0|0.0|100
0|2021-12-09|35054.0|0|35054.0|0|353.0|0|0.0|100
0|2021-12-10|35139.0|0|35139.0|0|354.0|0|0.0|100
0|2021-12-11|35139.0|0|35139.0|0|354.0|0|0.0|100
0|2021-12-12|35139.0|0|35139.0|0|354.0|0|0.0|100
0|2021-12-13|35360.0|0|35360.0|0|354.0|0|0.0|100
0|2021-12-14|35360.0|0|35430.0|0|354.0|0|0.0|100
0|2021-12-15|35498.0|0|35498.0|0|357.0|0|0.0|100
0|2021-12-16|35576.0|0|35576.0|0|359.0|0|0.0|100
0|2021-12-17|35688.0|0|35688.0|0|359.0|0|0.0|100
0|2021-12-18|35688.0|0|35688.0|0|359.0|0|0.0|100
0|2021-12-19|35688.0|0|35688.0|0|359.0|0|0.0|100
0|2021-12-20|35983.0|0|35983.0|0|360.0|0|0.0|100
0|2021-12-21|36033.0|0|36033.0|0|363.0|0|0.0|100
0|2021-12-22|36144.0|0|36144.0|0|370.0|0|0.0|100
0|2021-12-23|36144.0|0|36144.0|0|370.0|0|0.0|100
0|2021-12-24|36144.0|0|36144.0|0|370.0|0|0.0|100
0|2021-12-25|36144.0|0|36144.0|0|370.0|0|0.0|100
0|2021-12-26|36144.0|0|36144.0|0|370.0|0|0.0|100
0|2021-12-27|36144.0|0|36144.0|0|370.0|0|0.0|100
0|2021-12-28|37009.0|0|37009.0|0|374.0|0|0.0|100
0|2021-12-29|37133.0|0|37133.0|0|375.0|0|0.0|100
0|2021-12-30|37565.0|0|37565.0|0|376.0|0|0.0|100
0|2021-12-31|37565.0|0|37934.0|0|376.0|0|0.0|100
0|2022-01-01|37565.0|0|37934.0|0|376.0|0|0.0|100
0|2022-01-02|37565.0|0|37934.0|0|376.0|0|0.0|100
0|2022-01-03|39154.0|0|39154.0|0|376.0|0|0.0|100
0|2022-01-04|39306.0|0|39306.0|0|376.0|0|0.0|100
0|2022-01-05|39692.0|0|39692.0|0|381.0|0|0.0|100
0|2022-01-06|40174.0|0|40174.0|0|381.0|0|0.0|100
0|2022-01-07|40684.0|0|40684.0|0|381.0|0|0.0|100
0|2022-01-08|40684.0|0|40684.0|0|381.0|0|0.0|100
0|2022-01-09|40684.0|0|40684.0|0|381.0|0|0.0|100
0|2022-01-10|42200.0|0|42200.0|0|384.0|0|0.0|100
0|2022-01-11|42380.0|0|42380.0|0|384.0|0|0.0|100
0|2022-01-12|42857.0|0|42857.0|0|387.0|0|0.0|100
0|2022-01-13|42857.0|0|43368.0|0|387.0|0|0.0|100
0|2022-01-14|43918.0|0|43918.0|0|393.0|0|0.0|100
0|2022-01-15|43918.0|0|43918.0|0|393.0|0|0.0|100
0|2022-01-16|43918.0|0|43918.0|0|393.0|0|0.0|100
0|2022-01-17|43918.0|0|0.0|100|393.0|0|0.0|100
