|dates|Cocke_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Cocke_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Cocke_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Cocke_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Cocke_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Cocke_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Cocke_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Cocke_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|7541.0|0|7541.0|0|109.0|0|0.0|100
0|2021-11-22|7546.0|0|7546.0|0|109.0|0|0.0|100
0|2021-11-23|7559.0|0|7559.0|0|110.0|0|0.0|100
0|2021-11-24|7560.0|0|7560.0|0|110.0|0|0.0|100
0|2021-11-25|7560.0|0|7560.0|0|110.0|0|0.0|100
0|2021-11-26|7560.0|0|7560.0|0|110.0|0|0.0|100
0|2021-11-27|7560.0|0|7560.0|0|110.0|0|0.0|100
0|2021-11-28|7560.0|0|7560.0|0|110.0|0|0.0|100
0|2021-11-29|7587.0|0|7587.0|0|110.0|0|0.0|100
0|2021-11-30|7589.0|0|7589.0|0|110.0|0|0.0|100
0|2021-12-01|7602.0|0|7602.0|0|117.0|0|0.0|100
0|2021-12-02|7611.0|0|7611.0|0|118.0|0|0.0|100
0|2021-12-03|7627.0|0|7627.0|0|119.0|0|0.0|100
0|2021-12-04|7627.0|0|7627.0|0|119.0|0|0.0|100
0|2021-12-05|7627.0|0|7627.0|0|119.0|0|0.0|100
0|2021-12-06|7645.0|0|7645.0|0|121.0|0|0.0|100
0|2021-12-07|7662.0|0|7662.0|0|122.0|0|0.0|100
0|2021-12-08|7676.0|0|7676.0|0|122.0|0|0.0|100
0|2021-12-09|7676.0|0|7676.0|0|122.0|0|0.0|100
0|2021-12-10|7690.0|0|7690.0|0|122.0|0|0.0|100
0|2021-12-11|7690.0|0|7690.0|0|122.0|0|0.0|100
0|2021-12-12|7690.0|0|7690.0|0|122.0|0|0.0|100
0|2021-12-13|7703.0|0|7703.0|0|122.0|0|0.0|100
0|2021-12-14|7703.0|0|7711.0|0|122.0|0|0.0|100
0|2021-12-15|7726.0|0|7726.0|0|123.0|0|0.0|100
0|2021-12-16|7735.0|0|7735.0|0|123.0|0|0.0|100
0|2021-12-17|7752.0|0|7752.0|0|125.0|0|0.0|100
0|2021-12-18|7752.0|0|7752.0|0|125.0|0|0.0|100
0|2021-12-19|7752.0|0|7752.0|0|125.0|0|0.0|100
0|2021-12-20|7787.0|0|7787.0|0|125.0|0|0.0|100
0|2021-12-21|7827.0|0|7827.0|0|126.0|0|0.0|100
0|2021-12-22|7858.0|0|7858.0|0|126.0|0|0.0|100
0|2021-12-23|7923.0|0|7923.0|0|159.0|0|0.0|100
0|2021-12-24|7923.0|0|7923.0|0|159.0|0|0.0|100
0|2021-12-25|7923.0|0|7923.0|0|159.0|0|0.0|100
0|2021-12-26|7923.0|0|7923.0|0|159.0|0|0.0|100
0|2021-12-27|8009.0|0|8009.0|0|163.0|0|0.0|100
0|2021-12-28|8009.0|0|8074.0|0|166.0|0|0.0|100
0|2021-12-29|8141.0|0|8141.0|0|167.0|0|0.0|100
0|2021-12-30|8241.0|0|8241.0|0|167.0|0|0.0|100
0|2021-12-31|8241.0|0|8241.0|0|168.0|0|0.0|100
0|2022-01-01|8241.0|0|8241.0|0|168.0|0|0.0|100
0|2022-01-02|8241.0|0|8241.0|0|168.0|0|0.0|100
0|2022-01-03|8371.0|0|8371.0|0|169.0|0|0.0|100
0|2022-01-04|8433.0|0|8433.0|0|171.0|0|0.0|100
0|2022-01-05|8433.0|0|8433.0|0|171.0|0|0.0|100
0|2022-01-06|8433.0|0|8433.0|0|171.0|0|0.0|100
0|2022-01-07|8433.0|0|8433.0|0|171.0|0|0.0|100
0|2022-01-08|8433.0|0|8433.0|0|171.0|0|0.0|100
0|2022-01-09|8433.0|0|8433.0|0|171.0|0|0.0|100
0|2022-01-10|8433.0|0|8433.0|0|171.0|0|0.0|100
0|2022-01-11|8433.0|0|8433.0|0|171.0|0|0.0|100
0|2022-01-12|8747.0|0|8747.0|0|172.0|0|0.0|100
0|2022-01-13|8747.0|0|8747.0|0|172.0|0|0.0|100
0|2022-01-14|8747.0|0|8747.0|0|172.0|0|0.0|100
0|2022-01-15|8747.0|0|8747.0|0|172.0|0|0.0|100
0|2022-01-16|8747.0|0|8747.0|0|172.0|0|0.0|100
0|2022-01-17|8747.0|0|0.0|100|172.0|0|0.0|100
