|dates|Stevens_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Stevens_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Stevens_Kansas_UnitedStates.Male_Total_Population.data|Stevens_Kansas_UnitedStates.Male_Total_Population.missing|Stevens_Kansas_UnitedStates.Female_Total_Population.data|Stevens_Kansas_UnitedStates.Female_Total_Population.missing|Stevens_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Stevens_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-12|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-11-13|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-11-14|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-11-15|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-11-16|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-11-17|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-11-18|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-11-19|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-11-20|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-11-21|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-11-22|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-11-23|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-11-24|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-11-25|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-11-26|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-11-27|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-11-28|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-11-29|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-11-30|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-12-01|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-12-02|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-12-03|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-12-04|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-12-05|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-12-06|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-12-07|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-12-08|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-12-09|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-12-10|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-12-11|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-12-12|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-12-13|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-12-14|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-12-15|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-12-16|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-12-17|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-12-18|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-12-19|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-12-20|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-12-21|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-12-22|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-12-23|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-12-24|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-12-25|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-12-26|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-12-27|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-12-28|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-12-29|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-12-30|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2021-12-31|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2022-01-01|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2022-01-02|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2022-01-03|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2022-01-04|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2022-01-05|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2022-01-06|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2022-01-07|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2022-01-08|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2022-01-09|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2022-01-10|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2022-01-11|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2022-01-12|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2022-01-13|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2022-01-14|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2022-01-15|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2022-01-16|884.0|0|2754.0|0|2805.0|0|1607.0|0
0|2022-01-17|884.0|0|2754.0|0|2805.0|0|1607.0|0
