|dates|Coffee_Alabama_UnitedStates.JHU_ConfirmedCases.data|Coffee_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Coffee_Alabama_UnitedStates.NYT_ConfirmedCases.data|Coffee_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Coffee_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Coffee_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Coffee_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Coffee_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-18|9511.0|0|9511.0|0|194.0|0|0.0|100
0|2021-12-19|9512.0|0|9512.0|0|194.0|0|0.0|100
0|2021-12-20|9517.0|0|9517.0|0|194.0|0|0.0|100
0|2021-12-21|9526.0|0|9526.0|0|194.0|0|0.0|100
0|2021-12-22|9541.0|0|9541.0|0|194.0|0|0.0|100
0|2021-12-23|9552.0|0|9552.0|0|195.0|0|0.0|100
0|2021-12-24|9577.0|0|9577.0|0|195.0|0|0.0|100
0|2021-12-25|9593.0|0|9593.0|0|195.0|0|0.0|100
0|2021-12-26|9597.0|0|9597.0|0|195.0|0|0.0|100
0|2021-12-27|9610.0|0|9610.0|0|195.0|0|0.0|100
0|2021-12-28|9641.0|0|9641.0|0|195.0|0|0.0|100
0|2021-12-29|9673.0|0|9673.0|0|195.0|0|0.0|100
0|2021-12-30|9737.0|0|9737.0|0|195.0|0|0.0|100
0|2021-12-31|9782.0|0|9782.0|0|195.0|0|0.0|100
0|2022-01-01|9782.0|0|9782.0|0|195.0|0|0.0|100
0|2022-01-02|9878.0|0|9878.0|0|195.0|0|0.0|100
0|2022-01-03|9905.0|0|9905.0|0|195.0|0|0.0|100
0|2022-01-04|9950.0|0|9950.0|0|196.0|0|0.0|100
0|2022-01-05|10056.0|0|10056.0|0|196.0|0|0.0|100
0|2022-01-06|10162.0|0|10162.0|0|199.0|0|0.0|100
0|2022-01-07|10285.0|0|10285.0|0|200.0|0|0.0|100
0|2022-01-08|10344.0|0|10344.0|0|201.0|0|0.0|100
0|2022-01-09|10473.0|0|10473.0|0|201.0|0|0.0|100
0|2022-01-10|10526.0|0|10526.0|0|201.0|0|0.0|100
0|2022-01-11|10605.0|0|10605.0|0|201.0|0|0.0|100
0|2022-01-12|10727.0|0|10727.0|0|201.0|0|0.0|100
0|2022-01-13|10727.0|0|10727.0|0|201.0|0|0.0|100
0|2022-01-14|10727.0|0|10727.0|0|201.0|0|0.0|100
0|2022-01-15|10727.0|0|10727.0|0|201.0|0|0.0|100
0|2022-01-16|11224.0|0|11224.0|0|201.0|0|0.0|100
0|2022-01-17|11277.0|0|0.0|100|201.0|0|0.0|100
