|dates|Sargent_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Sargent_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Sargent_NorthDakota_UnitedStates.NYT_ConfirmedCases.data|Sargent_NorthDakota_UnitedStates.NYT_ConfirmedCases.missing|Sargent_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Sargent_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Sargent_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Sargent_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-10|746.0|0|746.0|0|9.0|0|0.0|100
0|2021-12-11|750.0|0|750.0|0|9.0|0|0.0|100
0|2021-12-12|750.0|0|750.0|0|9.0|0|0.0|100
0|2021-12-13|750.0|0|750.0|0|9.0|0|0.0|100
0|2021-12-14|750.0|0|755.0|0|9.0|0|0.0|100
0|2021-12-15|758.0|0|758.0|0|9.0|0|0.0|100
0|2021-12-16|764.0|0|764.0|0|9.0|0|0.0|100
0|2021-12-17|766.0|0|766.0|0|9.0|0|0.0|100
0|2021-12-18|766.0|0|766.0|0|9.0|0|0.0|100
0|2021-12-19|768.0|0|768.0|0|9.0|0|0.0|100
0|2021-12-20|768.0|0|768.0|0|9.0|0|0.0|100
0|2021-12-21|771.0|0|771.0|0|9.0|0|0.0|100
0|2021-12-22|771.0|0|771.0|0|9.0|0|0.0|100
0|2021-12-23|770.0|0|770.0|0|9.0|0|0.0|100
0|2021-12-24|771.0|0|771.0|0|9.0|0|0.0|100
0|2021-12-25|771.0|0|771.0|0|9.0|0|0.0|100
0|2021-12-26|771.0|0|771.0|0|9.0|0|0.0|100
0|2021-12-27|771.0|0|771.0|0|9.0|0|0.0|100
0|2021-12-28|772.0|0|772.0|0|9.0|0|0.0|100
0|2021-12-29|778.0|0|778.0|0|9.0|0|0.0|100
0|2021-12-30|781.0|0|781.0|0|9.0|0|0.0|100
0|2021-12-31|784.0|0|784.0|0|9.0|0|0.0|100
0|2022-01-01|784.0|0|784.0|0|9.0|0|0.0|100
0|2022-01-02|784.0|0|784.0|0|9.0|0|0.0|100
0|2022-01-03|784.0|0|784.0|0|9.0|0|0.0|100
0|2022-01-04|786.0|0|786.0|0|9.0|0|0.0|100
0|2022-01-05|792.0|0|792.0|0|9.0|0|0.0|100
0|2022-01-06|797.0|0|797.0|0|9.0|0|0.0|100
0|2022-01-07|801.0|0|801.0|0|9.0|0|0.0|100
0|2022-01-08|802.0|0|802.0|0|9.0|0|0.0|100
0|2022-01-09|805.0|0|805.0|0|9.0|0|0.0|100
0|2022-01-10|805.0|0|805.0|0|9.0|0|0.0|100
0|2022-01-11|811.0|0|811.0|0|9.0|0|0.0|100
0|2022-01-12|816.0|0|816.0|0|9.0|0|0.0|100
0|2022-01-13|816.0|0|826.0|0|9.0|0|0.0|100
0|2022-01-14|831.0|0|831.0|0|9.0|0|0.0|100
0|2022-01-15|838.0|0|838.0|0|9.0|0|0.0|100
0|2022-01-16|841.0|0|841.0|0|9.0|0|0.0|100
0|2022-01-17|841.0|0|0.0|100|9.0|0|0.0|100
