|dates|Greeley_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Greeley_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Greeley_Kansas_UnitedStates.Male_Total_Population.data|Greeley_Kansas_UnitedStates.Male_Total_Population.missing|Greeley_Kansas_UnitedStates.Female_Total_Population.data|Greeley_Kansas_UnitedStates.Female_Total_Population.missing|Greeley_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Greeley_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-08|254.0|0|588.0|0|639.0|0|319.0|0
0|2021-12-09|254.0|0|588.0|0|639.0|0|319.0|0
0|2021-12-10|254.0|0|588.0|0|639.0|0|319.0|0
0|2021-12-11|254.0|0|588.0|0|639.0|0|319.0|0
0|2021-12-12|254.0|0|588.0|0|639.0|0|319.0|0
0|2021-12-13|254.0|0|588.0|0|639.0|0|319.0|0
0|2021-12-14|254.0|0|588.0|0|639.0|0|319.0|0
0|2021-12-15|254.0|0|588.0|0|639.0|0|319.0|0
0|2021-12-16|254.0|0|588.0|0|639.0|0|319.0|0
0|2021-12-17|254.0|0|588.0|0|639.0|0|319.0|0
0|2021-12-18|254.0|0|588.0|0|639.0|0|319.0|0
0|2021-12-19|254.0|0|588.0|0|639.0|0|319.0|0
0|2021-12-20|254.0|0|588.0|0|639.0|0|319.0|0
0|2021-12-21|254.0|0|588.0|0|639.0|0|319.0|0
0|2021-12-22|254.0|0|588.0|0|639.0|0|319.0|0
0|2021-12-23|254.0|0|588.0|0|639.0|0|319.0|0
0|2021-12-24|254.0|0|588.0|0|639.0|0|319.0|0
0|2021-12-25|254.0|0|588.0|0|639.0|0|319.0|0
0|2021-12-26|254.0|0|588.0|0|639.0|0|319.0|0
0|2021-12-27|254.0|0|588.0|0|639.0|0|319.0|0
0|2021-12-28|254.0|0|588.0|0|639.0|0|319.0|0
0|2021-12-29|254.0|0|588.0|0|639.0|0|319.0|0
0|2021-12-30|254.0|0|588.0|0|639.0|0|319.0|0
0|2021-12-31|254.0|0|588.0|0|639.0|0|319.0|0
0|2022-01-01|254.0|0|588.0|0|639.0|0|319.0|0
0|2022-01-02|254.0|0|588.0|0|639.0|0|319.0|0
0|2022-01-03|254.0|0|588.0|0|639.0|0|319.0|0
0|2022-01-04|254.0|0|588.0|0|639.0|0|319.0|0
0|2022-01-05|254.0|0|588.0|0|639.0|0|319.0|0
0|2022-01-06|254.0|0|588.0|0|639.0|0|319.0|0
0|2022-01-07|254.0|0|588.0|0|639.0|0|319.0|0
0|2022-01-08|254.0|0|588.0|0|639.0|0|319.0|0
0|2022-01-09|254.0|0|588.0|0|639.0|0|319.0|0
0|2022-01-10|254.0|0|588.0|0|639.0|0|319.0|0
0|2022-01-11|254.0|0|588.0|0|639.0|0|319.0|0
0|2022-01-12|254.0|0|588.0|0|639.0|0|319.0|0
0|2022-01-13|254.0|0|588.0|0|639.0|0|319.0|0
0|2022-01-14|254.0|0|588.0|0|639.0|0|319.0|0
0|2022-01-15|254.0|0|588.0|0|639.0|0|319.0|0
0|2022-01-16|254.0|0|588.0|0|639.0|0|319.0|0
0|2022-01-17|254.0|0|588.0|0|639.0|0|319.0|0
